,東京都,□,百貨店（営業担当）,販売量の動き,・今月は節分の恵方巻きやバレンタインなどし好性の高いイベントの需要は良かったが、ベースとなる個人消費は節約志向の高まりとコロナ禍明けの一巡、暖冬の影響により、衣料品や食料品において季節商材の販売が低迷している（東京都）。,
,東京都,□,百貨店（営業担当）,それ以外,・コロナ禍明け以来、担当する近隣型ショッピングセンターはインバウンドの影響を受けず好調に推移してきたが、売上額で比較すると、１～２月と伸びがやや止まったように感じる（東京都）。,
,東京都,□,百貨店（営業担当）,来客数の動き,・引き続きインバウンドは堅調であり、国内消費も底堅い。今後も大きく変わる要素は見受けられない（東京都）。,
,東京都,□,百貨店（営業担当）,販売量の動き,・３か月前と現在では、来客数、売上実績共に前年比での増加率が２けたから１けたへと全体的に鈍化している。店舗実績内訳として、特選ラグジュアリーはインバウンドや国内若年富裕層の購買により堅調に推移している。また、地下食品売場の実績も、旅行者、出張者などの人流増加により売上は堅調である。一方で、国内ファッション関連は実績が伸びていない（東京都）。,
,東京都,□,百貨店（販売促進担当）,来客数の動き,・化粧品、宝飾、時計が売上をけん引し、衣料品も春物商材を中心に好調に推移している。インバウンドは春節に合わせて大幅に増加している（東京都）。,
,東京都,□,百貨店（販売促進担当）,単価の動き,・自家需要としてのバレンタイン催事は、インバウンドも巻き込み大きく売上、集客共に伸長している（東京都）。,
,,□,百貨店（店長）,販売量の動き,・売上は伸長しているものの、値上げの要素が大きく、買上点数の減少傾向は継続している。,
,,□,スーパー（経営者）,単価の動き,・11月から売上が伸びている。来客数は変わらないが、単価が上がっているため、必然的に伸びる。そのような状況がずっと続いている。,
,,□,スーパー（経営者）,販売量の動き,・販売点数が増えていない。,
,,□,スーパー（店長）,販売量の動き,・値上げの影響が徐々に収まるなか、来客数は前年並みに推移しているが、１品単価の上昇、買上点数の減少が続いている。,
,東京都,□,スーパー（店長）,販売量の動き,・来客数、単価は前年を超えているものの、買上点数の前年割れが続いている。値上げの影響が大きく、販売数量の増加までには至っていない（東京都）。,
,東京都,□,スーパー（店員）,単価の動き,・来客数には日々ばらつきがあるものの、１週間単位でみると全体的には変わっていない（東京都）。,
,,□,スーパー（総務担当）,お客様の様子,・新商品はよく売れている。,
,東京都,□,スーパー（営業担当）,単価の動き,・相変わらず単価が上がり続けている。来客数並びに販売点数については、最近降雨が多く振るっていないが、単価の上昇分と相殺されて売上は変わらない（東京都）。,
,,□,スーパー（仕入担当）,来客数の動き,・相変わらず来店頻度が減り、１日の来客数が減っているが、値上げにより１品単価が上がっており、売上は前年を上回っている。,
,,□,コンビニ（経営者）,販売量の動き,・１つ１つの単価が高くなっており、買上点数がかなり減っている。小さい物だと２つ買うこともあるが、１つで間に合わせたり、トータルの販売量が減っている。,
,東京都,□,コンビニ（エリア担当）,販売量の動き,・気温の高さと販売促進施策が奏功し、販売額が好調に推移している。この傾向は高い水準を維持しながら継続している（東京都）。,
,東京都,□,コンビニ（商品開発担当）,販売量の動き,・気温の変動が激しく、寒いときに売れるべき物が売れない。週末の降雨も大きな要因である（東京都）。,
,,□,コンビニ（従業員）,販売量の動き,・３か月前と比べて、販売量の動きに大きな変化はない。新学期に向けていろいろ準備することもあると思うが、コンビニで用意するような物は特別ない。受験や卒業、入学シーズンになるが、何かと忙しい時期であり、観光や旅行、外出などを自粛する人もいるかもしれないので、観光需要などはやや減ると想定している。もちろんそういう人ばかりではないので、販売量からも特段変化はないといえるのではないか。,
,,□,衣料品専門店（経営者）,販売量の動き,・２月に入り、新入学に向けた小中学校向けの販売数は例年どおりの売上を確保できている。春物衣料も前年を超えている。,
,,□,衣料品専門店（経営者）,お客様の様子,・季節物であるため、２月は動きが鈍い。,
,東京都,□,衣料品専門店（店長）,販売量の動き,・主力である着物事業のイベントは計画値をほぼ上回っている。ただし、日々の店舗販売の売上は目標値を下回っており、月間ではマイナスで推移している。特に、卒業式シーズンの袴売上が前年と比べて６～７割の実績となっている。もう一方の主力であるドレス事業は、首都圏店舗に比べてローカル店舗の売上が安定しており、今後に期待している（東京都）。,
,,□,衣料品専門店（従業員）,来客数の動き,・商材が余り売れず、売上自体は横ばい傾向だが、来客数が僅かに減っているため、買上点数や来店頻度も減っている。,
,,□,家電量販店（店長）,来客数の動き,・来客数の少ない日が続いている。消耗品なども値上がりしているため、壊れてから買換える客が多い。,
,東京都,□,家電量販店（経営企画担当）,販売量の動き,・２月に入り、暖冬の影響や、耐久消費財の買換えの長期化、物価の上昇、消費者の節約志向等もあり、国内消費は引き続き厳しい。一方、インバウンド需要は堅調に伸びており、国内消費の減少分を何とかカバーしている（東京都）。,
,,□,乗用車販売店（経営者）,販売量の動き,・自動車の整備は順調に入っているが、販売が余り芳しくない。客の来場はあるものの、なかなか成約に結び付いていない。,
,,□,乗用車販売店（経営者）,販売量の動き,・新車販売は前年並みの売上であり、サービス部門にも大きな変化はない。,
,東京都,□,乗用車販売店（販売担当）,お客様の様子,・ディーラーによると、コロナ禍で車が余り走らなかったとか旅行に行かなかったということで、車検費用は１台当たりの単価が下がっている。新車についても、電気、ガス、食料等が値上がりしているために、やや買い控えが出てきており、３月を迎えるにあたり少し恐ろしいと話している（東京都）。,
,,□,その他専門店［ドラッグストア］（経営者）,来客数の動き,・今月は初旬の降雪や長雨が来客数に大きく影響している。販売促進を打っても単価が余り上がらない。,
,,□,その他専門店［ドラッグストア］（経営者）,来客数の動き,・来客数が減っているので、当然販売量の動きも落ちている。,
,東京都,□,その他小売［ショッピングセンター］（統括）,お客様の様子,・外国人旅行客向けの販売価格に、国内客の戸惑いがみられる（東京都）。,
,東京都,□,その他小売［生鮮魚介卸売］（営業）,お客様の様子,・例年１～３月は良くないが、今年は能登半島地震の影響もあり、ムードが悪い（東京都）。,
,東京都,□,高級レストラン（営業担当）,来客数の動き,・２月単月で、2019年比で売上は101.2％、来客数は87.5％である（東京都）。,
,東京都,□,高級レストラン（経理担当）,来客数の動き,・宴会、特に婚礼の宴会需要が旺盛で、大人数の披露宴の予約が高位で安定している（東京都）。,
,東京都,□,一般レストラン（経営者）,競争相手の様子,・同業各店共に来客数は微増傾向にあるが、原材料費、人件費の上昇により、経常利益はさほど増えていない（東京都）。,
,,□,一般レストラン（経営者）,来客数の動き,・２～３か月前と比べて、来客数も余り変わらずに推移している。もちろん季節柄もあるので、３か月前と同じような来客数にはなっていないが、全体的には変わらない。,
,,□,都市型ホテル（スタッフ）,販売量の動き,・新型コロナウイルス感染症の５類移行後、初めての年末年始となったが、ほぼ新型コロナウイルス感染症発生前の販売量に戻ってきている。年末の忘年会は例年並みに実施され、年始の新年会も例年以上の結果となった。２月も販売量は上向きで、好調に推移していることから、好景気が変わらず続いている。,
,,□,旅行代理店（経営者）,単価の動き,・急に暖かくなったり寒くなったり、雨が降ったり雪が降ったりと、天候不順のために客も来店に二の足を踏んでいる。,
,,□,旅行代理店（従業員）,お客様の様子,・来年度に向けての見積作成の内容、件数からは景気の変化はみられない。,
,東京都,□,旅行代理店（営業担当）,単価の動き,・前月と比べて、単価の上乗せが全くなくなっている（東京都）。,
,東京都,□,タクシー運転手,お客様の様子,・主に都心部のサラリーマンを客として営業しているが、客の動きは特別変わらない（東京都）。,
,東京都,□,通信会社（局長）,販売量の動き,・当社のサービス全体の加入と解約の両方が伸長しており、結果的に利益は一定で変わらないことから、景気のトレンドは変わっていない（東京都）。,
,東京都,□,通信会社（営業担当）,単価の動き,・物価上昇の影響か、商材の品質や内容より、安価な物を選ぶ客が増えてきている（東京都）。,
,,□,通信会社（経理担当）,お客様の様子,・同じサービスでも、まだ必要としている世代、必要としない世代があり、上向きと下向きがあいまっているため、総じて変わらない。,
,東京都,□,通信会社（経営企画担当）,販売量の動き,・売上は増えも減りもせず、低調のまま横ばいである（東京都）。,
,,□,ゴルフ場（従業員）,来客数の動き,・来場者数は、特に平日の利用が回復しない。前年の猛暑の影響による減員も、物価の上昇等の影響で回復していない。株価は上昇していても、貯蓄に回して持ち出しを控えているようである。,
,,□,パチンコ店（経営者）,来客数の動き,・比較的客足が伸びている感があるが、波があり、総じて横ばいで推移している。季節要因があるのかもしれない。,
,,□,競輪場（職員）,販売量の動き,・いろいろなキャンペーンを打っているが、実際に購入する客はそこまで増えていない。,
,,□,美容室（経営者）,お客様の様子,・来店頻度がいまだに上がらない。,
,,□,その他サービス［保険代理店］（経営者）,単価の動き,・ここ２～３か月、販売単価が安定しており、極端な価格の上昇がみられなくなっている。,
,,□,設計事務所（経営者）,お客様の様子,・当社としては、12月、１月が大変好調だったために、今月は多少マイナスとなっている。やはり能登半島地震の影響があるのか、各自の考え方が前向きでないと感じる。,
,,□,設計事務所（経営者）,販売量の動き,・業務量に変化はみられないため、例年どおり年度内はこのまま推移する。,
,東京都,□,設計事務所（所長）,お客様の様子,・設計の計画数に変化はない。施工単価が高騰しており、建築主である客の理解がまだ得られない（東京都）。,
,東京都,□,その他住宅［住宅資材］（営業）,販売量の動き,・建材需要期である年度末を迎えても販売量は一定程度を維持するものの増える気配がなく、住宅関連を取り巻く景気は余り良い方向に向かっているとはいえない（東京都）。,
,,▲,商店街（代表者）,販売量の動き,・大企業の景気は良いようだが、一向に良くならない。当地域は石油精製、石油化学工場が多いが、石油化学は良くない。,
,,▲,一般小売店［祭用品］（経営者）,販売量の動き,・１月にも増して、２月は消費が滞っている。,
,,▲,一般小売店［酒類］（経営者）,販売量の動き,・年が明けてから売上が減少している。株価は高水準だが、一般消費については厳しい状態が続いている。,
,,▲,一般小売店［文具］（販売企画担当）,来客数の動き,・店頭部の方は、元々建て替えのため仮店舗での営業ということもあるが、前年に比して苦戦している。客は不必要な物は余り買わない。外商部は、官公庁案件等がある程度はあるものの、単価が低くなっている。ただし、件数は増えてきているというのが現状である。,
,東京都,▲,百貨店（総務担当）,販売量の動き,・２月に入り、食料品の動きに鈍化がみられる。前年実績は捉えているものの、年末年始のような勢いはない。連動して全館の動きも、今までは２けたの伸びをキープしてきたが、陰りがみえてきている。日経平均株価のバブル期超えといった景気の良い話題や賃上げの話も出ているが、消費意欲の高まりにはつながっていない（東京都）。,
,東京都,▲,スーパー（経営者）,来客数の動き,・毎回同じだが、競合店がまた１軒出てきて、厳しくなっている（東京都）。,
,,▲,スーパー（販売担当）,来客数の動き,・今まで堅調であった精肉、青果、鮮魚の生鮮３品でも来客数が前年比で２～３％減少している。特に平日の減少が顕著で、相場も関係するが、直近でも伸びてこない。,
,,▲,コンビニ（経営者）,販売量の動き,・１～２月は１年で最も悪い月であるが、来客数も減少している。,
,,▲,コンビニ（経営者）,お客様の様子,・店舗密集地に同業他社の店舗が次々とオープンし、来客数、売上がますます減少している。また、従業員獲得競争が過熱していることから更なる時給アップが続き、苦境に立たされている。,
,,▲,コンビニ（経営者）,来客数の動き,・世の中的には株価が最高値となっているが、客単価、来客数共に前年並みである。販売額が伸びているにもかかわらず、売上同率ではないということは、やはりまだ景気回復を実感できていない。,
,,▲,コンビニ（経営者）,来客数の動き,・今月も来客数、売上共に前年比３％減少している。天候不順も要因としてはあるが、高額な弁当や麺類は新商品であっても販売数量が伸びていない。やはり売れるのは安価な商材で、景気は悪くなっていると感じる。,
,東京都,▲,コンビニ（店長）,来客数の動き,・来客数が減っている（東京都）。,
,,▲,衣料品専門店（統括）,販売量の動き,・客が目的の商材以外の買物をすることが少なくなっている。,
,,▲,家電量販店（店長）,お客様の様子,・物価の上昇で家計に余裕が少なくなり、電化製品を壊れるまで買換えないユーザーが増え、来客数が減少している。また、購入価格にシビアになっており、ＥＣと比較する客がますます増えている。,
,,▲,乗用車販売店（経営者）,お客様の様子,・消極的である。,
,,▲,住関連専門店（統括）,販売量の動き,・来客数はある程度増えているが、成約件数、販売件数がなかなか伸びない。,
,東京都,▲,その他専門店［貴金属］（統括）,販売量の動き,・仕入価格の上昇分を販売価格に反映しているが、その分、販売量が減少している。全体の売上額が減少傾向にあることから、景気はやや悪くなっている（東京都）。,
,東京都,▲,高級レストラン（役員）,来客数の動き,・３か月前は秋でイベントシーズンでもあり、10月、11月はかなり好調であった。それと比べると、年明け１月はやや鈍化した感があり、予約状況も落ち着いている（東京都）。,
,,▲,一般レストラン（経営者）,販売量の動き,・飲食業はどうしても２月は暇になる。ケータリングも余り仕事がないため暇である。そのため、３か月前と比べると15から20％売上が落ちている。ただし、これは毎年のことなので、余り気にしていない。仕方のないことである。,
,東京都,▲,一般レストラン（経営者）,来客数の動き,・２月は新年会も大分落ち着き、予約数が大分減っている。かなり寒い日があったので、週末も客足がやや遠のいていたようである（東京都）。,
,東京都,▲,一般レストラン（経営者）,来客数の動き,・客の出足がやや悪いような気がする（東京都）。,
,東京都,▲,旅行代理店（営業担当）,お客様の様子,・全国旅行支援の終了により旅行代金が上がっている（東京都）。,
,東京都,▲,タクシー運転手,それ以外,・２月と８月は昔から二八といって景気が後退するといわれているが、今年は特に新型コロナウイルス感染症発生前と比べて低迷している。うるう年で１日多いため得をした感があるが、12月から１月が良かったので、その反動がきている。タクシー景気は少し悪い（東京都）。,
,,▲,通信会社（営業担当）,販売量の動き,・今までより安価なプランを選択する客が増えており、売上が減少している。,
,東京都,▲,観光名所（職員）,お客様の様子,・インバウンドの戻りが止まっている（東京都）。,
,,▲,ゴルフ場（経営者）,来客数の動き,・降雪と寒波の影響により、来場者数が３％、客単価が１％減少している。,
,,▲,ゴルフ場（経理担当）,来客数の動き,・２月の降雪、降雨により、１週間程度のクローズを余儀なくされ、季節要因による減収となっている。物価の上昇、実質賃金の減少から生活防衛を意識する動きも散見され、プレー料金が割高となるビジター来場は落ち込み、レストランも高額商材の販売伸び悩みが続いている。水道光熱費、人件費を始め、営業費用の全般的な高騰の影響は大きく、固定費の回収も容易ではない。一方で、株高などの要因もあってか新規入会の引き合いは引き続き堅調で、収益を下支えしている。,
,,▲,設計事務所（所長）,競争相手の様子,・単価が上がっているようで上がっていないのが実情である。,
,東京都,▲,設計事務所（職員）,それ以外,・民間からの発注が特に減少している。また、会社の受注が伸び悩んでいる（東京都）。,
,,▲,住宅販売会社（従業員）,販売量の動き,・契約数が落ち込んでいる。,
,,×,一般小売店［家電］（経理担当）,来客数の動き,・２月になり、来客数が前月よりも減っている。前年は個人客以外の大口物件で売上を伸ばしていたが、今年はそれがないため悪くなっている。,
,,×,一般小売店［食料雑貨］（経営者）,単価の動き,・原材料、人件費、諸経費の上昇分を価格に反映できていない。価格競争から抜け出せない。,
,,×,衣料品専門店（役員）,販売量の動き,・毎年２月は売上の少ない月だが、今年は特に悪い。客に買おうというマインドがない。,
,東京都,×,タクシー運転手,来客数の動き,・新型コロナウイルス感染症発生前と同様に、やはり２月ということで、３か月前や年末に比べると悪くなっているのは間違いない。客の動きが極端に減っている（東京都）。,
,,×,タクシー（団体役員）,来客数の動き,・元から乗客が少ないところに、タクシー乗務員が補充され、稼働台数が増えている。,
,,×,ゴルフ場（経営者）,来客数の動き,・３か月前と比べると気温が低く、降雪の影響もあり、13％程度集客が落ちている。,
"企業
動向
関連

(南関東)",,◎,＊,＊,＊,
,東京都,○,食料品製造業（経営者）,受注量や販売量の動き,・高額商材が動くようになっている（東京都）。,
,,○,食料品製造業（経営者）,受注量や販売量の動き,・テレビで取り上げられてから、少し来客数が増えている。,
,東京都,○,出版・印刷・同関連産業（営業担当）,受注量や販売量の動き,・印鑑、ゴム印、軽印刷、名刺印刷などの仕事をしている。今月は特需があり、音楽事務所から、会社設立関係の、しかもチタンの注文を５本もらっている。会社設立の件数が４件あり、合計で11本となっている。個人の需要はないが、法人関係は少し伸びてきている（東京都）。,
,,○,金属製品製造業（経営者）,受注量や販売量の動き,・短納期の製品が多く、それなりにコストの転嫁もできている。,
,東京都,○,電気機械器具製造業（経営者）,受注量や販売量の動き,・今月は大きく売上を伸ばすことができなかったが、前年同月と比べると増えている。コロナ禍が明けたのかもしれない（東京都）。,
,,○,輸送用機械器具製造業（総務担当）,取引先の様子,・自動車メーカーは、大手自動車メーカーの不正問題等での稼働停止があるものの、引き続き高水準の生産を続けている。,
,,○,建設業（経営者）,受注量や販売量の動き,・ここにきて予定していた大型案件を数件受注できている。,
,,○,輸送業（経理担当）,受注量や販売量の動き,・物量は安定してきているが、人件費や燃料費の高騰が続いており、収益が伸びない。,
,,○,輸送業（総務担当）,取引先の様子,・繁忙期のため物量は増えているが、予想以上ではない。また、燃料の価格高騰が続いていることで、収益が伸び悩んでいる。,
,東京都,○,不動産業（従業員）,受注量や販売量の動き,・宿泊需要は引き続き堅調である（東京都）。,
,東京都,○,不動産業（総務担当）,取引先の様子,・オフィス賃料水準は、テナントからの減額要望がなくなり安定若しくはやや上向いて、良い方向に向かっている。一方で、新築オフィスビルが増え、供給過多でもあるため、空室を埋めるべく安い賃貸条件を提示してテナントを引き抜こうとする営業も見受けられるなど、テナントの奪い合いも顕著になっている（東京都）。,
,,○,広告代理店（従業員）,受注量や販売量の動き,・春先に向けてイベント事業が増えてきている。,
,,○,税理士,取引先の様子,・株価が史上最高値を記録してバブルの再来かとも思えるが、消費動向を見るとさほど好況感はない。インバウンドは確実に戻っており、高級旅館などは外国人観光客でにぎわっている。能登半島地震からの復興に尽力したいところである。,
,,○,その他サービス業［廃棄物処理］（経営者）,受注量や販売量の動き,・工業系製造工場等の取引先からの問合せが増えてきており、取引量も新型コロナウイルス感染症発生前に回復しつつある。,
,,○,その他サービス業［警備］（経営者）,取引先の様子,・相変わらず２号警備の受注が多く、受けきれない。,
,東京都,○,その他サービス業［ソフト開発］（経営者）,取引先の様子,・案件数は増えているものの、要員不足で今後がみえない（東京都）。,
,東京都,□,繊維工業（従業員）,受注量や販売量の動き,・今年に入ってから受注が全くない企業があれば、３月までの引き合いはまずまずという企業もあり、業界的には３か月前と変わらない（東京都）。,
,,□,出版・印刷・同関連産業（経営者）,それ以外,・３か月前からは受注率が少しずつ上がってきているようにみえるが、紙媒体の需要低迷等により、今後の景気がどうなるか不安である。,
,,□,プラスチック製品製造業（経営者）,受注量や販売量の動き,・２～３月は年度末になるので、通常より若干受注量等が増えてくるが、例年どおりそれほど大きく増えているとは言い切れないので、景気は変わっていない。,
,,□,プラスチック製品製造業（経営者）,受注量や販売量の動き,・前年同期は医療品容器がアフターコロナの影響で米国向け企画が決定し特需に恵まれたが、今期は息切れしてしまっている。,
,,□,金属製品製造業（経営者）,取引先の様子,・先の情報として、生産が減ると聞いているが、現在は踏みとどまっている様子もあり、踊り場であることは確かである。先行きは不透明である。,
,,□,一般機械器具製造業（経営者）,受注量や販売量の動き,・取引先によって好不況の差が大きくなっている。トータルでは微増だが、現状はそういった内情があり、若干の不安がある。,
,,□,電気機械器具製造業（企画担当）,受注価格や販売価格の動き,・半導体の大口価格が上昇しつつあるが、それが業績につながり、身の回りの景気に影響するまでには至っていない。,
,,□,精密機械器具製造業（経営者）,受注量や販売量の動き,・３か月前と比べて大きな受注増加には至っていない。半導体の在庫調整、大手自動車メーカーの不正問題等、更なる不安要素が大きい。,
,,□,建設業（経営者）,受注価格や販売価格の動き,・価格が高止まりしており、以前のような流通になっていない。,
,,□,建設業（従業員）,受注量や販売量の動き,・原材料費や燃料費がますます値上がりしているため、以前と比べて良い傾向にはない。,
,東京都,□,輸送業（経営者）,取引先の様子,・出荷量が減少を続けるなか、取引先が出荷場の統廃合を進め始めており、影響が懸念される（東京都）。,
,東京都,□,輸送業（経営者）,取引先の様子,・既存の取引先との値上げ交渉がうまくいっていない（東京都）。,
,東京都,□,通信業（広報担当）,受注量や販売量の動き,・前年同期並みに鈍化している（東京都）。,
,,□,金融業（従業員）,取引先の様子,・原材料の価格高騰で利益が圧迫されている。また、大企業での賃上げのニュース等を耳にした従業員からの賃上げ要求が中小企業にも及んできている。現実に、賃上げに対応できない中小企業からの離職者も出ており、人手不足が深刻化していることから、景気が良い状況とは決していえない。,
,東京都,□,金融業（総務担当）,取引先の様子,・地元の観光業は新型コロナウイルス感染症発生前より売上が戻ってきている。運送業では燃料の価格高騰や人手不足もあり、利益が減少傾向にある。建設不動産業では、建売やマンション販売は立地優先で、駅から離れている物件はやや仕入れをちゅうちょしている。また、原材料の価格高騰や人手不足もあり、例年より厳しい傾向である。小売業では、食品関係やいろいろな物が値上がりし、消費者は価格を見ながら買物をしているため、売上は減少傾向にある（東京都）。,
,,□,金融業（営業担当）,受注量や販売量の動き,・業績が好調で回復に向かっている企業と、悪化が進む企業の２極化が進んでいる傾向にある。以前と変わらず廃業、業績悪化が進む飲食業のみならず、最近は特に製造業、建築業関連からも先行きの不透明感に不安を感じる声が聞かれる。零細企業においては特にその傾向が大きいようで、前年から続く物価上昇に対応できていない企業の業績悪化が顕著にみられる。,
,東京都,□,不動産業（経営者）,競争相手の様子,・当社が営業するビル南西角地の店舗が、２年掛かりでようやく借り手が見つかり、３月初めにオープンを迎えることを前月に報告したが、代わりに創業100年近い精肉店が今月閉店した。これで１階で営業中の地権者はパチンコ店のみとなった。おにぎり屋、八百屋、魚屋、雑貨屋、どこも長年営業してきた地権者であり、寂しい限りである（東京都）。,
,東京都,□,広告代理店（従業員）,受注量や販売量の動き,・悪い状態のまま変わらないという回答を続けていることから、このような状況に至った経緯や事情を考えさせられている（東京都）。,
,東京都,□,税理士,それ以外,・夜10時、11時頃に、近隣駅周辺の商店街を歩きながら飲食店をのぞいてみると、余り客が入っていない。新型コロナウイルス感染症発生前は、通り沿いの店は客が入っていたが、今は席が空いていたり、客が入っていなかったりしているので、まだ良くない（東京都）。,
,東京都,□,社会保険労務士,取引先の様子,・助成金や補助金を活用したい会社が多く見受けられる（東京都）。,
,,□,経営コンサルタント,取引先の様子,・小売店、飲食店でも来客数や客単価が伸び悩んでいる。株価の話題がにぎやかだが、景気には影響がみられない。,
,東京都,□,経営コンサルタント,取引先の様子,・特に大きな変化はない。余り良くないまま推移している（東京都）。,
,東京都,□,その他サービス業［ビルメンテナンス］（経営者）,受注量や販売量の動き,・人手不足もあり、新規物件の受託が難しい（東京都）。,
,,▲,出版・印刷・同関連産業（所長）,受注量や販売量の動き,・年度末の繁忙期に入ってきているが、案件の動きが鈍いと感じる。前年の案件数と比べて半分近くになるとの予測で、低調な動き出しである。,
,,▲,建設業（経営者）,受注量や販売量の動き,・物価の上昇に設備投資額が追い付かない。,
,東京都,▲,輸送業（経営者）,受注量や販売量の動き,・ボーナスなどの人件費の増加、燃料費の高騰により、増収しても追い付かない。グループ各社が減益となっている（東京都）。,
,東京都,×,出版・印刷・同関連産業（経営者）,受注量や販売量の動き,・毎年のことだが、２月は受注量が少ないため悪い（東京都）。,
"雇用
関連

(南関東)",東京都,◎,人材派遣会社（営業担当）,求人数の動き,・派遣から直接雇用への転換が進んでいる（東京都）。,
,東京都,○,人材派遣会社（社員）,求人数の動き,・人材派遣における求人数は、３か月前と比べて20％増加し、前年同月を超えており、回復傾向が顕著になっている。２月に入り適時開示情報が出ているが、再就職支援事業における受入れが大幅に増加する見込みとなっており、インフロー、アウトフロー両方で回復傾向になっている（東京都）。,
,東京都,○,人材派遣会社（営業担当）,求人数の動き,・時期的な要因が大きいと考えるが、年度末に向けて求人数が増加傾向にあり、数か月程度の短期間の派遣需要が増えている。業界等における偏りはさほどなく、全体的に業務量が増加している（東京都）。,
,,○,求人情報誌制作会社（営業）,採用者数の動き,・２～３月は卒業シーズンでもあり、スタッフの入れ替わりなども行われる時期になる。そのため、求人数がやや増え、採用者数も伸びる傾向にある。増員での採用ばかりではないかもしれないが、この時期を狙って採用活動を強化する顧客も多い。希望に沿った人を採用できるかは条件やタイミングなどにも大きく影響してくるが、チャンスであるなら予算を増額した上で採用活動をすることが得策ではないか。,
,東京都,○,求人情報誌製作会社（広報担当）,求人数の動き,・クライアントの中には、新卒及び中途採用を大量に行う予定の企業が何社も出てきている。景気が良くなっている証拠ではないか（東京都）。,
,,○,職業安定所（職員）,それ以外,・バブル期の株価最高値の更新や、一部大手民間企業のベースアップ満額回答等がある。,
,東京都,○,職業安定所（職員）,採用者数の動き,・新規求人数は増加しているものの、伸びは鈍化している。飲食、宿泊業の求人数が頭打ちとなっている。企業の採用数は増加していることから、人手不足が一服したと考えられる。ただし、介護福祉、警備、建設業などの人手不足は続いている（東京都）。,
,東京都,□,人材派遣会社（社員）,求職者数の動き,・サービス業への求職者が増えてこない（東京都）。,
,東京都,□,人材派遣会社（社員）,それ以外,・賃上げ交渉の成功率が低い（東京都）。,
,東京都,□,人材派遣会社（支店長）,それ以外,・派遣依頼数としては前年同月を上回っているものの、企業の人材厳選傾向は変わらず、依頼数に比例して成約数が伸びてこない（東京都）。,
,東京都,□,人材派遣会社（営業担当）,周辺企業の様子,・自動車製造業からのエンジニアニーズは継続して高い。一方で、設備系メーカーは若干業務量が減少傾向にあり、エンジニア派遣の契約満了の話が出てきている（東京都）。,
,,□,人材派遣会社（営業担当）,求人数の動き,・求人数は堅調に推移しているが、マッチングする求人は実質横ばいである。数字だけみると景気が良いように見受けられるが、実態としては変わらないのではないか。,
,東京都,□,求人情報製作会社（経営者）,求人数の動き,・例年の流れだと、新年度に向けた人材補充など、中途採用や学生アルバイトの入替えニーズが佳境となる時期であるが、今年は採用方法やスタイルの変化もあり、それほど募集件数や採用人数が増えている実感がない（東京都）。,
,,□,求人情報誌製作会社（所長）,周辺企業の様子,・為替や株価が変化していても、特に何か変わった様子は感じない。,
,,□,新聞社［求人広告］（担当者）,求人数の動き,・インフルエンザと新型コロナウイルス感染症に感染し、今月はほぼ電話営業だけだったが、予約はそこそこ入ってきているので、まあまあである。,
,,□,職業安定所（職員）,求人数の動き,・新規求人数は２か月連続で減少しているが、求職者数は前年比で大きな変動はなく、就職者数も12％ほど増えている。,
,,□,職業安定所（職員）,求人数の動き,・半導体、電子部品を製造する企業では回復がみえず、燃料費高騰や原材料高、物価の上昇が雇用に悪影響を及ぼしている。,
,東京都,□,民間職業紹介機関（経営者）,求人数の動き,・求人は様々な職種で出ているが、求職者でなかなか適当な人がいなくて困っている（東京都）。,
,東京都,□,学校［大学］（就職担当）,求職者数の動き,・求人数は増える一方、求職者の求める条件も変わってきており、マッチングが難しい（東京都）。,
,,▲,人材派遣会社（経営者）,周辺企業の様子,・賃上げできない又は賃金上昇率が低い企業において、今年は例年と比べて年度末での退職者が増えている。,
,,▲,人材派遣会社（社員）,求人数の動き,・時期的なこともあるかもしれないが、３か月前と比べて求人数が減少している。,
,東京都,▲,人材派遣会社（社員）,それ以外,・会社の業績や、自身を含めた周囲の消費動向等が余り良くない（東京都）。,
,,×,－,－,－,
,,,,,,
　５．甲信越（地域別調査機関：株式会社日本経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(甲信越)",,◎,その他サービス［葬祭業］（経営者）,お客様の様子,・今月は１人暮らしの方が亡くなったという、遠縁からの依頼が多い。また、ペットの火葬の依頼も多い。ペットも家族の一員なので、今後はこういう流れになってくる。,
,,○,商店街（代表者）,来客数の動き,・観光客を中心に、１月の能登半島地震の影響からの回復が思いの外、早い。コロナ禍で抑えられていた旅へ出たいという気持ちが強いとみている。,
,,○,コンビニ（経営者）,来客数の動き,・リニューアルオープン後に新規の客が増えている。アプリの新規会員増加の影響もある。,
,,○,コンビニ（エリア担当）,お客様の様子,・客が不要な商品を購入する機会が多くなった。デザート、お菓子等、必需品でない物の動きが良く、前年比104％程度となっている。所得が増えたことや水道光熱費等、家計に関わる費用が減ったとみている。,
,,○,乗用車販売店（経営者）,販売量の動き,・新車販売イベント時の来場客が増えており、供給制約の緩和もあって販売台数は増加している。,
,,○,その他専門店［酒］（店長）,販売量の動き,・景気自体は持ち直してきている。物価も上がって安定しており、飲食店、ホテル、宿泊関係等の客の動きは、多少順調に入っている。,
