,,□,住関連専門店（店長）,それ以外,・新型コロナウイルスの新規感染者はかなり減っているものの、飲食業や観光関連業者が上向いていない。このまま終息すれば上向きになるのではないか。
,,□,その他専門店［靴小売業］（経営者）,来客数の動き,・全体的には変わらない。緊急事態宣言は解除されたが、生活スタイルは余り変化がない。一部では人の動きにやや変化が出てきている。一方、仕入先のメーカーや海外生産基地の状況がかなり厳しく、発注商材の入荷見通しがつかない。仕入価格、物量費の上昇等が把握できない。
,,□,一般レストラン（経営者）,競争相手の様子,・同業者同士の会話でも良くなってきたという声は全く聞かない。取引業者からも明るい話はない。
,,□,都市型ホテル（総支配人）,来客数の動き,・宿泊は、個人客を中心にやや盛り返してきているが、早々と中止になった大会予約が復活するわけではなく、団体予約は総じて厳しい。料飲部門も、宴会等の問合せは低調で、こちらも個人客頼みとなっている。
,,□,タクシー（経営者）,お客様の様子,・昼の動きが良かったので、前年同月比20％の増収である。ただし、２年前の同月比では32％の減少となっている。
,,□,通信会社（局長）,来客数の動き,・来客数、販売量共に横ばいとなっているが、客の購入意欲は向上しているように感じる。
,,□,競輪場（職員）,来客数の動き,・緊急事態宣言が解除され、新型コロナウイルスの新規感染者数も減少しているものの、いまだ来場者の動向は鈍い。
,,□,美容室（経営者）,来客数の動き,・衆議院議員選挙の月は、消費者の購買意欲が落ちるアノマリーがある。
,,□,設計事務所（所長）,お客様の様子,・緊急事態宣言が解除され、新型コロナウイルスのワクチン接種率が70％を超えてはきたが、景気回復にはもう少し時間が掛かる。
,,□,住宅販売会社（経営者）,お客様の様子,・緊急事態宣言解除で制限が緩んだとはいえ、いまだに大変厳しい状況で、閉店する店や撤収する居酒屋等がかなり目立っている。一方では、準備のため店を開けようとする居酒屋、スナック等もあるが、まだ街の活気はみられない。
,,□,その他住宅［住宅管理・リフォーム］（営業）,お客様の様子,・大型案件がことごとく見送りか待機状態になっている。新型コロナウイルス禍による事業の停滞により、積極的な投資が滞っている。
,,▲,家電量販店（店長）,販売量の動き,・来客数、販売実績共に鈍化している。
,,▲,その他専門店［燃料］（従業員）,販売量の動き,・受注がかなり悪くなっている。受注残が前年同月と比べても少なくなっている。
,,▲,通信会社（総務担当）,販売量の動き,・半導体など部材不足の影響が理由とされているが、売れ筋商材の入荷が少なく、需要にこたえられていない。
,,▲,その他サービス［自動車整備業］（経営者）,お客様の様子,・新型コロナウイルス感染拡大による制限が解除されても、ガソリンを始めとした諸物価の高騰が、顧客の購買心理を押し下げている。自動車整備に至っては必要最低限の依頼の客が増えている。
,,▲,住宅販売会社（経営者）,販売量の動き,・建築資材の高騰や流通状況の不安により、販売自体が止まっている。現状が打破できない限り、状況改善は見込めない。
,,×,家電量販店（店員）,販売量の動き,・９月に続き、前月比97％と下がり、前年比でも86％と下がっている。不振商材は販売構成比の大きいエアコンが前年比56％、テレビが同比68％と大きく下がっている。
,,×,都市型ホテル（経営者）,販売量の動き,・緊急事態宣言が解除されても、以前のような利用数が戻ってきていない。
,,×,タクシー（役員）,それ以外,・新型コロナウイルス対策は不公平感があり過ぎて、今後税金を負担したくない。
,,×,通信会社（経営者）,販売量の動き,・緊急事態宣言が解除になっても、地方経済は回り出していない。
"企業
動向
関連

(北関東)",,◎,－,－,－
,,○,窯業・土石製品製造業（総務担当）,受注量や販売量の動き,・緊急事態宣言が解除になっても、景況感は余り変わらない。当社では、売上、契約いずれも順調に伸びている。
,,○,不動産業（経営者）,受注量や販売量の動き,・新型コロナウイルスの影響も少なくなったためか、入居率が上がり、入退居の回転も上がっている。清掃や修繕等の受注量も増えており、やや良くなっている。
,,□,化学工業（経営者）,受注価格や販売価格の動き,・原材料価格の値上げ圧力が強く、対応に苦慮している。価格転嫁した場合、現在の受注量を維持できるか予想ができないため、現状維持の足踏み状態である。
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・部品が入らず、どんな部品でも３～４か月待ちの状況である。また、毎月のように部品価格がどんどん値上がりしていて、かなり状況として厳しくなっている。同業者に話を聞いても、「年内は何とか部品は持つが、来年の分がどうなることやら」という感じである。自動車関係も半導体等がなくて製造が止まっているが、製造業全体が止まるような気がしている。
,,□,輸送用機械器具製造業（経営者）,取引先の様子,・この２～３か月、取引先の販売や受注量は若干増えており、今月も余り変化がない。
,,□,輸送業（営業担当）,取引先の様子,・天候も涼しくなり、冬物家電、こたつ、電気カーペット、寝具等、計画どおりの物量を確保している。一部、海外の新型コロナウイルス禍によるコンテナ便の入荷遅れもあり、予定がずれている。燃料価格高騰もあり、利益が少し薄くなっている。
,,□,広告代理店（営業担当）,取引先の様子,・緊急事態宣言解除により、年末に向けた販促広告依頼が少しは出てきているものの、まだ件数は伸びてこない。
,,□,司法書士,受注量や販売量の動き,・長い新型コロナウイルスの影響下で、低め安定というような感じで、余り変わっていない。
,,□,社会保険労務士,取引先の様子,・一時期よりは、全般的に良くなってきている。
,,□,その他サービス業［情報サービス］（経営者）,取引先の様子,・緊急事態宣言が解除されてから、引き合い等の動きに変化がみられる。
,,▲,一般機械器具製造業（経営者）,受注量や販売量の動き,・自動車組立ラインの稼働停止の影響が、非常に大きく出ている。
,,▲,不動産業（管理担当）,受注量や販売量の動き,・新型コロナウイルスの感染拡大のため延期になっていた清掃や管理業務が中止となり、売上が減少している。
,,▲,経営コンサルタント,それ以外,・緊急事態宣言等による自粛要請が一段落して、地域の雰囲気としては一応の安ど感が広がっているようにみえる。商店街や街なかの人出にも動きが出てきているが、個人や企業ごとに受け止め方は様々で、地域全体の経済活動の活発化にはもう少し時間が掛かる。
,,×,輸送用機械器具製造業（経営者）,受注量や販売量の動き,・自動車の半導体不足や東南アジアのロックダウンによる部品調達不足が、依然として続いている。
,,×,建設業（開発担当）,受注量や販売量の動き,・公共工事主体で売上の95％を占める建設業である。現与党政権誕生後は公共工事は順調に推移している。公共工事は前期は災害復旧工事受注があったため、今期は前年比86％の発注である。当社も前期比10％減の受注で厳しいが、今後の発注に期待している。
"雇用
関連

(北関東)",,◎,－,－,－
,,○,人材派遣会社（社員）,求人数の動き,・建設業や製造業を中心に、求人数が回復傾向にある。
,,○,人材派遣会社（管理担当）,採用者数の動き,・サービス業の採用数が増加しているため、やや良くなっている。
,,□,人材派遣会社（経営者）,求人数の動き,・衣料品等は、多少寒さが厳しくなってきてから動きが出るのではないか。生鮮食料品、スーパー等はパートを中心とした募集傾向が多くみられる。製造もどちらかといえば食品関係の募集が段階的に増えつつある。
,,□,職業安定所（職員）,求人数の動き,・現地の新型コロナウイルス感染拡大による海外工場閉鎖により、部品調達ができず製造ラインを停止していた管内の工場では、状況が回復し求人申込みがある。一方で、東南アジアから半導体等の部品が納入されない自動車メーカーでは、受注があるものの作業できない状態のため、雇用調整助成金の申請をしている事業所もある。
,,□,職業安定所（職員）,周辺企業の様子,・８月から緊急事態宣言発出により時短要請を受けた飲食店が休業しており、９月休業の雇用調整助成金の申請が増えている。
,,□,学校［専門学校］（副校長）,求人数の動き,・求人状況は分野によって、前年より多くの求人数の分野がある一方で、逆に少ないところもある。
,,▲,－,－,－
,,×,＊,＊,＊
,,,,,
　４．南関東（地域別調査機関：株式会社日本経済研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(南関東)",東京都,◎,百貨店（売場主任）,販売量の動き,・一重に緊急事態宣言の解除が大きく影響している。東京都の新型コロナウイルス新規感染者数の減少による安心感が影響してか、家族連れが増え、週末は数か月ぶりに来店する客なども多く見受けられた（東京都）。
,,◎,高級レストラン（経営者）,来客数の動き,・飲食業界ではこの10月から来客数が激増している。
,東京都,◎,一般レストラン（経営者）,来客数の動き,・緊急事態宣言が解除され、酒を出せるようになったため、週末は今までの２～３倍以上の客が来店するようになっている。今まで動けていなかった身体が、急に忙しくなり少々疲れ気味である（東京都）。
,東京都,◎,旅行代理店（販売促進担当）,お客様の様子,・緊急事態宣言が解除され、新型コロナウイルスの感染者数も減ってきているので、個人の国内旅行が動き出して、良くなっている。また、教育旅行では、公立を中心に修学旅行が予定どおり又は春の予定であったものの再開が見込まれており、これも良くなっている要因である。ただ、国内の団体等については相変わらず様子見なので、年内又は年明けはまだ難しいような情勢である。ひとまず旅行業界とその周辺は、国内の個人客と修学旅行の動きが良い（東京都）。
,東京都,○,商店街（代表者）,それ以外,・さすがにどん底であった緊急事態宣言下よりは上向いている。遠方へのアミューズメントが少ない現在は、晴れた休日など新型コロナウイルス発生以前より街に人があふれている。ただし、クレジットカードの取扱高を見る限り、人の多さとは対照的に数字は伸びておらず、財布のひもは相変わらず固そうである。飲食の回復もまだまだ厳しいのが現状である（東京都）。
,,○,一般小売店［家電］（経理担当）,来客数の動き,・家電製品、特に買換えの問合せが増えてきている。売上としては増えていないが、これから売れてくる。
,東京都,○,一般小売店［家具］（経営者）,来客数の動き,・新型コロナウイルスの影響で客がほとんど増えなかったが、最近になって幾らか客も戻ってきつつあるように感じている（東京都）。
,東京都,○,一般小売店［文房具］（経営者）,販売量の動き,・緊急事態宣言の解除により、取引先である近隣飲食店の営業条件が緩和されたため、会計伝票などの業務用品のまとめ買いが出始めてきている。それにより客単価が上がり、２～３か月前との比較では、売上はやや上向き傾向である（東京都）。
,東京都,○,一般小売店［生花］（店員）,お客様の様子,・客から、新型コロナウイルスの出口が見えてきてうれしいねとか良かったねというような話が聞かれる。この２年間、お祝いの花が本当に出なかったが、やっと10月の終わり頃から出るようになってきている（東京都）。
,,○,百貨店（総務担当）,お客様の様子,・緊急事態宣言が解除され、気温の低下等も影響し、また外出の機会が増えるなかで、９月まで苦戦していた婦人、紳士衣料品共に動きが出てきている。
,東京都,○,百貨店（総務担当）,お客様の様子,・緊急事態宣言が解除され、新型コロナウイルスの影響もやや落ち着いてきている。３か月前と比較すると、商環境自体は良い方向へと変化しているが、客の消費行動は劇的に改善しているわけではないとも感じている。季節の変わり目が明確だったこともあるが、婦人ファッション関連の動きは、前年よりは良くなってきている。しかし、過去の実績と比べると、期待するところまではまだまだ届いていない（東京都）。
,東京都,○,百貨店（総務担当）,来客数の動き,・10月から緊急事態宣言が解除され、来客数が前月よりも増加傾向にあり、前年の90％程度まで回復してきている（東京都）。
,東京都,○,百貨店（広報担当）,来客数の動き,・新型コロナウイルス感染者数の減少が顕著なこと、また、緊急事態宣言が解除されたこともあり、外出自粛傾向が緩やかながら収まっている（東京都）。
,東京都,○,百貨店（営業担当）,販売量の動き,・新型コロナウイルス感染者数の減少に合わせて、来客数、売上共に増加している。し好品や高額品の購入増加などが要因である。食品は今月より相次ぐ値上げが発生しているが、大きな買い控えはみられない（東京都）。
,東京都,○,百貨店（営業担当）,販売量の動き,・10月半ばから、化粧品の接客ルールが緩和されたことで、客単価や販売数が前年にやや追い付きつつある。ただし、新型コロナウイルス発生以前の2019年度の数字には、まだまだ届かない（東京都）。
,,○,百貨店（販売促進担当）,それ以外,・９月末での緊急事態宣言解除により、10月は来客数も回復傾向となり、３か月前の緊急事態宣言再発出直前と比較すると、景気は良くなっている。
,東京都,○,百貨店（販売促進担当）,来客数の動き,・当店は繁華街にあるが、緊急事態宣言が解除され、歩行者天国が解放されたことにより、客の流れが多くなったと感じている。また、飲食店で酒を提供できるようになったこと、営業時間も長くなった影響で、来客数も多くなっている（東京都）。
,東京都,○,百貨店（経営企画担当）,販売量の動き,・緊急事態宣言が解除され、徐々に街中の人出は回復してきているものの、消費回復にはまだ至っていない。19時以降の来店客が少なく、以前のような閉店間際の駆け込みも少ない。テレワーク等の推進によりオフィスへの出勤者が少ない影響も考えられる（東京都）。
,東京都,○,百貨店（店長）,来客数の動き,・９月より徐々に、10月中旬からは明らかに人流が増加している。キャリーを引く客も増加しており、ターミナル立地の商業施設としては、県をまたいでの移動がいよいよ増加してきていると実感できる（東京都）。
,東京都,○,百貨店（財務担当）,販売量の動き,・緊急事態宣言の解除、行動制限の緩和等により、販売量が回復基調にある（東京都）。
,,○,スーパー（総務担当）,競争相手の様子,・緊急事態宣言が解除され、街に人が出てきている。
,東京都,○,コンビニ（エリア担当）,販売量の動き,・たばこ増税前の駆け込み需要があり、前年並みの売上となっている。緊急事態宣言が解除されたことで客足も戻りつつある（東京都）。
,東京都,○,コンビニ（商品開発担当）,来客数の動き,・緊急事態宣言の解除以降、観光地を中心に来客数が確実に増えてきている（東京都）。
,,○,衣料品専門店（経営者）,販売量の動き,・寒くなり、肌着や靴下等の実用衣料品の売上が大変良い。新型コロナウイルスが収束しつつあるので、月末の売出しも良くなっている。外出着については相変わらず新型コロナウイルス発生以前には戻らない。旅行等はまだまだこれからのようである。
,東京都,○,衣料品専門店（店長）,販売量の動き,・緊急事態宣言が解除され、10月に入り業績が向上している。特に、ドレス事業は、結婚式の開催によりゲストドレス需要が回復し、前々年とほぼ同水準になりつつある（東京都）。
,,○,衣料品専門店（役員）,来客数の動き,・緊急事態宣言が解除され、人出が多くなってきているものの、購入単価は相変わらず低い。
,,○,家電量販店（店員）,お客様の様子,・緊急事態宣言が解除されたため、年末商戦に向けて売上が向上する。
,東京都,○,家電量販店（経営企画担当）,単価の動き,・新型コロナウイルス感染症に伴う緊急事態宣言が９月30日をもって全面解除された状況下、10月に入り、前年度を超える水準には届いてはいない。しかし、感染第５波のときと比べると安心感がまるで違う。これから、経済は徐々に緩和の方向で進むものと考えている（東京都）。
,東京都,○,乗用車販売店（販売担当）,単価の動き,・緊急事態宣言が解除され、展示会、イベントが以前よりは開催しやすくなってきているため、半導体の供給不足はあるものの、新車の需要が多少伸びてきている。ただし、整備については、新型コロナウイルスの影響で走行距離が少ないために、整備当たりの単価、部品代が減って、粗利率が下がっている。全体的には新車については良く、整備関係は利益率では落ちてきている（東京都）。
,,○,乗用車販売店（総務担当）,販売量の動き,・半導体不足の影響で車両登録が進んでいなかったが、徐々に解消してくると予想している。
,東京都,○,その他専門店［貴金属］（統括）,来客数の動き,・来客数が徐々に増加していることに伴い、売上も増加傾向にある（東京都）。
,東京都,○,高級レストラン（営業担当）,来客数の動き,・自粛の解除、酒類提供の緩和が大きく影響しており、25日以降の直近のレストラン利用や11月以降の利用問合せが増えている。10月度の売上は前年比98.2％、前々年比30.9％となっている（東京都）。
,東京都,○,高級レストラン（仕入担当）,来客数の動き,・新型コロナウイルスも落ち着いてきているからか、来客数が徐々に増えてきている（東京都）。
,東京都,○,高級レストラン（役員）,お客様の様子,・緊急事態宣言の解除により、来客数が増え、酒類提供の制限解除によって客が酒を注文できるようになり、単価も上がっている（東京都）。
,,○,一般レストラン（経営者）,来客数の動き,・３か月前は新型コロナウイルスで大変な状況で、時短営業をしていたため、売上がほとんどなかった。今は時短営業も解除されて少しずつ客が増えてきてはいるものの、まだまだ以前のようにはいかない。３か月前よりは少し良くなってきたという程度である。
,東京都,○,一般レストラン（経営者）,販売量の動き,・３か月前の７月１～29日までの前年比は、売上81.0％、来客数84.0％である。今月10月１～28日までの前年比は、売上76.2％、来客数74.3％である（東京都）。
,東京都,○,一般レストラン（経営者）,来客数の動き,・ランチ、夜営業共に来客数が増えている。リモートワークも一部残っているようだが、客が複数名で来店する機会が増えてきている（東京都）。
,東京都,○,一般レストラン（経営者）,来客数の動き,・飲食店経営なので、緊急事態宣言解除は大きな影響がある。ただし、この２年間の自粛生活により、以前に戻るとは言えない。今後も動向を見ていきたい（東京都）。
,東京都,○,その他飲食［居酒屋］（経営者）,販売量の動き,・緊急事態宣言が解除され、完全に新型コロナウイルス発生以前までとは言わないが、少しずつ外食する人が増え、当店の来客数も増えている（東京都）。
,東京都,○,その他飲食［カフェ］（経営者）,来客数の動き,・10月に入り、飲食が急に増え、友達同士、子供連れの客が多くなっている。懸念材料としては、おしゃべりしたい客が多く、マスクを外したまましゃべっている客も多数いることである。スタッフへの新型コロナウイルス感染が心配なので、感染対策が必要だと強く感じている（東京都）。
,東京都,○,その他飲食［給食・レストラン］（役員）,それ以外,・売上は５％未満ながら若干伸びている。利益が大幅に改善したのは、新型コロナウイルス禍後の新体制整備を行い、人件費を大幅に減らすべく、人員削減を図ったことが大きな要因である（東京都）。
,,○,都市型ホテル（経営者）,来客数の動き,・新型コロナウイルス感染者数が急激に減少したことにより、ムードが良くなっているような気がする。10月24日をもって営業時間等に関する規制も解除されたので、現状としてはやや良くなっている。
,,○,都市型ホテル（スタッフ）,販売量の動き,・緊急事態宣言が解除され、レストランを中心に個人利用が戻りつつある。週末は席数調整を行ってはいるものの、ビュッフェやフランス料理のレストランでは満席になる日がみられている。単価も比較的高単価で推移しており、徐々にではあるものの、景気の回復を実感している。
,,○,旅行代理店（従業員）,販売量の動き,・学校団体の修学旅行、遠足は一斉に動き出しているものの、一般団体の動きは皆無である。
,,○,旅行代理店（営業担当）,お客様の様子,・新型コロナウイルス感染者数が減少し、緊急事態宣言が解除され、世の中が平常に戻りつつあるので、徐々にではあるが、来客数が戻ってきている。
,,○,タクシー運転手,お客様の様子,・緊急事態宣言が解除され、夜の需要がやや戻りつつあり、人の動きも増えたように感じる。店の時短営業も25日で解禁となり、今までよりは需要が増える。
,東京都,○,タクシー運転手,来客数の動き,・営業時間等の規制が24日をもって解除されて、新型コロナウイルス発生以前ほどではないものの、これまでに比べて少し人の流れが出てきたような気がする（東京都）。
,東京都,○,通信会社（経営者）,お客様の様子,・10月の客からの問合せ件数は、前年同月と比較して戸建て、集合住宅共に半減、３か月前と比較しても４割減と大きく減少している。客からの動きは鈍くなっているものの、新型コロナウイルス禍による訪問拒否や営業キャンセルの増加はなく、営業全般的には落ち着いており、雰囲気は良くなってきている（東京都）。
,東京都,○,通信会社（社員）,お客様の様子,・前月に引き続き回復傾向がみられる。番組の引き合いやイベントの計画が具体化している（東京都）。
,東京都,○,通信会社（社員）,販売量の動き,・緊急事態宣言解除により量販店に人が戻ってきている（東京都）。
,,○,通信会社（営業担当）,販売量の動き,・緊急事態宣言が解除され、人の流れが戻るにつれて、新規契約数が少しずつ増加している傾向がみられる。
,東京都,○,通信会社（局長）,販売量の動き,・緊急事態宣言が解除されたことで客との接点が増え、加入件数も徐々に上向き傾向になってきている（東京都）。
,,○,ゴルフ場（経理担当）,来客数の動き,・新型コロナウイルス禍においても比較的安心して取り組めるスポーツとしてゴルフが注目され、会員権相場も堅調であり、繁忙期という季節的要因もあって、稼働率は底堅く推移している。レストランにおけるアルコール提供制限は解除されたものの、感染警戒の動きも多くみられ、平時の水準への回帰には時間を要するものと思われる。企業名を冠したゴルフコンペなどの自粛の動きは継続しており、全体的な収益性は低下している。
,東京都,○,その他レジャー施設［ボウリング場］（支配人）,お客様の様子,・予約の問合せなどが徐々に入ってきている（東京都）。
,東京都,○,その他レジャー施設［複合文化施設］（財務担当）,来客数の動き,・来客数が増加している（東京都）。
,,○,設計事務所（経営者）,お客様の様子,・新型コロナウイルスが収束に向かっていることから、こちらから客に対するアポイントが取れるようになり、少し前方が明るくなったような気がしている。新しく社員を迎えられる話も見えているので、これから活気が出てくるのではないか。
,,○,設計事務所（経営者）,お客様の様子,・大きなプロジェクトが一つ終わったが、他の案件が幾つか入ってきている。
,,○,住宅販売会社（従業員）,お客様の様子,・３か月前と比べて大きな変化はない。相変わらず地価が高騰したままで、在庫がない状況である。年明けには需要も減り、地価が下がってくるのではないか。
,,○,住宅販売会社（従業員）,販売量の動き,・展示場の来場者数にはさほど増減がみられないものの、受注量は確実に増加してきている。
,東京都,○,その他住宅［住宅資材］（営業）,販売量の動き,・東京オリンピック前後で停滞していた建材需要が盛り返してきている（東京都）。
,,□,商店街（代表者）,来客数の動き,・最近の客の様子を見ていると、来客数はやや増えてきているものの、買物をする準備がまだ余りできていないようである。何となくまだ買物に対して慎重な部分が残っており、決定はしてもらえるのだが、決定するまでに他店との比較をするなどで時間が掛かっている。
,東京都,□,一般小売店［家電］（経営者）,販売量の動き,・補助金を受け取った飲食店で、多少店の改装をするなどの話だけは聞こえてきているが、今後どのように仕事につながるかはよく分からない（東京都）。
,,□,一般小売店［印章］（経営者）,来客数の動き,・新型コロナウイルスがそろそろ収束しつつあるが、またいつ第６波という形で身近に発生するか分からない。また、収束後は恐らく商売の方法が大きく変わる感じがする。その辺に注目して、よく勉強して商売していかないといけないと強く感じている。
,,□,一般小売店［祭用品］（経営者）,来客数の動き,・新型コロナウイルスの新規感染者数が減少傾向で、飲食店も徐々に通常営業に戻りつつあるが、人出はまだ戻っていない。
,,□,一般小売店［眼鏡］（経営者）,販売量の動き,・来客数が今一つ伸びていない。売上は、平日は伸び悩んでいるものの、土日は幾分伸びているようである。
,,□,一般小売店［傘］（店長）,来客数の動き,・商店街の人通りが少なく、にぎわいがない。
,東京都,□,一般小売店［茶］（営業担当）,販売量の動き,・まだまだ緊急事態宣言の影響で仕事にならない。営業時間等の規制も今月で解除されるようなので、もう少し様子を見てみないと何ともいえない。これから年末に向けて人が動き、店が忙しくなることを期待するばかりである（東京都）。
,東京都,□,一般小売店［書店］（営業担当）,販売量の動き,・年度末に掛けての受注量が例年並みに続いている（東京都）。
,東京都,□,百貨店（販売促進担当）,来客数の動き,・10月1日に緊急事態宣言は解除されたものの、東京都はリバウンド防止措置期間として引き続き営業時短要請、入場者整理を求められ、今のところ来客数の改善は特にみられない（東京都）。
,東京都,□,百貨店（販売促進担当）,来客数の動き,・新型コロナウイルスが落ち着いているからといって、急激に来客数が伸びるわけではない（東京都）。
,,□,百貨店（企画宣伝担当）,販売量の動き,・緊急事態宣言解除後のリバウンド消費を期待していたが、思ったほど大きくなく、2019年の水準には戻っていない。
,東京都,□,スーパー（販売担当）,お客様の様子,・客の様子を見ていると、広告初日の目玉商品やタイムサービス、あるいはポイント何倍といった特典のある日や時間帯をうまく利用して、少しでも安く買物をしようという傾向が多く見受けられる（東京都）。
,,□,スーパー（経営者）,お客様の様子,・来客数が減っている。
,,□,スーパー（店長）,それ以外,・新型コロナウイルスの影響が少しずつ収まるなかで、地域催事も再開されるようになり、数量をまとめて購入する特注等が上がってきている。
,東京都,□,スーパー（店長）,単価の動き,・買上点数は前年並みを維持しているものの、単価の上昇がみられてこない。消費者の志向がより安価な物へとシフトしている（東京都）。
,,□,スーパー（総務担当）,お客様の様子,・衣料品、住まいの品は前年を下回っており、10月前半は特に悪かった。月後半は気温が下がったことで若干回復傾向にはあるものの、まだまだ前年には届かず、前々年を大きく割る状況が続いている。食品は来客数を含めて前年を上回っているものの、今後の値上げを含めて客の買い方が非常にシビアになってきている様子が見受けられる。
,,□,コンビニ（経営者）,それ以外,・新型コロナウイルスが収束に向かっているが、今月に入り、アルバイトの応募が飲食店に流れてしまい、全く来なくなってしまった。そのため、夜間の時給を大幅アップせざるを得ず、全く利益が出ない状況に陥っている。
,,□,コンビニ（経営者）,単価の動き,・天候に左右されているのではなく、買上額が少ない。
,,□,コンビニ（経営者）,来客数の動き,・新型コロナウイルスの感染者数が激減し、ショッピングセンターなどにも人が出ているようだが、来客数的にはまだまだ変わらないというのが現状である。
,,□,コンビニ（経営者）,販売量の動き,・前年度と比べると、売上は前年を割っている。緊急事態宣言が解除され、飲食店が通常営業に戻ったことにより売上が減少しているとみている。また、たばこの値上げによる買い控えもある。
,,□,衣料品専門店（従業員）,販売量の動き,・問屋の話からの判断である。
,東京都,□,家電量販店（店長）,お客様の様子,・必需品に関しては底堅いが、趣味し好商材に関しては力強さを感じられない（東京都）。
,,□,乗用車販売店（経営者）,販売量の動き,・自動車の整備は順調に入っているが、販売が余り芳しくない。前月の５割減となっている。
,,□,乗用車販売店（経営者）,販売量の動き,・新車の半導体不足と、新型コロナウイルスの影響で海外からの部品供給が遅延している影響で、納期の遅れがまだ解消していない。
,東京都,□,乗用車販売店（店長代行）,来客数の動き,・新型コロナウイルスの影響で、海外からの部品の入庫不足により納期が長期化しており、販売量を増やすのは難しい（東京都）。
,東京都,□,乗用車販売店（営業担当）,販売量の動き,・国内の新型コロナウイルス感染状況は落ち着いてきているが、自動車業界は海外の部品不足の影響で、相変わらず新車の納期が遅いために、客が車検期日に間に合わないからと購入を見送るなどしている（東京都）。
,,□,その他専門店［ドラッグストア］（経営者）,来客数の動き,・来店頻度が落ちているので、来客数、売上共に減少している。
,,□,その他専門店［ドラッグストア］（経営者）,販売量の動き,・販売量の動きは前月とほとんど変わらない。
,東京都,□,その他小売［ショッピングセンター］（統括）,お客様の様子,・新型コロナウイルスの感染状況が改善し、客の行動も活発化してきている（東京都）。
,東京都,□,その他小売［生鮮魚介卸売］（営業）,お客様の様子,・緊急事態宣言が解除され、新型コロナウイルスも落ち着いてきているが、気持ちとしては喜べる段階ではない（東京都）。
,,□,その他小売［ショッピングセンター］（統括）,販売量の動き,・10月は気候の影響が大きく出ている。前半は気温が高くアパレルが不振であったが、気温が低下してからは好調となっている。飲食店は新型コロナウイルス禍により苦戦が続いている。直近は、感染者数激減の影響で、以前より僅かながら上向いている。
,東京都,□,一般レストラン（経営者）,来客数の動き,・緊急事態宣言の解除後、一時は予約の問合せがあったが、人流の大きな増加は感じない（東京都）。
,,□,一般レストラン（経営者）,お客様の様子,・３か月前は、新型コロナウイルスの感染状況等の影響で客が外食を控えていた。今も、緊急事態宣言が解除されたものの、まだそれほど浸透していないので、２～３か月前と変わらない。
,,□,一般レストラン（経営者）,来客数の動き,・緊急事態宣言及び時短営業が解除されたが、一般の生活はすぐには元に戻らないと感じている。テイクアウトの注文が減りイートインが増えてはいるものの、夜間の来客数と滞在時間が余り変わっていないからである。
,,□,一般レストラン（スタッフ）,お客様の様子,・特に変わった様子はない。
,,□,旅行代理店（経営者）,お客様の様子,・客に電話をして、旅行の話を勧めているが、新型コロナウイルスが収束したわけではないので、今のところはまだ二の足を踏んでいるようである。
,東京都,□,旅行代理店（従業員）,お客様の様子,・新型コロナウイルス感染収束の兆しは感じられるが、まだ個人旅行は拡大が始まったばかりである（東京都）。
,東京都,□,旅行代理店（営業担当）,お客様の様子,・旅行需要はまだまだである（東京都）。
,東京都,□,タクシー運転手,それ以外,・新型コロナウイルスの緊急事態宣言が9月30日に解除され、10月から酒の提供も可能になったが、解除前とほとんど変わらない。利用客はすぐには増えず、まだまだ最寄り駅から帰宅する乗客ばかりである（東京都）。
,東京都,□,タクシー運転手,お客様の様子,・緊急事態宣言が解除されること自体は良いが、まだ客、特にサラリーマン客が戻っていない。これからどうなるか注目している（東京都）。
,,□,タクシー（団体役員）,来客数の動き,・緊急事態宣言が解除されただけでは余り人流が増えなかったが、営業時間等の規制も解除されたため、今後人流が増えることを期待している。
,,□,通信会社（営業担当）,販売量の動き,・緊急事態宣言が解除されたものの、転居等の人の動きはまだ表立っては出ておらず、インターネットの契約数も横ばいである。
,,□,通信会社（営業担当）,お客様の様子,・新規加入、コース変更共に、必要最低限の内容を選択する意識は相変わらず強い。
,,□,通信会社（経理担当）,単価の動き,・顧客数は増えているものの、単価が下落傾向のため、売上は現状維持が精一杯である。
,東京都,□,通信会社（総務担当）,お客様の様子,・新型コロナウイルス感染再拡大の影響が強く、感染者数が減少した現在も営業機会の減少から回復できず、新規契約獲得件数が伸び悩んでいる（東京都）。
,,□,パチンコ店（経営者）,来客数の動き,・９月30日をもって緊急事態宣言は解除されたものの、今月24日までの飲食店に対する規制の一部緩和にとどまり、９月と比べ客足は伸びていない。年金支給後の15日以降は若干上向いたものの、勢いはまだ弱い。
,,□,競輪場（職員）,販売量の動き,・新しい商品を提案してみたものの、投資に見合ったほどの効果はまだ出ていない。
,東京都,□,その他サービス［福祉輸送］（経営者）,来客数の動き,・９月下旬に緊急事態宣言が解除されたが、まだ人出はそんなに多くなってきてはいない。来月以降に盛り上がることを期待している（東京都）。
,,□,その他サービス［保険代理店］（経営者）,お客様の様子,・新型コロナウイルス禍での悲痛感は感じられない。慣れもあるが、景気の下向き感がなくなっている。一方で、景気上昇の期待感もない。
