,,□,その他非製造業［飲食料品卸売業］（経営者）,受注量や販売量の動き,・新型コロナウイルスの感染拡大が消費行動にネガティブに働いている。,
,,□,その他企業［企画業］（経営者）,それ以外,・新型コロナウイルスの新規感染者数の増加がいわれているが、当地の宿泊施設における県外からの来客数に目立った減少はない。,
,,▲,農林水産業（従業者）,受注価格や販売価格の動き,・お歳暮用のりんごの注文数は例年どおりだが、例年よりも少ない量の注文、あるいは販売単価の安いものに切り替えて注文する人が多くなっている。,
,,▲,出版・印刷・同関連産業（経営者）,受注量や販売量の動き,・新型コロナウイルスの新規感染者数の増加に伴い、広告出稿の意欲がなくなっている。,
,,▲,窯業・土石製品製造業（役員）,受注量や販売量の動き,・地域間格差はあるものの、東北全体の出荷は前年比２けたのマイナスが長く続いている。需要の低迷に加え諸資材の高騰が経営を圧迫している。需要回復の兆しはみえない。,
,,▲,一般機械器具製造業（経営者）,受注量や販売量の動き,・見積案件数が若干減少傾向にある。,
,,▲,電気機械器具製造業（営業担当）,取引先の様子,・エネルギー業界においては、ウクライナ情勢の影響で各発電所の燃料費が高騰していることから、修繕費削減傾向が強くなっている。,
,,▲,電気機械器具製造業（企画担当）,取引先の様子,・客の半導体関連設備の投資に対する意欲が減退している。半導体製品は以前から高い需要があったが、半導体を扱う最終製品の伸びに対して、メモリ等汎用的な半導体の供給がややオーバー気味になっている可能性もあるとみている。,
,,▲,輸送用機械器具製造業（経営者）,取引先の様子,・前月同様、受注量が減少し、売上は減少傾向にある。やや悪化傾向にある。,
,,▲,建設業（従業員）,受注量や販売量の動き,・まとまった額の受注契約がなかった。,
,,×,農林水産業（従業者）,それ以外,・天候不順の影響により、米やその他の作物が不作となっている。,
"雇用
関連

(東北)",,◎,＊,＊,＊,
,,○,人材派遣会社（社員）,求人数の動き,・求人数は継続的に増加傾向にある。これは東北地域全体で共通する動きである。特に11月は、上期が終了し下期の事業成長に向けた募集が増えてきている。,
,,○,新聞社［求人広告］（経営者）,周辺企業の様子,・行動制限の緩和をきっかけに、イベントの実施や開催についての問合せが急増している。しかしながら、求人数の増加に対して、計画どおり採用できない企業が多いことに多少の不安がある。,
,,○,職業安定所（職員）,求人数の動き,・求人数は３か月前よりも増加している。前年同月比では17か月連続で増加しており、雇用情勢については改善が進んでいるといえる。,
,,□,人材派遣会社（経営者）,周辺企業の様子,・採用活動を継続しているものの、ここに来て人材がひっ迫している。製造業あるいは倉庫業で派遣社員を使った採用が増えていることが大きい。,
,,□,人材派遣会社（社員）,求職者数の動き,・現状は変わらないが、新型コロナウイルスの新規感染者数がまた増えてきた。,
,,□,人材派遣会社（社員）,求人数の動き,・求人数は季節的なオーダーは増加しているが、おおむね前年と同様の状況である。,
,,□,新聞社［求人広告］（経営者）,周辺企業の様子,・新型コロナウイルス感染症の第８波とウクライナ情勢等による円安の影響が地方経済に重くのし掛かっている。,
,,□,職業安定所（職員）,求人数の動き,・新型コロナウイルスの新規感染者数が増加傾向にあるが、経済社会活動への影響は限られており、前年と比べて、宿泊業、飲食サービス業、卸売業、小売業において求人数が伸びている。,
,,□,学校［専門学校］,周辺企業の様子,・制限を伴う新型コロナウイルス感染症対策が講じられていないため、各業種で従来の形に近づいた営業が実施できつつある。,
,,▲,新聞社［求人広告］（担当者）,周辺企業の様子,・売上が２か月連続で前年の実績を下回っている。,
,,▲,その他雇用の動向を把握できる者,周辺企業の様子,・求人数は多いものの、人手不足の業種でも燃料価格の高騰や物価高の今後の影響を不安視する声がある。,
,,×,アウトソーシング企業（経営者）,それ以外,・何もかもが値上がりしているため、利益が落ちている。,
,,,,,,
　３．北関東（地域別調査機関：株式会社日本経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(北関東)",,◎,都市型ホテル（支配人）,来客数の動き,・ホテルの稼働率、単価共に、高い水準で推移している。,
,,◎,都市型ホテル（総支配人）,来客数の動き,・全国旅行支援の影響が大きく、宿泊に関しては引き続き大きな伸びとなっている。料飲部門も各種規制が徐々に緩和されてきて、緩やかではあるものの、右肩上がりとなっている。,
,,○,一般小売店［土産］（経営者）,販売量の動き,・全国旅行支援による国内旅行客の増加と、海外からの個人観光客の受入れが本格化したことにより、来訪者が増えている。また、コロナ禍の間はちゅうちょする方が多かった店内飲食やお土産購入も確実に増え、売上も増えている。また、修学旅行生や遠足の小学生も依然として多い。,
,,○,百貨店（店長）,販売量の動き,・新型コロナウイルス感染症発生前の2019年の同月比で売上をみると、マイナス５％程度と低調だが、ここ３か月の前年同月比をみると、回復傾向にある。,
,,○,乗用車販売店（従業員）,販売量の動き,・半導体の納入遅延も解消されてきて、車両納期が予定より前倒しになり、車両販売ができるようになってきている。,
,,○,乗用車販売店（販売担当）,来客数の動き,・コロナ禍で人流に制限があったが、ある程度解除されたためか、修理関係の来客数が極端に増えている。販売についても、お陰様で来客数が増えている。ただ、残念なことに新車を受注しても納車できない状態は変わらない。２～３か月前と比べると、数段に良くなっている。,
,,○,一般レストラン［居酒屋］（経営者）,来客数の動き,・早めの忘年会なのか、団体の宴会が若干増えてきている。,
,,○,旅行代理店（経営者）,販売量の動き,・政府が全国旅行支援の延長を決定したので、少しは現状の良い状態が続くかと思うが、支援策が切れた時の反動が大きくなるのではないかと不安である。,
,,○,旅行代理店（従業員）,販売量の動き,・やや良くなっているが、飽くまで全国旅行支援のお陰と考えている。,
,,○,タクシー（経営者）,お客様の様子,・全体的に動きが良くなってきたので、前年同月と比べて10％の増収である。,
,,○,テーマパーク（職員）,来客数の動き,・コロナ禍での観光スタイルが確立し、回復傾向にある。また、訪日外国人も徐々に増加していることから、全体的に観光需要が回復しつつある。,
,,○,設計事務所（所長）,それ以外,・同じ地域で再開発地区の街開きが行われ、少しは景気が上向くのではないか。,
,,○,住宅販売会社（経営者）,お客様の様子,・エネルギー価格の高騰で、住宅建築費も影響を受けて高騰しつつある。そうしたなかでも新築する客はそれほど減っていない。,
,,□,商店街（代表者）,お客様の様子,・全国旅行支援は、商店街には影響がない。客の大半は「光熱費、ガソリン、食品等の値上げで家計がひっ迫しているので、旅行どころではない」との声が聞こえてくる。業種転換をして新規オープンした店に、多くの客が列を作っていた。商店街が久しぶりににぎわって、活気に満ちあふれていたが、他店への波及はない。,
,,□,一般小売店［精肉］（経営者）,お客様の様子,・今月も新規感染者数が増加しているようである。各地でイベントが開催されているが、結果を見れば、前年より新規感染者が増えていることも多い。客も新型コロナウイルス感染症を心配しながら外出を控えている。通常どおり、土日は人が来ているが、平日は閑散としている。,
,,□,百貨店（営業担当）,来客数の動き,・新型コロナウイルス新規感染者数は増加傾向にあるものの、以前のような感染に対する警戒感は薄れているように感じている。しかし、相次ぐ値上げによる生活防衛意識は依然として高く、消費には慎重さが見受けられる。,
,,□,スーパー（総務担当）,来客数の動き,・来客数は前年並みで客単価も上がらないため、売上も前年並みである。,
,,□,コンビニ（経営者）,販売量の動き,・前年比で売上は98％、来客数94％、客単価は104％で推移している。以前は弁当、ジュース、サラダの合計３点の買上だったが、弁当とジュースの２点になるといったように、客がプラスワンの商材を買わなくなっている。しかし、値上げの影響があるので、買上額は横ばいである。夜の時間帯の来客数が特に大きく減っており、趣味への消費等、生活必需品以外の買い控えも起きている。,
,,□,乗用車販売店（経営者）,販売量の動き,・新車販売はいまだ本調子ではないものの、中古車等の販売が比較的安定しており、車検整備等のサービス部門も堅調に推移している。ただ、中古車のロシア方面への輸出がほとんどストップしてしまったので、国内在庫が増えて価格下落が見え始めたようである。,
,,□,自動車備品販売店（経営者）,販売量の動き,・前月に比べると、人の動きや販売量がやや鈍っている。なぜか活気が感じられず、何か不安を抱いているようで、客も車の購入などに少し控えめになっているような傾向にある。,
,,□,住関連専門店（仕入担当）,販売量の動き,・各商材の値上げを消費者が実感し始めている。今までは報道先行に対する警戒感だったが、消費する時点で実感し、買上点数の減少や低価格訴求品への移行等、ネガティブな傾向が表れてきている。,
,,□,その他専門店［靴小売業］（経営者）,来客数の動き,・最近、学校や地域の行事が開催されて、人の流れが出てきたようである。ただし、高齢者はいまだに出てきていない。新型コロナウイルスの感染第８波が来るのか、地域の学校でクラスター発生によるマイナス要素が出てきている。また、物価高の影響がじわじわと効いてきたようである。仕入値もいまだに上昇している。,
,,□,旅行代理店（所長）,来客数の動き,・今シーズンは紅葉の状態も良かった上に、全国旅行支援の効果もあり、久しぶりのにぎわいである。,
,,□,通信会社（経営者）,販売量の動き,・新型コロナウイルスの新規感染者数減少を受けて、人の流れは出てきている。ただし、広報業界への影響はいまだ多大で、受注の減少は依然として改善されていない。,
,,□,通信会社（社員）,単価の動き,・値下げ商材もあるが、圧倒的に値上げ商材が多い。店の値下げの時間帯を狙った客が増えているように感じている。,
,,□,通信会社（営業担当）,単価の動き,・景気対策等により、観光業などの一部では売上の回復が見込まれるものの、全体的には物価上昇により、出費を抑える傾向にある。,
,,□,競輪場（職員）,来客数の動き,・新型コロナウイルスの新規感染者数が、再び増加傾向にあり、感染拡大第８波の影響も心配されたが、来場者の滞留時間が短くはなってきているものの、来場者数に大きな変化はない。,
,,□,美容室（経営者）,来客数の動き,・中国人経営者による国内の工場が、地方でも増えている。日本人を低賃金で雇い、メイドインジャパンの付加価値を付けてＥＣで販売している。30年前に北京にあった日本企業の工場を視察したが、今は労使の立場が完全に逆転してしまったことを痛感している。,
,,□,その他サービス［自動車整備業］（経営者）,お客様の様子,・倹約意識が強く、以前の消費に戻る気配がない。,
,,□,住宅販売会社（経営者）,お客様の様子,・最近、貸店舗等への問合せが増えてきているが、現実にはいまだ成約に至らない。土地等についても引き合いはあるものの、成約には至らない状況である。,
,,□,その他住宅［住宅管理・リフォーム］（営業）,お客様の様子,・客の自宅へ年末の挨拶回りを早々に始めているが、口々に、当面は修繕は行わないと言われている。,
,,▲,一般小売店［家電］（経営者）,単価の動き,・今月は客の出足が悪い。,
,,▲,百貨店（営業担当）,来客数の動き,・11月に入り、来客数が今期の平均より５から８ポイント落ち込んでいる。新型コロナウイルスの感染第８波への警戒か、行楽需要による落ち込みなのか、図りかねている。,
,,▲,百貨店（店長）,来客数の動き,・10月までは前年比２けた増の来客数を維持していたが、11月中旬からは、ほぼ前年並みの来客数に低減している。新型コロナウイルスの感染拡大、全国旅行支援利用による観光地への旅行客の増加、冬物実売期における気温低下の足踏み状態等が要因だと推察している。商売の実態としては苦戦が続いている。,
,,▲,スーパー（商品部担当）,単価の動き,・価格高騰により、買上点数の減少や必要な物以外の購入を控える傾向にあり、なかなか数字につながらない。,
,,▲,衣料品専門店（統括）,販売量の動き,・今の時期は、秋祭りも終わっている。当店の商売は祭り用品が中心なので、売上を大変心配している。新型コロナウイルス感染症が始まってから３年、感染状況が大変な時期には祭りも中止になり、なかなか商売に結び付かなかったが、今年は何とか開催できる状態である。しかし、 新型コロナウイルス感染症の影響はいまだに続いており、祭りに参加する団体が少なかったので、販売量が落ちている。,
,,▲,衣料品専門店（販売担当）,来客数の動き,・新型コロナウイルスの感染第８波で、当店の顧客は高齢者のため、自分の命を守る行動になっており、本当に街に出てこない状況がずっと続いている。安全な環境を作るという何か政策の具体的な話が出てこないと、客は動かない。人が動かなければお金も動かないので、この悪い状況がずっと続くような気がして、何とも言いようがない。,
,,▲,住関連専門店（店長）,来客数の動き,・来客数が微減しており、自治体発行のプレミアム付商品券も終了したので、期待できる外部要因がない。,
,,▲,一般レストラン［居酒屋］（経営者）,お客様の様子,・年配客や地元常連客が減少傾向である。逆に、近県からの旅行者は増加傾向にあり、経済対策の効果は若干あるものの、全体としては低迷が続いている。予約の入り方も、様子をうかがいながらで直前の連絡が多い。相変わらず、新型コロナウイルス感染症による急なキャンセルも、時折発生している。,
,,▲,一般レストラン（経営者）,単価の動き,・何と言っても次々とやってくる原材料の値上がりで、仕入値がどんどん上がっていることで、仕入れのたびに上がっている物さえある。仕方がないとはいえ、利益には響く。,
,,▲,その他飲食［給食・レストラン］（総務）,単価の動き,・クライアントに取引条件の見直しを依頼しているが、食材費、人件費、諸経費等のコストアップが先行して進む展開となっており、収益面を圧迫してきている。当面は、提供する食事内容を落とさざるを得ない状況となっている。,
,,▲,タクシー運転手,お客様の様子,・11月初旬は割と動きがあったが、中旬以降、新規感染者数がまた増えだして、新型コロナウイルスの感染第８波に入ってしまっている。電車に乗っている人も少なく、飲食店等にも客が入っておらず、人通りもない。全国旅行支援が始まっても当地は観光地ではないので、いつもと変わりがなく、タクシーの利用客は減少している。,
,,▲,通信会社（総務担当）,販売量の動き,・夏にモデルチェンジした商材は、中級以上のグレードで平均３万円以上値上げしているため、割安だった旧モデルが在庫切れになってからの販売が思わしくない。,
,,▲,通信会社（局長）,お客様の様子,・携帯電話の販売が低迷している。,
,,▲,ゴルフ場（従業員）,それ以外,・費用が増加しており、やや悪くなっている。,
,,×,家電量販店（店員）,販売量の動き,・前月から一転して悪く、冷蔵庫は84％、洗濯機は66％、エアコン60％、テレビ74％と、特に、耐久消費財が売上を落としている。全体でみても前月比で82％、前年比では85％と振るわない。,
,,×,一般レストラン（経営者）,来客数の動き,・３か月前に比べて、近隣の小中学校で学級閉鎖が出る等、新型コロナウイルス感染症の新規感染者数がまた増えてしまい、出足が鈍っている。物価高や年末年始にお金を使う予定があるためか、今月は買い控えの傾向がある。,
,,×,都市型ホテル（経営者）,販売量の動き,・季節的に３か月前よりは良くなっているが、下向きである。新型コロナウイルス感染症の発生前の年度と比較して、20％程度の復活なので、これでは長期的に持たない。,
,,×,通信会社（経営者）,単価の動き,・仕入コストの上昇で、悪くなっている。,
"企業
動向
関連

(北関東)",,◎,－,－,－,
,,○,一般機械器具製造業（経営者）,取引先の様子,・自動車生産ラインが通常に戻りつつあるが、今までの生産減少分を補うような、ばん回計画の動きは見られない。,
,,○,電気機械器具製造業（経営者）,受注量や販売量の動き,・各社とも発注量が多く、当社受注量は前年比１～２割は増えている。これが年内か来年の２～３月くらいまで続くのではないか。,
,,□,窯業・土石製品製造業（総務担当）,受注量や販売量の動き,・景気が良いとは言えないが、大きな影響もなく稼働している。,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・受注や生産が３か月前と同様に推移している。,
,,□,輸送用機械器具製造業（経営者）,取引先の様子,・前月はまずまずだったが、今月はほとんどの取引先で若干落ちており、余り良くない。,
,,□,輸送業（営業担当）,取引先の様子,・11月に入って少し暖かい日が続いたせいか、冬物家電、特に、こたつ、ヒーター等の暖房類の物量が前年より15％ほど落ち込んでいる。しかし、行動制限の緩和により外出機会も増え、ウォーキングシューズ等の物量が増えているため、全体的な物量は10％のダウンである。,
,,□,広告代理店（営業担当）,それ以外,・既に忘年会シーズンに入っているはずだが、目立った宴会も見受けられず、飲食店の苦境は続いているようである。,
,,□,経営コンサルタント,それ以外,・コロナ禍がやや落ち着きを見せ、ウクライナ戦争が足踏みしているなかで、原料や燃料等の値上がりも一段落し、地域の企業活動や個人消費に手堅い兆しがみられる。,
,,□,司法書士,受注量や販売量の動き,・このところずっと変わらないような感じである。ただ、あともう少しというところまでは行くが、どちらかというと少し悪くなることを意識するような状態である。,
,,□,社会保険労務士,取引先の様子,・イベントなどは通常どおりに戻ってきているが、事業所で忘年会を行うところは、まだ少数である。,
,,□,その他サービス業［情報サービス］（経営者）,受注量や販売量の動き,・特段の変化は見られない。,
,,▲,不動産業（管理担当）,受注量や販売量の動き,・建物の設備改修進行中物件は、順調に進んでいるものの、資材の値上がりで経費増となってしまっている。また、新型コロナウイルスの感染拡大に伴い、老人保健施設での清掃等の業務が延期や未定になっている。,
,,×,一般機械器具製造業（経営者）,受注量や販売量の動き,・多品種少量生産の当社の取引先50社ほどの内、今月１品でも注文があった取引先は20社であった。ここまで受注依頼が少なくなったことはないので、大変驚いている。,
,,×,建設業（開発担当）,受注量や販売量の動き,・公共工事主体で売上の95％を占める建設業を営んでいる。現与党政権誕生後、現政権まで公共工事は順調に推移している。今期公共工事発注は前年比10％減であり、当社売上も前期比10％減と厳しい決算になる。,
"雇用
関連

(北関東)",,◎,－,－,－,
,,○,人材派遣会社（経営者）,求人数の動き,・行楽時期に入り、当地周辺は観光地なので、かなり来訪客があったものの、日帰り旅行の傾向が多い。求人については、販売や小売店の秋冬物に対応するスタッフ募集等の人員確保に活発さがみられる。製造に関しては、横並びで動きは変わらない。建築関係では増改築や解体による新築が目立っている。,
,,○,職業安定所（職員）,求人数の動き,・新規求人数は８月と比べ、医療、福祉、その他サービス等で増加がみられ、全数では2.5％の増加となっている。また、前年同月比では11.0％増と、13か月連続で前年を上回り、持ち直しの動きが広がりつつある。,
,,○,学校［専門学校］（副校長）,それ以外,・国内研修旅行のイベントやその他の学校行事など、前年と比較して、多くのイベント実施が可能となっているため、経済に関しては良い方向に向いているのではないか。,
,,□,人材派遣会社（社員）,求職者数の動き,・派遣依頼数に対して新規求職者数が不足しており、人材の取り合いとなっている状況は変わらない。,
,,▲,人材派遣会社（管理担当）,求人数の動き,・製造関連の派遣求人が減少している。取引先からは生産を社員のみで行い、派遣を採用しない方針だと連絡が入っている。,
,,×,＊,＊,＊,
,,,,,,
　４．南関東（地域別調査機関：株式会社日本経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(南関東)",東京都,◎,百貨店（店長）,来客数の動き,・新型コロナウイルスの感染第７波の影響があった３か月前と比べると、人流が大きく改善したことで来客数が増加している。また、規制緩和以降、インバウンド売上が特選品を中心に堅調であり、全国旅行支援や自治体独自の旅行支援など行政の施策も効いている（東京都）。,
,東京都,◎,家電量販店（店長）,来客数の動き,・10月からの訪日外国人に対する入国制限緩和に伴い、街に外国人客が増加している。まだ中国人客がいないため、高額商材の動きは非常に少ないが、少額の土産物の売上は大幅に増加傾向にある（東京都）。,
,東京都,◎,旅行代理店（営業担当）,販売量の動き,・全国旅行支援のお陰でツアーの申込みが殺到している（東京都）。,
,東京都,○,商店街（代表者）,それ以外,・新型コロナウイルスの感染第８波が来ているが、今月まではまだ消費は好調である。来街者数も天候のお陰もあって順調に推移している。飲食店への新型コロナウイルスの影響もない。ただし、忘年会の前倒し的な需要もあるので、今月が良いとは一概には言えず、来月の数字を見てからの部分もある。クレジットカードの取扱高も好調である（東京都）。,
,,○,一般小売店［家電］（経理担当）,販売量の動き,・一般ユーザーの買物は今一つだが、企業向けのパッケージエアコンが動いている。省エネ、換気などの補助金の関係と思われる。,
,,○,一般小売店［印章］（経営者）,販売量の動き,・販売品目の中に印章、印刷の他に収入印紙がある。印刷については年賀状の準備で多少受注がある。また、収入印紙の売上が増えている。そのようなことから全体の売上が多少良くなっている。,
,,○,一般小売店［祭用品］（経営者）,販売量の動き,・新規事業もあり、徐々に良くなりつつある。,
,東京都,○,一般小売店［文房具］（経営者）,来客数の動き,・海外、国内を問わず、街に観光客の姿が多くなってきて、土産需要での文房具のまとめ買いも出始めている。自治体発行によるクーポンの取扱を始めたところ、少人数ではあるが利用客がいる。来客数も少しではあるが増加傾向である（東京都）。,
,,○,一般小売店［文具］（販売企画担当）,来客数の動き,・競合他社がどんどんなくなっていることもあり、残されたものの利益というか、当店では来客数が増え、利益も増加している。特に、最近書店が廃業したこともあり、手帳などを置いている店が余りないので、当店に集中している。そうしたことから来客数が増えており、やや良い。,
,東京都,○,百貨店（売場主任）,来客数の動き,・円安の影響を受け、免税売上が新型コロナウイルス感染症の発生前の2019年と比べて４％増加している。全体的な値上げにも、メインの対象顧客層には買い控えがみられず好調である（東京都）。,
,東京都,○,百貨店（総務担当）,来客数の動き,・来客数は順調で、インバウンド需要も少しずつだが戻ってきている（東京都）。,
,東京都,○,百貨店（広報担当）,お客様の様子,・夏頃よりも新型コロナウイルス感染症への懸念がやや弱まっているためか、来客数に大きな影響は出ていない。加えて、消費の２極化傾向が鮮明で、富裕層を中心とする購買力の高い層の消費意欲は緩やかながら好調が続いている。また、徐々にではあるがインバウンド需要も回復している（東京都）。,
,東京都,○,百貨店（営業担当）,来客数の動き,・来客数が徐々に回復しており、週末は家族連れの来店によりにぎわいを見せている。外国人観光客も増加しており、時計や化粧品などを中心に売上も増加傾向にある（東京都）。,
,東京都,○,百貨店（販売促進担当）,来客数の動き,・相変わらず宝飾品や時計、ラグジュアリーブランド等の高額品の売上が好調である。また、水際対策が緩和され、更に円安もあいまって外国人客の来店も増えている（東京都）。,
,東京都,○,百貨店（販売促進担当）,来客数の動き,・インバウンドが戻ってきている（東京都）。,
,,○,百貨店（店長）,来客数の動き,・来客数は、伸長していた３か月前を上回るペースで伸びている。季節商材を中心に買換えが増えているほか、ボジョレーヌーヴォーやクリスマス関連等、プラスアルファの購入目的が増えている。,
,,○,スーパー（経営者）,来客数の動き,・安売りへの反応が良くなってきたが、安価な物しか売れない。,
,東京都,○,スーパー（店長）,それ以外,・今月はキャッシュレス決済の買物での30％ポイント還元の効果が絶大で、売上は予算を大幅にクリアしている。大幅にクリアできたのはキャッシュレス決済の最大の効果である（東京都）。,
,,○,スーパー（ネット宅配担当）,単価の動き,・値上げによる１点単価の上昇と、来客数がやや増えていることから売上は増加している。ただし、電気代の高騰で利益が大幅に圧縮されている。,
,,○,スーパー（販売担当）,単価の動き,・新型コロナウイルスの感染第８波が来ており、依然として物価上昇も収まらないなか、食品を中心に客単価は前年同時期よりも３％上がっている。店頭販売よりもネットスーパーでの売上が２けた伸びており、この状況が今後も続く。,
,,○,コンビニ（経営者）,来客数の動き,・来客数が減っており不安な面もあるが、客単価は上がってきている。,
,東京都,○,家電量販店（経営企画担当）,販売量の動き,・11月に入り、新型コロナウイルス感染症の感染第７波が収まってきているなか、外国人の入国制限緩和に伴い、インバウンド消費が大きく伸びている。インバウンドを除く国内消費も堅調で、全体の売上をけん引している（東京都）。,
,,○,乗用車販売店（総務担当）,販売量の動き,・新車は在庫売りで、中古車市況は相変わらず堅調である。,
,,○,その他小売［ショッピングセンター］（統括）,販売量の動き,・当社施設自体が部分改装し、非常に好調である。その影響を差し引いても、全体的に上向き感がある。,
,東京都,○,高級レストラン（営業担当）,来客数の動き,・11月は全体として2019年比で77.1％である。９～10月は70％を超えることはなかったが、Ｇｏ　Ｔｏ事業や全国旅行支援の影響等もあり、緩やかな回復の兆しが見える。ただし、月後半は新型コロナウイルスの新規感染者数増加の報道等により、12月以降の予約キャンセルが増えている（東京都）。,
,東京都,○,高級レストラン（役員）,来客数の動き,・コロナ禍によりステイ状況であったイベントは、春から再開基調ではあったものの、秋からは本格再開の案件が増えてきて、イベントの多い時期でもある10月は、急激に依頼が増えている。また、レストラン予約も回復傾向にあり、海外客も増えてきて、店内外で受注が増加している。景況としてはコスト増加がより重くなってきているが、店内外共に来客数及び案件数の増加により上向いている（東京都）。,
,東京都,○,高級レストラン（仕入担当）,来客数の動き,・年末にかけて宴席受注数、個人利用客が増えている。ただし、新型コロナウイルス感染症を意識してか、大人数での利用はなく、規模を縮小しての開催が見受けられる（東京都）。,
,,○,一般レストラン（経営者）,来客数の動き,・３か月前と比べると新型コロナウイルス感染症が落ち着いたので、売上が幾らか伸びている。ただし、新型コロナウイルス感染症の影響がまだ少し残っているので、それがなくなれば少しずつ良くなっていく。,
,東京都,○,一般レストラン（経営者）,販売量の動き,・３か月前の８月１日から29日までの前年比は、売上251.9％、来客数221.1％である。今月11月１日から28日までの前年比は、売上111.8％、来客数100.8％である。新型コロナウイルス感染症の発生前の2019年11月１日から28日までと比べると、売上60.8％、来客数51.3％である（東京都）。,
,東京都,○,一般レストラン（経営者）,来客数の動き,・Ｇｏ　Ｔｏ　Ｅａｔや全国旅行支援も再開されて、新型コロナウイルスの感染第８波が来る前の、感染状況がやや落ち着いた時期なので、皆が消費意欲を見せているような感じがする（東京都）。,
,東京都,○,一般レストラン（経営者）,来客数の動き,・来客数は増えてきているが、新型コロナウイルスの新規感染者数も増えており、オペレーションが人員不足で補えない店舗が出ている。景気回復はとても良いことだが、その波に乗れるよう、今後の人口減少において、全社的に生産性を改善していくことが課題である（東京都）。,
,東京都,○,その他飲食［カフェ］（経営者）,来客数の動き,・新型コロナウイルス感染症がまたまん延し始めてはいるが、慣れなのか、客が激減することはなくなってきている（東京都）。,
,東京都,○,その他飲食［給食・レストラン］（役員）,販売量の動き,・新型コロナウイルス感染症の影響はあるものの、世の中的に自主規制は弱まっており、来客数、喫食数も年末に向けて若干伸びてきている（東京都）。,
,,○,都市型ホテル（経営者）,来客数の動き,・個人客を中心に全国旅行支援が始まり、来客数はかなり増えている。一方で、法人の宴会の回復遅れがずっと続いており、その部分だけが現在足かせになっている。３か月前と比べると新型コロナウイルスの新規感染者数がかなり増えているが、今は皆がさほど気にしていない状況になっており、全体的な動きはかなり回復している。,
,,○,都市型ホテル（スタッフ）,来客数の動き,・宿泊と、レストランの昼の時間帯はかなり客が戻ってきているが、夜の時間帯や宴会場に関しては、相変わらず厳しい状況である。,
,,○,都市型ホテル（スタッフ）,販売量の動き,・３か月前と比べて新型コロナウイルスの新規感染者数は増加傾向にあるものの、全国旅行支援などの支援策により宿泊の稼働率は高水準で推移している。レストランも週末中心ではあるが満席になる日が多く見受けられ、婚礼や宴会も延期案件の実施により販売量が確実に伸びてきている。,
,,○,都市型ホテル（スタッフ）,来客数の動き,・全国旅行支援の需要が継続している。周辺イベントによる需要も重なり、高稼働が続いている。,
,東京都,○,旅行代理店（従業員）,販売量の動き,・全国旅行支援効果で人流が活発になっている（東京都）。,
,東京都,○,タクシー運転手,それ以外,"・運賃引上げが14日からスタートした。乗り控えが懸念されていたが、改定前と変わりなく、まずは一安心といったところである。また、昨今では現金払が少なくなっているために値上がりを感じないということもあるようである。		（東京都）。",
,東京都,○,通信会社（社員）,お客様の様子,・イベントのスポンサーが増加している。ゲーム業界など、今までにない分野が伸びている様子が見受けられる（東京都）。,
,東京都,○,通信会社（管理担当）,販売量の動き,・直近２か月間は獲得顧客数が増加傾向にある（東京都）。,
,東京都,○,通信会社（管理担当）,お客様の様子,・電子帳簿保存法、インボイス制度対応などフックとなる要素があり、案件が増加している（東京都）。,
,東京都,○,観光名所（職員）,来客数の動き,・海外からのツアー客が戻ってきている（東京都）。,
,,○,ゴルフ場（経営者）,単価の動き,・自治体のキャッシュレス決済キャンペーンにより売上が伸びている。通常キャッシュレスの売上割合は25％だが、35％まで上昇している。,
,,○,ゴルフ場（経理担当）,来客数の動き,・閑散期の３か月前と比較すると、メンバーを中心に高稼働率を維持しており、季節的要因もあるが、新型コロナウイルスの感染第８波の影響は限定的である。第７波以前は高齢層を中心に感染を警戒してプレーを忌避する動きがみられたが、現下ではこのような動きは目立っていない。,
,東京都,○,その他レジャー施設［ボウリング場］（支配人）,お客様の様子,・大きな団体の動きはないが、小グループでの予約などが入ってきている（東京都）。,
,,○,設計事務所（経営者）,競争相手の様子,・民間の仕事は非常に厳しいが、行政の指名入札で仕事が取れている。社員が少なくなってしまっているので、人員不足で対応することが難しくなっているが、当事務所の景気は上向きである。,
,,□,商店街（代表者）,来客数の動き,・現状、商店街を行き来する客の数はそれほど悪い状況ではないが、来客数の伸びは今一つである。それに伴って、売上も大分良くなってきてはいるものの、新型コロナウイルス感染症の発生前の状況にはまだ届いていない。ただし、少しずつ回復していることは間違いない。,
,東京都,□,一般小売店［生花］（店員）,お客様の様子,・当店は花屋なので直接関係はないのだが、老人会や近所の人たちが旅行に行くようになり、国や自治体からの旅行支援策のお陰で自分の財布から出すお金が少なくて済んだと喜んでいる（東京都）。,
,,□,一般小売店［茶］（営業担当）,単価の動き,・お歳暮に向けて毎年行うセール期間の売上は前年同様である。今月は、来客数は横ばいであったが、客単価が低下し、売上が５％マイナスとなっている。,
