,,▲,広告代理店（経営者）,受注量や販売量の動き,・原材料価格高騰の状況が見通せず、消費が冷え込んでいる。,
,,▲,司法書士,取引先の様子,・取引先ハウスメーカーの営業から、材料等の品不足や値上がりによって販売が厳しい状況が続いていると聞いている。,
,,▲,コピーサービス業（従業員）,受注量や販売量の動き,・主力のＩＴ機器デバイスの入荷の遅れがいまだ解消されておらず、例年の月販台数の３分の１の状態が続いている。近々解消される予定と聞いてはいるが、代わりになる商材でカバーできず苦戦を強いられている。,
,,▲,その他非製造業［飲食料品卸売業］（経営者）,受注価格や販売価格の動き,・大手同士の価格競争が非常に激しく、中小企業は困っている状況が続いている。そのようななかでウクライナ情勢や円安、原油高、原料高により原価が一気に跳ね上がっており、毎日値上げ発表のオンパレードである。中小企業はこれに付いていけるか心配している。近辺でも経営難が続いているという話がちらほら聞かれる。,
,,×,＊,＊,＊,
"雇用
関連

(東北)",,◎,－,－,－,
,,○,人材派遣会社（経営者）,周辺企業の様子,・イベント会社やイベント関連グッズ、飲食業、アミューズメント、旅行といった新型コロナウイルスの影響を受けていた企業や業種が、この時期、前年は行わなかった大学３年生向けのインターンシップを再開している。,
,,○,人材派遣会社（社員）,求人数の動き,・オーダー数が前年20％以上の回復傾向にある。,
,,○,職業安定所（職員）,求人数の動き,・管内の求人受理件数は前月より増加傾向にある。主産業である製造業やサービス業では、人手不足から急ぎ紹介を希望する事業所が増えている印象を受ける。,
,,○,学校［専門学校］,周辺企業の様子,・新型コロナウイルス新規感染者数が前週比で減少しており、経済活動も活性化しつつある。,
,,□,人材派遣会社（社員）,求人数の動き,・目先だけではなく、数年後を見据えた採用も一定ニーズあるなど、募集背景が多様化することで求人数は増え続けている。,
,,□,人材派遣会社（社員）,求人数の動き,・求人数は前年と比較して横ばいの状況である。,
,,□,アウトソーシング企業（経営者）,それ以外,・自治体からの受託では人件費分金額を若干上げることができているが、民間からの受託が減っているので、全体としては変わらない。,
,,□,新聞社［求人広告］（経営者）,それ以外,・広告の取扱状況は低迷したままである。ワクチン接種が進み、行動規制の緩和が進めば景気が上向くと考えていたが、そのテンポが余りに遅く、人の動きも大きく変わっていない。,
,,□,新聞社［求人広告］（経営者）,周辺企業の様子,・新聞広告の売上が伸び悩んでいる。,
,,□,新聞社［求人広告］（担当者）,周辺企業の様子,・宿泊施設関連の出稿が徐々に増えてきているが、業種全体として上向いてきた実感はまだない。,
,,▲,職業安定所（職員）,それ以外,・求人数は前年と同等数となっているが、あらゆる物資が高騰しており、今後更に厳しさを増すという声が多い。,
,,▲,職業安定所（職員）,求職者数の動き,・コロナ禍による売上減少、資源価格の高騰等の影響で経営環境が厳しくなり、事業所の閉鎖、事業規模縮小による離職者が増えてきている。,
,,×,－,－,－,
,,,,,,
　３．北関東（地域別調査機関：株式会社日本経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(北関東)",,◎,都市型ホテル（支配人）,来客数の動き,・少し前から、宿泊部門は新型コロナウイルス前の稼働率に戻ってきていたが、宴会部門にもようやく動きが出てきて、新型コロナウイルス前の60％前後まで戻ってきている。,
,,◎,都市型ホテル（総支配人）,来客数の動き,・宿泊に関しては、売上、稼働率が急速に回復してきている。一方で、料飲部門は回復とまではいえない。宴会や大型の会食が動いてこないと、非常に厳しい。,
,,◎,通信会社（営業担当）,来客数の動き,・ゴールデンウィーク以降、観光地等の人出が多くなってきている。飲食店もにぎわいを取り戻し、新型コロナウイルスの警戒感も薄れてきている。,
,,○,一般小売店［土産］（経営者）,販売量の動き,・ゴールデンウィークは約２年ぶりに忙しかったが、新型コロナウイルス前の状況と比べると６割程度の売上である。ゴールデンウィーク明けに危惧されていた爆発的な新規感染者数の増加は、現状ないので、個人観光客や修学旅行の団体客が多くみられた月となっている。,
,,○,百貨店（店長）,来客数の動き,・５月に入り、店舗への来客数は２けた増を維持している。しかし、来客数増加が売上増加には直結していない。来店しても商材の目的買いにとどまり、店内での関連購買へは至らない。,
,,○,百貨店（店長）,販売量の動き,・売上が回復傾向にある。ただし、新型コロナウイルス前の19年４月と比較すると、戻り切っていない。,
,,○,コンビニ（経営者）,販売量の動き,・前年比で売上は101％、来客数98％、客単価104％となっている。売上が前年割れしなくなったので、もう一段の伸びを期待したいが、電気代の高騰や人件費の伸びに利益が圧迫され、経営的には難しい。,
,,○,コンビニ（店長）,来客数の動き,・飲み会等の制限もなくなり、夜の来客数も増えている。,
,,○,衣料品専門店（経営者）,お客様の様子,・セール開催時、以前よりも客単価が上がったように感じるため、やや良くなっている。,
,,○,家電量販店（店員）,販売量の動き,・前月は前年比107％であったが、今月は90％と振るわずに着地しそうである。販売実績はほぼ一緒だが、金額の伸びがない。中国上海のロックダウンによる部品供給遅延での生産遅延で、商材が供給されにくいことが原因である。商材不足による部分が大きい。商材別では、冷蔵庫80％、洗濯機94％、エアコン70％と前年を下回っている。,
,,○,乗用車販売店（販売担当）,お客様の様子,・当社は周りが観光地で、前月末辺りから今月に入って観光バスが数十台列をなして観光地に向かっているのを見る。「新型コロナウイルスは収束していないが、行動制限が緩和されて、客が来てくれて良くなっている」と、当社の顧客からも聞いている。,
,,○,その他専門店［靴小売業］（経営者）,来客数の動き,・今月は新型コロナウイルスの感染対策が引き下げられて、ゴールデンウィーク以降も客の動きが明らかに増えている。ただし、全てが良いかというと地域差があり、厳しいところはいまだに回復傾向になっていない。また、メーカーから次々と値上げの連絡が入っている。商品の生産が間に合わない状態が続いていることが、懸念材料である。,
,,○,一般レストラン［居酒屋］（経営者）,お客様の様子,・職場の同僚、家族など、行動を共にするグループ単位での外食が増えている。安心感からか、飲食する様子が以前のにぎわいに近い光景になってきているように見える。,
,,○,一般レストラン［居酒屋］（経営者）,来客数の動き,・団体の宴会も動いてきており、問合せ等も増えてきている。,
,,○,一般レストラン（経営者）,来客数の動き,・新型コロナウイルスの新規感染者数が少し増えても、来客数が減らなくなってきている。飲食店としては有り難い。,
,,○,観光型ホテル（経営者）,来客数の動き,・新型コロナウイルス禍の行動にも慣れてきたようで、旅行者が増えてきている。,
,,○,旅行代理店（所長）,来客数の動き,・新型コロナウイルス新規感染者数もかなり減少傾向となっている。また、県民割の実施や修学旅行などの教育旅行が順調にスタートして、にぎわいをみせてきている。,
,,○,旅行代理店（従業員）,販売量の動き,・夏休みを始め、全体的に動き出している。,
,,○,タクシー（経営者）,お客様の様子,・ゴールデンウィークから動きが良くなり、新型コロナウイルス前の売上に近づいてきている。,
,,○,通信会社（局長）,来客数の動き,・来店数は４か月前から回復傾向だが、今月も維持できている。また、周囲のイベントや集会が、新型コロナウイルス前の状況に戻りつつあり、気持ちも前向きになりつつある。,
,,○,テーマパーク（職員）,来客数の動き,・ゴールデンウィーク期間中は来園者が増加し、前年に新型コロナウイルスによる行程変更で来園した学生団体が継続して来園する等、回復傾向に進んでいる。,
,,○,設計事務所（所長）,競争相手の様子,・建設に関しては同業他社や協力業者とも、忙しく動いている。旅客、飲食サービスも一時と比べれば客足が戻ってきている。,
,,○,設計事務所（所長）,競争相手の様子,・価格高騰の影響を受けながらも、消費者が価格上昇を前提に動き出していると感じられる。,
,,○,住宅販売会社（経営者）,販売量の動き,・ゴールデンウィーク明けから、売買物件の問合せと成約が増えている。賃貸物件は外国人の入国緩和とともに、まとめ借りで一気に満室になった案件も出てきている。,
,,○,住宅販売会社（経営者）,お客様の様子,・最近、貸店舗や貸事務所の問合せが増えてきた感じがする。まだ契約には至らないものの、引き合いも増えてきている。多少、新型コロナウイルスの状況が良い方向に向かっているのではないか。,
,,□,一般小売店［精肉］（経営者）,お客様の様子,・今月は新型コロナウイルスの新規感染者が減ってきているが、まだ不安定な様子である。様子を見るしかないだろう。それでも、人の動きが少し良くなってきているので、上向きになれば幸いである。,
,,□,百貨店（営業担当）,お客様の様子,・新型コロナウイルス新規感染者数は依然高い水準で推移しているものの、マスク着用緩和の議論も出始め、徐々にではあるが、消費行動が改善してきていると感じている。ただし、足元では相次ぐ値上げによる生活防衛意識の高まりによって、消費に慎重な姿勢がうかがえる。,
,,□,衣料品専門店（統括）,来客数の動き,・新型コロナウイルスの感染状況がやや落ち着いてきたような気がする。しかし、商店街への来客数が増加してくる様子はなかなかみられない。,
,,□,家電量販店（営業担当）,お客様の様子,・自動車関連や製造業の取引先が多く、注文量がいまだに激減しており、前年比70％で推移している。,
,,□,乗用車販売店（経営者）,販売量の動き,・以前なら、新車の販売は少なくとも一定数は確保できていたが、最近は不安定で、先行きが読めない。そのため、整備売上などを伸ばすことで利益のバランスをとっている。,
,,□,住関連専門店（仕入担当）,お客様の様子,・新型コロナウイルス、ウクライナ問題、諸物価の値上げ、これら３つが微妙な感じで相互に影響を与え合っている。価格上昇による客単価上昇と、生活防衛意識の高まりによる低価格志向という相反する傾向もある。Ｗｉｔｈコロナの浸透によるレジャー意識の高まりもあるので、相殺し合いながら、消費は横ばいである。,
,,□,旅行代理店（経営者）,お客様の様子,・３月末で店頭カウンターを閉めたため、個人客の動向がつかめない。団体に関しては、幼稚園、小学校等の遠足と修学旅行が実施できる見込みである。,
,,□,通信会社（経営者）,販売量の動き,・新型コロナウイルスは収束に向かっているように思える。かといって、販売先が潤っているわけではないので、営業先からの受注はいまだ皆無である。,
,,□,ゴルフ練習場（経営者）,来客数の動き,・新型コロナウイルスの行動制限がなくなり、来客数は伸びているが、物の価格が上がっているため、客は慎重になっている。,
,,□,競輪場（職員）,来客数の動き,・新型コロナウイルスの新規感染者数が少しずつ減少傾向にあるとはいえ、なかなか収まらない状況で、来場者数に余り大きな変化はない。,
,,□,その他住宅［住宅管理・リフォーム］（営業）,お客様の様子,・原材料の値上がりについては、昨今の報道により一定の理解は得られているようである。しかし、見積金額を見てちゅうちょしたり保留になる場面は多い。,
,,▲,商店街（代表者）,お客様の様子,・生活必需品の単価は低下しているが、趣味の商材を扱っている当店に来店する客は、積極的に物を買おうという意識は薄く、我慢をしている様子がうかがえる。,
,,▲,一般小売店［家電］（経営者）,販売量の動き,・物価上昇に給料が追いついていないため、買い控えが発生している。また、半導体不足により商材が入ってこない。,
,,▲,百貨店（営業担当）,単価の動き,・来客数は前年比110％と好調だが、単価は下がっており、売上推移は苦戦している。,
,,▲,スーパー（総務担当）,販売量の動き,・ゴールデンウィークは来客数も前年を超え、売上は伸長していたが、休み明け以降は、来客数が大幅に減少し、前年を割り込む状況となっている。,
,,▲,スーパー（商品部担当）,お客様の様子,・食料品の値上げが続き、必要以上の購入は控えている感じが強い。特に、非生鮮系商材は他店と価格を比較した上で購入を検討している感じが強い。,
,,▲,乗用車販売店（従業員）,販売量の動き,・半導体不足の影響で車両納期の遅延が続いており、売上が立たない状況である。また、商談できる車両が限定されているため、受注も低迷している。,
,,▲,自動車備品販売店（経営者）,販売量の動き,・意図的に物を買う意思がなかなかみられない。突発的な事案によって必要に迫られての買物はするが、計画的に買う様子は感じられない。通行量や来客も少ない。,
,,▲,住関連専門店（店長）,来客数の動き,・ゴールデンウィーク以降、来客数が増えておらず、前年割れが続いている。,
,,▲,一般レストラン（経営者）,それ以外,・物価高騰で仕入価格が上昇しており、客足は戻りつつあるものの利益率は悪い。値上げをするか検討しているが、せっかく戻りつつある客足がまた遠のくのではないかと思うと、簡単に値上げはできない。国の経済政策を早急にお願いしたい。,
,,▲,その他飲食［給食・レストラン］（総務）,単価の動き,・主業の事業所給食の売上は、新規受託先を加えて安定して推移しているものの、世界的な混乱に加えて天候不順や為替要因等で食材費等が上昇してきており、収支が悪化傾向となっている。クライアント先では食単価、委託費等の取引条件の見直しについての相談には応じてもらえているが、決定、改訂には時間差があるため、当面厳しい状況が続く。,
,,▲,通信会社（社員）,単価の動き,・物価上昇がどこまで続くのか、気になる。,
,,▲,通信会社（総務担当）,来客数の動き,・以前なら、１週間先まで来店予約枠が埋まっていたが、土日でも当日に空きがあることがある。,
,,▲,その他サービス［自動車整備業］（経営者）,お客様の様子,・客の６割近くが節約のため安価を優先し、予防整備や完全復元を選ばない傾向にある。新型コロナウイルスやロシア問題に加え、円安の影響がガソリンを始めとした物価高騰を招いており、日常生活に反映し始めている。,
,,×,衣料品専門店（販売担当）,来客数の動き,・やっと政府の方針として、マスクを外しても良いという緩和策が出されたが、それ以上に、人流を促進するような具体的な方策がまだ出てきていない。当店の顧客は年齢層が高いので、自己防衛のために、全くと言ってよいほど街に出てこない。当店も毎日のようにゼロベースの売上というか数字になっていて、かなり悪い。,
,,×,都市型ホテル（経営者）,販売量の動き,・マスク生活が改善されない限り、飲食店に客が戻らない。,
,,×,タクシー運転手,お客様の様子,・５月のゴールデンウィークは、観光地でもない地方の街なかはひっそりとしていて、人通りがなかった。夜も飲食店は休みのところが多い。昼も夜もタクシーの利用客が少な過ぎる。週末の夜に多少動いても、帰りが早い。今月は20日勤務して、売上が40万円に満たない。,
,,×,美容室（経営者）,来客数の動き,・他が買わない国債を、500兆円超も買い入れ、国の借金を膨らませる経済政策を取る日銀を、政府の子会社であると元首相が明言している。いざとなれば中央銀行が紙幣を刷れば問題はないという理論がまかり通る政権は、危うい。,
"企業
動向
関連

(北関東)",,◎,＊,＊,＊,
,,○,社会保険労務士,取引先の様子,・新型コロナウイルス関連の規制が緩やかになり、人の動きが良くなってきている。厳しかった業種も少しずつ改善してきている。,
,,○,その他サービス業［情報サービス］（経営者）,受注量や販売量の動き,・受注や納入件数、金額共に増加しており、収益も改善している。,
,,□,窯業・土石製品製造業（総務担当）,受注量や販売量の動き,・危機感を持って、当社の新年度を迎えている。,
,,□,一般機械器具製造業（経営者）,取引先の様子,・自動車の組立ラインが稼働しない影響は、余りにも大きい。稼働停止の情報も直前に出されるため、対応できない。,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・材料価格がどんどん上がっているにもかかわらず、製品単価は１円も上がらない。また、材料の入荷も早くて３～４か月、遅い物だと１年後くらいになる。状況は非常に厳しい。,
,,□,輸送用機械器具製造業（経営者）,取引先の様子,・受注量や取引先の様子だが、この２～３か月は取引先によって良しあしがいろいろあるので、変わらない。,
,,□,経営コンサルタント,それ以外,・新型コロナウイルス禍がほとんど落ち着き、県内企業のマインドも通常に戻りつつある。ゴールデンウィークは観光地や観光スポット、文化施設等へ人が動き出し、関連する商店や業種等の経済活動に良い影響が出ている。地域経済へ若干ではあるものの、刺激が生じつつある。,
,,▲,金属製品製造業（経営者）,受注量や販売量の動き,・取引先の生産計画が下方修正されている。,
,,▲,一般機械器具製造業（経営者）,受注量や販売量の動き,・原材料価格の高騰で、毎月購入価格が上がっている。鋼材、樹脂、材料も含めてあらゆる物が上がっている。,
,,▲,輸送用機械器具製造業（総務担当）,受注量や販売量の動き,・半導体不足による生産調整により受注が減少している。需要はあっても作れない状況である。,
,,▲,輸送業（営業担当）,取引先の様子,・季節家電のエアコンや除湿器などの物量は、前年並みを確保している。しかし、新型コロナウイルス感染対策の行動制限も和らぎ、巣籠もり需要による調理家電や白物家電等の物量は落ち込んだため、前年比10％ダウンとなっている。原油高も続いており、コスト的には厳しい状況が続く。,
,,▲,不動産業（管理担当）,受注量や販売量の動き,・取引先の事業縮小や保守管理頻度の低下により、売上は減少している。各資材の値上がり、燃料や電気料金の高止まりで経費がかさむことから、今年度から値上げを了承してもらってはいるものの、利益はやや減少している。,
,,▲,広告代理店（営業担当）,取引先の様子,・取引先、特に飲食関係や納入企業等で、銀行の借入返済が始まっており、資金繰りに苦慮しているところが多い。売上が戻ってきておらず、先行きは厳しい状況である。,
,,×,建設業（開発担当）,受注量や販売量の動き,・公共工事主体で売上の95％を占め建設業を営んでいる。現与党政権誕生後、公共工事は順調に推移している。今期公共工事は前年比60％と厳しく、当社受注も前期比10％減少なので決算が厳しくなる。,
,,×,不動産業（経営者）,受注価格や販売価格の動き,・木材や建設資材等、全体的に値上げ傾向があり、利益が縮小している。,
"雇用
関連

(北関東)",,◎,－,－,－,
,,○,人材派遣会社（経営者）,求人数の動き,・新型コロナウイルス禍による影響は、若干弱まってきている。行楽地への自動車での移動や遊園地の人数増加等のレジャー関係、また、ホテルの予約等が伸びてきている。周辺を見回しても、住宅の増改築等と公共事業なのかは分からないものの、工事が増えてきている。早くも夏物商材への購買力が梅雨前に上がってきている。,
,,○,職業安定所（職員）,求人数の動き,・４月の新規求人は前年同月比で7.7％増加している。特に、製造業では前年同月比15.8％増加で、前月比でも同水準で推移している。,
,,□,人材派遣会社（社員）,求人数の動き,・全体的に人材不足の状態が続いている。,
,,□,人材派遣会社（管理担当）,採用者数の動き,・派遣取引先の採用が増減している。ただし、派遣が増えても短期契約だったりするので、平均すると変わらない。,
,,□,学校［専門学校］（副校長）,周辺企業の様子,・ゴールデンウィークが明けて、関連する旅行関係の状況を聞いても、ぱったりと動きがなくなり、消費行動が長続きしていない状況がみてとれる。,
,,▲,＊,＊,＊,
,,×,－,－,－,
,,,,,,
　４．南関東（地域別調査機関：株式会社日本経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(南関東)",東京都,◎,百貨店（広報担当）,お客様の様子,・３か月前の新型コロナウイルスオミクロン株がまん延していた頃と比較すると、社会的な行動制限が緩和された影響もあり、公私問わず外に出かけるシーンが増え、関連する消費が足元で盛り上がりを見せている。特に、富裕層の消費には力強さがある（東京都）。,
,東京都,◎,百貨店（店長）,来客数の動き,・１～２月は行政の自粛要請が継続中であったため、５月は３年ぶりに制約のないゴールデンウィークであったことから人流が増加し、状況も改善している。ゴールデンウィーク期間中、特に良かったのは特選品、時計、弁当、総菜である。不振カテゴリーであるファッションも久しぶりに悪くなかった（東京都）。,
,東京都,◎,一般レストラン（経営者）,来客数の動き,・まん延防止等重点措置が解除されてから、やはり週末などは飲みに来る客でにぎわっているが、平日夜の会社等の集まりは８人以下など、少人数の宴会が少し入るだけで、まだ大人数の宴会は入ってきていない。戻るにはまだ時間が掛かるのではないか（東京都）。,
,,◎,都市型ホテル（スタッフ）,来客数の動き,・ゴールデンウィークの客の取り込みは新型コロナウイルス発生前をほうふつとさせるものだった。スポーツの世界大会開催にかかわる特需期間もあり、５月は良い成果を上げられている。,
,東京都,◎,旅行代理店（従業員）,販売量の動き,・販売量が前年同期比で200％を上回る日もあり、１か月で見ても30％増加している（東京都）。,
,東京都,◎,旅行代理店（販売促進担当）,販売量の動き,・今月はゴールデンウィークもあり、個人の国内旅行を中心に順調に販売が進んでいる。また、緊急事態宣言等が解除されているので、修学旅行も計画どおりに進んでおり、その売上も前年に比べれば大変伸びている。以上のことから非常に良くなっている（東京都）。,
,東京都,○,商店街（代表者）,それ以外,・人が街に出てくる機会が圧倒的に増えており、ゴールデンウィークのイベントも、遠方から客が来るようになっている。クレジットカードの取扱高も少しずつ回復している（東京都）。,
,,○,一般小売店［祭用品］（経営者）,販売量の動き,・５月に入って若干動き出した気配があり、２年間なかった受注が入っている。,
,,○,一般小売店［傘］（店長）,お客様の様子,・少しずつ客足が戻ってきている。,
,東京都,○,一般小売店［生花］（店員）,販売量の動き,・３か月前の２月は卒業式、入学式の前であり、ふだんでも売行きが良くない。それと比べると、５月は母の日や野菜の植付けのシーズンなので、やや良くなっている（東京都）。,
,,○,一般小売店［茶］（営業担当）,単価の動き,・今月はトップシーズンでもあり、売上は前年より良くなっている。しかし、来客数が減少しているので、今後が心配である。,
,東京都,○,百貨店（売場主任）,来客数の動き,・気温上昇と新型コロナウイルス感染者数の減少により、週末には家族連れが多く見受けられる。レストラン街での規制も緩和されたことにより、昼食時には行列が復活している。また、食品の値上げを控え、日配品のまとめ買いもみられる（東京都）。,
,東京都,○,百貨店（総務担当）,お客様の様子,・新型コロナウイルス感染者数が漸減し、行動制限が緩和されるなかで、日常生活の行動範囲も広がり、来客数が増加している。売上もファッション関連商材を中心に伸びており、３か月前と比べると景気は良化している（東京都）。,
,東京都,○,百貨店（総務担当）,来客数の動き,・新型コロナウイルス感染状況の改善に伴い、来店状況も改善してきている（東京都）。,
,東京都,○,百貨店（営業担当）,販売量の動き,・東京都は３月22日より「リバウンド警戒期間」とされており、５月22日に解除された。一部店舗では依然として短縮営業を実施しているが、売上は伸びている。通勤者も徐々に増加しており、人流は回復傾向にある。ゴールデンウィークは長期休暇を取りやすい日並びで、まん延防止等重点措置が解除された直後でもあり、来客数が大幅に増加した（東京都）。,
,東京都,○,百貨店（営業担当）,来客数の動き,・新型コロナウイルス禍の出口が見えつつあるなか、来客数や買上点数、金額などは一定程度改善している。特に、ゴールデンウィークの好調さが際立っている（東京都）。,
,東京都,○,百貨店（販売促進担当）,来客数の動き,・新型コロナウイルスの新規感染者数にも落ち着きがみられ、４回目のワクチン接種もスタートし、制限緩和に向けた検討が進み始めたなか、人の動きも活発になってきている（東京都）。,
,,○,百貨店（販売促進担当）,それ以外,・まん延防止等重点措置期間中であった３か月前との比較では、前年比での売上が増加していることから良くなってはいるものの、新型コロナウイルス発生前の状況には戻っていない。,
,東京都,○,百貨店（経営企画担当）,販売量の動き,・前年の緊急事態宣言再発出による休業影響もあり、前年同月比でみると販売量が大きく伸長している。まん延防止等重点措置解除後の来街者数増加に伴い、売上も徐々に回復傾向にある。食料品は若干厳しいものの、衣料品、時計、宝飾品等の高額品の動きが出てきており、収益も回復している（東京都）。,
,東京都,○,百貨店（財務担当）,販売量の動き,・行動規制のないゴールデンウィークを中心に人流が回復しており、販売量についても上向き基調にある（東京都）。,
,,○,百貨店（企画宣伝担当）,来客数の動き,・外出する人が多くなり、来客数が伸びている。ただし、購買力のある富裕層を対象とした商材の動きだけは良いものの、中間層の消費意欲は必ずしも戻ってきているとはいえない。,
,東京都,○,百貨店（管理担当）,販売量の動き,・ゴールデンウィーク頃から、靴や衣料品など最近動きの悪かったカテゴリーが売れてきている。新型コロナウイルス禍で食料品しか売れなかった巣籠り需要から、外出をきっかけとした消費に軸足が移ってきている（東京都）。,
,,○,百貨店（店長）,来客数の動き,・値上がりや社会情勢等の不安要素はあるが、来客数は２けたで伸長している。新型コロナウイルス感染状況の落ち着きや季節の変化から、外向きの関心が高まっている。,
,,○,コンビニ（経営者）,単価の動き,・３か月前と比べると、気温上昇によりソフトドリンクなどの飲料が売れている。,
,,○,コンビニ（経営者）,来客数の動き,・近隣のイベントが増えてきて、来客数も増えてきている。,
,,○,コンビニ（経営者）,来客数の動き,・コンビニエンスストアを複数店舗経営しているが、やはり夜８時以降の来客数が増えてきた印象がある。,
,,○,コンビニ（経営者）,販売量の動き,・５月は天候不順であったが、売上が僅かに前年を上回っている。,
,東京都,○,コンビニ（エリア担当）,販売量の動き,・前年や前々年に比べると、ゴールデンウィークでの売上が伸びたことや、ゴールデンウィーク後も通常に出社している人が増えたことで、前年を上回る傾向が続いている（東京都）。,
,東京都,○,コンビニ（商品開発担当）,販売量の動き,・見込みどおりのセール成果が出てきている（東京都）。,
,東京都,○,衣料品専門店（経営者）,販売量の動き,・旅行やイベントなどが増えてきているように感じる。気温も上昇して需要が広がっている（東京都）。,
,東京都,○,衣料品専門店（店長）,販売量の動き,・ドレス事業は、４月に続き５月も婚礼等で使用するゲストドレスが伸長していることに加え、演奏家が使用するステージドレスも前年比2.5倍程度と好調に推移し、新型コロナウイルス発生前の水準に戻りつつある。着物事業においては、浴衣需要が徐々に回復基調にある（東京都）。,
,,○,家電量販店（従業員）,来客数の動き,・外出する人の増加に伴い来客数も増えており、特に土日の客は多くなっている。中国上海のロックダウンの影響で欠品が多いエアコンの動きが早い。,
,東京都,○,その他専門店［ガソリンスタンド］（団体役員）,販売量の動き,・ゴールデンウィークもあり、ガソリンの販売量は増えたが、軽油や灯油は減少している（東京都）。,
,,○,高級レストラン（経営者）,単価の動き,・来客数が微増し、客単価も上がっている。ドリンクが出るようになってきた。,
,東京都,○,高級レストラン（営業担当）,来客数の動き,・５月度の売上は、2019年比で60％である。ゴールデンウィークを境に、一時の厳しい状況からは回復傾向にはある。ただし、その内訳は個人利用が中心であり、法人利用は依然として各社で様々な規制が設けられていることが多い（東京都）。,
,東京都,○,高級レストラン（役員）,それ以外,・今夏、今秋の予約、イベント、ケータリングなどの問合せが増えており、回復基調にあるように感じる（東京都）。,
,東京都,○,高級レストラン（仕入担当）,来客数の動き,・個人単位でのレストラン利用は着実に増えているが、法人利用は新型コロナウイルス発生前と比べると依然として少ない。根底には「集うことは良くない」と、ネガティブなマインドがあることがうかがえる（東京都）。,
,,○,一般レストラン（経営者）,お客様の様子,・３か月前と比べて新型コロナウイルスの感染者数が随分減ってきて、消費者が外に出るようにもなったので、来客数は多少増えている。表情をうかがっても、マスクを外している客も大分増えてきて、少しずつ来客数、売上共に良くなっている。,
,東京都,○,一般レストラン（経営者）,販売量の動き,・３か月前の２月１～26日までの前年比は売上84.7％、来客数84.7％である。今月５月１～28日までの前年比は、売上120.8％、来客数120.9％である。ただし、新型コロナウイルス発生前の前年同月比では、売上48％である。規制緩和になり、協力金や支援金等がなく、客も新型コロナウイルスに慣れて外食しなくなっている。この時期が一番苦しい（東京都）。,
,東京都,○,一般レストラン（経営者）,単価の動き,・リバウンド警戒期間が解除され、マスクの使用制限も多少緩んだことから、来客数が多少増え、以前よりも少し高価な物を注文して楽しい時間を過ごして帰る客が多くなっている（東京都）。,
,,○,一般レストラン（経営者）,来客数の動き,・やや良くなっているといっても、新型コロナウイルス感染対策で規制が掛かっていた時期に比べてというだけの話である。,
,東京都,○,一般レストラン（経営者）,来客数の動き,・休日の来客数は新型コロナウイルス発生前の状況に戻っているが、平日は夜の時間帯の引けが早く、生活スタイルの変化を実感している。特に、夜９時以降の来客数の回復については、かなり時間が掛かるとみている（東京都）。,
,東京都,○,その他飲食［カフェ］（経営者）,お客様の様子,・今までは家族か１人での来店が多かったが、友人同士、商談での来店客が増えている（東京都）。,
,東京都,○,その他飲食［給食・レストラン］（役員）,来客数の動き,・在宅勤務等の影響で、一時は食堂の利用者数が落ち込んでいたが、徐々に回復基調に転じ、今は比較的安定した動きになってきている。ただし、パーティー需要だけは低位安定の状況が続いている（東京都）。,
,,○,都市型ホテル（経営者）,来客数の動き,・全体的には新型コロナウイルス収束の方向に向かってはいるものの、まだ警戒感があり、宴会部門における法人利用が戻ってきておらず、非常に足を引っ張っている。,
,,○,都市型ホテル（スタッフ）,販売量の動き,・３月のまん延防止等重点措置解除以降、徐々にではあるが土日祝日及びランチを中心に個人客が戻り始め、販売量も増加傾向にある。企業は大手を中心に会食についての慎重な姿勢を崩しておらず、本格的な景気の回復までには至っていないが、良い流れになってきている。,
,東京都,○,旅行代理店（従業員）,販売量の動き,・海外旅行も少しずつ販売を再開し、ハワイ方面の予約が入ってきている。その他の方面は、この後動いてくる見込みである。海外旅行にとってはこのタイミングでの円安は痛手だが、一方で訪日旅行には追い風となるため、期待している（東京都）。,
,東京都,○,旅行代理店（営業担当）,お客様の様子,・果物狩りのツアーが順調に入っている（東京都）。,
,東京都,○,タクシー運転手,それ以外,・まん延防止等重点措置が解除され、年度も替わって新型コロナウイルスの感染状況も落ち着いてきたように見える。タクシー需要も回復してきたようで、都心の夜間の酔客も、ようやくちまたに出没してきている。ローカルも同じように人出が増えてきており、景気は上向いている（東京都）。,
,,○,タクシー運転手,お客様の様子,・ゴールデンウィーク明けに思っていたより利用があり、驚いている。まるで新型コロナウイルスが収束したかのように昼、夜と利用客があり、徐々に仕事が回るようになってきている。,
,東京都,○,タクシー運転手,来客数の動き,・新型コロナウイルス感染者数が減っているわけではないのだが、世界中で規制が緩和されていることで、国内にもその流れが大分出ている。週の初めはそれほどでもないのだが、週末にかけてはかなり人出がある（東京都）。,
,東京都,○,タクシー運転手,お客様の様子,・サラリーマンの利用客がやや増えている（東京都）。,
