,,×,通信会社（経営者）,販売量の動き,・新型コロナウイルスは、日増しに景気を悪化させ続けている。
,,×,テーマパーク（職員）,来客数の動き,・年末年始休暇までは良かったが、新型コロナウイルスオミクロン株の流行に伴い、急ブレーキのように来園者数が減少している。
,,×,美容室（経営者）,来客数の動き,・通貨の総合力の指標である実質実効為替レートで、円が1972年の水準に下がっている。購買力が低下し資本は減少する。新型コロナウイルスオミクロン株は右肩上がりに増え、株価は下がる。株価が下がっても気にしないと平然と言ってのける経済再生担当大臣は必要なのだろうか。
"企業
動向
関連

(北関東)",,◎,－,－,－
,,○,その他サービス業［情報サービス］（経営者）,受注量や販売量の動き,・商談や受注件数、金額共に増加傾向にある。それに伴い、売上は増加しつつある。
,,□,化学工業（経営者）,受注価格や販売価格の動き,・原材料価格上昇が大きく、価格改定を余儀なく進めている関係もあり、様子見状態である。
,,□,窯業・土石製品製造業（総務担当）,受注量や販売量の動き,・年度内は大きな変化もなく、忙しく稼働する見込みである。
,,□,金属製品製造業（経営者）,受注量や販売量の動き,・売上が少なくなっている。はっきりした理由は分からないが、全ての取引先で売上が減っているので、非常に困っている。
,,□,金属製品製造業（経営者）,受注量や販売量の動き,・全体的に前年より10％増の受注状況だが、前々年比では30％ほど少ない。
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・部品の入荷状況が日増しに悪くなってきている。当社もいつ全て止まってしまうか、もう綱渡りの状態である。１個１円の物を70～80円で買って、赤字覚悟で出荷しているようなひどい状況も出てきている。自動車メーカーの生産が止まるくらいだから、うちのような小さい会社が止まるのは当たり前かもしれないが、どうにもならない。
,,□,輸送用機械器具製造業（経営者）,取引先の様子,・どちらとも言えない状況である。取引先が10社ほどあるが、受注が全くない、普通、やや多い、と各社ばらばらで、今後の受注や競争相手の様子等は全く分からない。
,,□,輸送業（営業担当）,取引先の様子,・新生活用品の冷蔵庫、洗濯機等の白物家電やインテリアラック類の物量は前年並みに確保している。しかし、原油価格高騰により業務コストが増加しており、利益は薄くなっている。
,,□,不動産業（経営者）,受注量や販売量の動き,・寒波によるメンテナンスの増加がみられ、例年よりも作業依頼は増加傾向にある。
,,□,司法書士,受注量や販売量の動き,・静かな落ち着いた地域なので、余り起伏がないく堅実な動きをするが、今年も静かに年が明けて、例年どおりに推移している。
,,□,社会保険労務士,取引先の様子,・緊急事態宣言解除後は回復してきていたが、ホテル等で行われる集まりなどの中止や延期が出始めている。また落ち込みそうである。
,,▲,不動産業（管理担当）,受注量や販売量の動き,・新型コロナウイルス感染拡大による定期業務の延期や従業員の感染による管理業務の減少により、売上が減少している。燃料費や資材価格の値上げによる経費増も続いており、減益額が拡大している。
,,▲,広告代理店（営業担当）,取引先の様子,・新型コロナウイルス感染拡大第６波の影響で、再度、観光、サービス業がピンチになっている。
,,▲,経営コンサルタント,それ以外,・長引く新型コロナウイルス禍で、自粛や規制続きのなかで、長年営業を続けてきた近隣の馴染みの飲食店や物販店までもが、閉店や廃業するケースが各地で表面化している。正月の一時だけ、街中、商業施設、観光スポット等に人出があったものの、感染拡大第６波の影響を警戒して、人々の流れが滞り出している。
,,×,一般機械器具製造業（経営者）,受注量や販売量の動き,・12月末に自動車関連の大幅減産情報が入り、ばん回計画が白紙となっている。既に作り込みを行っており、大量の仕掛在庫を抱え、対応に苦慮している。
,,×,建設業（開発担当）,受注量や販売量の動き,・公共工事主体で売上の95％を占める建設業を営んでいる。現与党の政権誕生後、公共工事は順調に推移している。その後、前政権や現政権も同じ流れであり、業界としても有難い状況である。ただし、新型コロナウイルス禍のなか、国の財政を考えた場合、公共工事も多数の問題が生じるのではないか。また、長期政権の弊害が生じてきているようで、議員の不祥事が後をたたず、国民として怒りを覚える。今期の公共工事発注額は前年比86％、当社受注額も前年比10％減と厳しい状況である。
"雇用
関連

(北関東)",,◎,－,－,－
,,○,人材派遣会社（経営者）,求人数の動き,・コンビニ等の販売員や、小売、生鮮食料品、青果等のスーパー等での求人が目立っている。年末年始に向けて募集が落ち着いている建設関連や製造業は稼働が止まっているので、動いているのは小売、販売等が多い。建築関連はひとまず落ち着いている状態で、堅調である。
,,○,職業安定所（職員）,求人数の動き,・自動車関連、卸売業関連の求人が増加傾向にある。
,,□,人材派遣会社（社員）,周辺企業の様子,・宿泊施設関係の取引先の話では、新型コロナウイルスオミクロン株によってまん延防止等重点措置が適用される前までの利用者数と比べると、適用後は各段に下がっており、キャンセル等も出て厳しい稼働状況だということである。
,,□,人材派遣会社（社員）,求人数の動き,・業種を問わず、求人数は増加傾向にあるが、人材不足である。
,,□,職業安定所（職員）,求人数の動き,・自動車部品関連製造業では、半導体不足や東南アジア等からの部品供給不足が大きく影響し、受注減や納期が後ろ倒しになったりと、生産が落ち込む状況が続いている。加えて材料費の高騰があり、求人に影響している。
,,□,学校［専門学校］（副校長）,周辺企業の様子,・新型コロナウイルスが更に感染拡大し、懸念材料が増えて見通しがつかなくなった様子がうかがえる。
,,▲,人材派遣会社（管理担当）,求人数の動き,・新型コロナウイルス感染拡大により、生産が減少し求人数も減少したため、やや悪くなっている。
,,×,＊,＊,＊
,,,,,
　４．南関東（地域別調査機関：株式会社日本経済研究所）,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明
"家計
動向
関連

(南関東)",,◎,百貨店（販売促進担当）,それ以外,・2021年10月以降、新型コロナウイルス感染者の減少に合わせて来客数が回復し、月ごとに増加率が伸長し、合わせて売上も伸びている。初売りも前年と比較するとプラスとなっている。しかし、新型コロナウイルスオミクロン株による新規陽性者数の増加と、１月21日からまん延防止等重点措置適用地域となったことで、月下旬になってからは、来客数、売上共に鈍化傾向にある。
,,○,一般小売店［家電］（経理担当）,来客数の動き,・新型コロナウイルスオミクロン株が流行しているのに、今年に入って来客数が増えている。来店した客は必ずといっていいほど買うことが多い。
,東京都,○,百貨店（広報担当）,来客数の動き,・前年10月の緊急事態宣言解除直後より来客数は増加傾向にある。ただし、新型コロナウイルス感染第６波の影響が大きくなる可能性もあり、先行きは不透明である（東京都）。
,東京都,○,百貨店（販売促進担当）,来客数の動き,・回復傾向にあった売上、来客数共に、新型コロナウイルスオミクロン株の急速な感染拡大に伴うまん延防止等重点措置適用の影響が出てきている（東京都）。
,東京都,○,百貨店（経営企画担当）,販売量の動き,・緊急事態宣言解除後、順調に売上は回復しており、外出する機会も増えたため、衣料品を始め防寒具の動きも堅調に推移してきた。初商においても、前年と比べて商材もあったため、初旬の雪の影響はあったものの明るい兆しが見えていた。その後、新型コロナウイルスオミクロン株の影響に関する報道が増えるに従い、特に、まん延防止等重点措置の適用後は来客数も減少傾向となり、今後の動向に懸念が残る（東京都）。
,東京都,○,スーパー（店長）,それ以外,・１月10日以降から、新型コロナウイルスオミクロン株による第６波の影響で、じわじわと売上が伸びてきている。新型コロナウイルスが地域にまん延してきている影響で、巣籠り需要で売上が微増している（東京都）。
,,○,スーパー（総務担当）,お客様の様子,・店全体の売上としては４％ほど前年を上回ることができている。食品は若干の伸びであったが、衣料、住まいの品に関しては10％以上伸びている。ただし、前々年比でみると衣料、住まいの品は元どおりにはなっておらず、食品の売上構成がますます高まっていきそうである。ステイホーム的な商材、食品の精肉や青果などは落ち込んでいるが、外出需要に伴った医療品や簡便食品などは大幅に伸びている。
,,○,コンビニ（経営者）,単価の動き,・現在、まん延防止等重点措置が適用されているため、夜の売上が極端に減りつつある。
,東京都,○,コンビニ（エリア担当）,来客数の動き,・緊急事態宣言の解除後から人流の戻りが感じられ、オフィスや繁華街の店舗で売上、来客数の回復がみられる（東京都）。
,,○,衣料品専門店（経営者）,販売量の動き,・新型コロナウイルスの影響があった前年よりも、各部門共によく売れている。来客数も良くなっている。新型コロナウイルス禍でも人は動いている。
,,○,衣料品専門店（統括）,来客数の動き,・成人式、就職活動用のスーツを買い求める客が多い。２年前、入学式のない世代だったので、そうした目的でのスーツを持っていない客が多いのではないか。
,,○,家電量販店（従業員）,単価の動き,・来客数は伸びていないが、高単価商材は動いている。小物や低価格商材はホームセンターや雑貨店で購入する客が増えている。
,,○,乗用車販売店（店長）,販売量の動き,・販売量や来客数が増加している。
,東京都,○,住関連専門店（営業担当）,お客様の様子,・今後、住宅設備機器の値上げが予定又は予測されており、需要の先食いといえる状況が起こりつつある。その影響で、目先の売上は短期的には伸びていく（東京都）。
,,○,通信会社（営業担当）,販売量の動き,・３か月前に比べれば、人の動きも徐々に戻りつつあり、転居に伴うインターネットの契約数も回復の兆しがある。
,東京都,○,通信会社（管理担当）,お客様の様子,・営業案件が少しずつ増加している（東京都）。
,,○,ゴルフ場（経営者）,来客数の動き,・ゴルフ練習場では新型コロナウイルス禍での特需が継続しており、稼働が高い状態である。ただし、グループで経営している飲食店は、まん延防止等重点措置が適用されてから、極端に来店数が減少し、売上が上がらなくなっている。
,東京都,○,その他レジャー施設［複合文化施設］（財務担当）,来客数の動き,・新型コロナウイルス感染第５波の収束により回復傾向がみられたので、感染第６波となる新型コロナウイルスオミクロン株が早期にピークアウトし始めることを願っている（東京都）。
,,□,一般小売店［印章］（経営者）,来客数の動き,・当店は、各店が独立店舗のような形で点在している地域点在型の商店街の中の１店舗である。そのため、集客力がなく寂しい限りである。目的買いである印鑑は非常に低迷しており、立ち直ることは不可能なように感じる。
,,□,一般小売店［祭用品］（経営者）,来客数の動き,・新型コロナウイルスの感染者数増加により、また需要が停滞している。
,東京都,□,一般小売店［文房具］（経営者）,来客数の動き,・１月上旬は来客数も売上も上向きであったため、景気の回復が期待できそうであった。しかし、新型コロナウイルス感染者数が急増してきた中旬以降は来街者数も若干減少し、結果として前年並みの売上に落ち着いてしまっている（東京都）。
,東京都,□,一般小売店［生花］（店員）,来客数の動き,・３か月前の10～11月頃はまだ寒さがなかったので、客も今よりはずっと多かった。今の時期は花の持ちも良いが、それにしても寒さと新型コロナウイルスの影響がかなりある。いろいろ考えてはいるが、これからどうなるか心配である（東京都）。
,,□,一般小売店［文具］（販売企画担当）,販売量の動き,・店頭においては、まん延防止等重点措置が適用された影響で、客の動向が相当変わってきている。ただし、来客数が少なくても単価が上がったり、逆に来客数が多くなっても単価が下がったりといった形で、うまく調整が取れている。また、外商も同様に、ある程度物件等の数が安定してきている。そのようなことから、どちらでもない。
,,□,一般小売店［茶］（営業担当）,販売量の動き,・売上、来客数共に前年より伸びている。
,東京都,□,一般小売店［茶］（営業担当）,販売量の動き,・前月は少しは良くなると回答したが、ここにきて新型コロナウイルスオミクロン株の感染がどんどん広がってきたので、販売も頭打ちになり暇である。先が見えない。特に、会社関係からの注文が来ない（東京都）。
,東京都,□,一般小売店［書店］（営業担当）,販売量の動き,・制限があるなかでも、年度末にかけての受注量は例年と変わらないと感じられる（東京都）。
,東京都,□,百貨店（総務担当）,お客様の様子,・新型コロナウイルスオミクロン株による感染急拡大に伴い、客の消費行動はより慎重になってはいるものの、以前のような極端な抑制は感じられない。前年と比較すれば紳士、婦人共にファッション関連商材の動きは良いが、景気が良くなっているというレベルではない（東京都）。
,東京都,□,百貨店（営業担当）,販売量の動き,・緊急事態宣言が発出されていた前年と比べると、来客数、売上共に大きく伸長している。特に、服飾雑貨や宝飾品、サービス関連などが伸びている。逆に、食料品では前年のようなグロッサリーや生鮮３品でのまとめ買いはなく、客単価が低下し、前年ベースで推移している（東京都）。
,東京都,□,百貨店（販売促進担当）,来客数の動き,・９月末に緊急事態宣言が解除されてから、１月に新型コロナウイルス感染者数が増加するまでは横ばいである（東京都）。
,東京都,□,スーパー（販売担当）,お客様の様子,・客の様子を見ていると、広告初日の目玉商品やタイムサービスのお買い得品、あるいはポイント何倍の店舗、時間帯などを利用して、同じ物なら少しでも安く買おうという動きが相当見受けられる（東京都）。
,,□,スーパー（経営者）,単価の動き,・悪い状態がずっと続いているので、３か月前とは変わらないものの、決して良くはない。単価の動きを選んだが、いろいろな価格が上がっているため１点単価は上がっているものの、反比例して買上点数が減っており、客単価はなかなか上がらない状況である。
,,□,スーパー（店長）,それ以外,・気温の低い日が続いているため鍋つゆが売れているが、新型コロナウイルス禍を見据えてカップラーメンやレトルト食品、冷凍食品等の長期保存が可能な商材の動きも良くなってきている。
,東京都,□,スーパー（店長）,単価の動き,・売上、来客数は前年並みを維持しているものの、買上単価の上昇がみられない。日々必要最低限の食材しか購入していない上に、買い回りをしている様子もうかがえる（東京都）。
,,□,スーパー（総務担当）,お客様の様子,・買物の動向に変化がない。
,,□,コンビニ（経営者）,来客数の動き,・まん延防止等重点措置が適用され、家庭で飲食する人が増えることにより、若干来客数が増えつつあるが、厳しい状況に変わりはない。
,,□,コンビニ（従業員）,来客数の動き,・少し良くなってきたように思えたが、まん延防止等重点措置の適用でイートインも使用中止になり、結果的には余り良い状況ではなくなっている。
,東京都,□,家電量販店（経営企画担当）,販売量の動き,・新型コロナウイルス感染症の第６波に完全に突入する局面となっている状況下、前年も大きな波の中で前々年から大きく数字を落としていたが、それと比較すると、意外にも結果は前年を1.5％上回っている。テレビ、カメラ、冷蔵庫、洗濯機等の耐久消費財が好調で、前年を超えている。チャネル別ではＥＣが堅調で、店舗も首都圏で前年を超えている（東京都）。
,,□,乗用車販売店（経営者）,販売量の動き,・自動車の整備は順調に入っているが、販売が余り芳しくない。前年度に比べて５割減少している。
,,□,乗用車販売店（経営者）,販売量の動き,・新車の納期がいまだに短くならないので、受注量は減っていないものの、売上が伸び悩んでいる。
,,□,乗用車販売店（営業担当）,販売量の動き,・前年同月と比較しても台数が伸びていない。
,東京都,□,乗用車販売店（販売担当）,販売量の動き,・新型コロナウイルスの影響で新車の売行きが全体的に鈍っている。これは全世界における半導体の不足によるものである。車は出来上がっていても例えばナビができていないといった場合、ナビを装着した後でないと客に納車で引き渡せないので、販売台数が伸び悩んでいる。新型コロナウイルス禍が落ち着かないことには、今後も売上や景気は横ばいではないか（東京都）。
,,□,乗用車販売店（渉外担当）,販売量の動き,・自動車の生産が正常化していないため、見通しが立たない。
,東京都,□,その他専門店［貴金属］（統括）,販売量の動き,・各地域にまん延防止等重点措置が適用されているが、販売量は以前と変わっていない（東京都）。
,東京都,□,その他小売［生鮮魚介卸売］（営業）,お客様の様子,・どの客も年末年始は例年になく悪かったと言っている。物価の高騰で利幅も取れず、苦しい状況が続いている（東京都）。
,東京都,□,高級レストラン（役員）,来客数の動き,・緊急事態宣言が解除され、12月までは新型コロナウイルス感染者数も少なく横ばいだったので、来客数が増え、飲酒も可能になって単価も上がり、営業時間の制限もなく、売上は回復基調であったが、年明けの新型コロナウイルスオミクロン株の感染者数急増に伴い、来客数が減り、在店時間の減少により売上も減少傾向にある。３か月前はちょうど緊急事態宣言解除前だったので、その頃に近づきつつある（東京都）。
,東京都,□,一般レストラン（経営者）,来客数の動き,・まん延防止等重点措置が適用される前日夜の営業は倍以上の忙しさだったが、翌日から客足が半分以下に減っている（東京都）。
,,□,一般レストラン（経営者）,来客数の動き,・新型コロナウイルスの感染拡大に伴う緊急事態宣言及びまん延防止等重点措置の影響で、３か月前と比べても良くないが、この新型コロナウイルスオミクロン株は感染しやすいということで、特に外出が鈍っている。
,東京都,□,一般レストラン（経営者）,販売量の動き,・３か月前の10月１～28日までの前年比は、売上76.2％、来客数74.3％である。今月１月１～30日までの前年比は、売上99.4％、来客数100.4％である。前年は１月の売上が悪かったのもある（東京都）。
,,□,一般レストラン（経営者）,単価の動き,・緊急事態宣言、まん延防止等重点措置が解除されて好転してきたかと思ったが、再び新型コロナウイルスオミクロン株による影響が出始めている。
,東京都,□,一般レストラン（経営者）,来客数の動き,・新型コロナウイルスオミクロン株の感染拡大により、まん延防止等重点措置が適用され、飲食業は影響を受けて来客数が減少している。感染者数が減ってこないと、景気回復は難しい。濃厚接触者が増えて、検査結果の判明まで時間が掛かり、またその感染隔離期間と感染者の療養期間も延長されるばかりで、営業しにくい店舗が増えている（東京都）。
,東京都,□,その他飲食［給食・レストラン］（役員）,お客様の様子,・新型コロナウイルス感染第６波の到来により、給食では企業内での規制が強化され、社内におけるパーティー需要が皆無である。通常期の７～８割の水準にまで戻っていた外食では、来客数が伸び悩んでいる（東京都）。
,東京都,□,旅行代理店（従業員）,販売量の動き,・まん延防止等重点措置が適用され、一気に消費動向が下がり、前年比７割程度になっている（東京都）。
,東京都,□,旅行代理店（営業担当）,販売量の動き,・新型コロナウイルスオミクロン株の影響で、ツアーを設定できない（東京都）。
,東京都,□,タクシー運転手,来客数の動き,・今の新型コロナウイルスオミクロン株の感染拡大によって、客の動きが大変悪くなっている。海外を見ると、１か月くらいでピークアウトしているようなので、ピークアウトに向かえばまた元に戻ってくると思うが、なかなか予想はできない（東京都）。
,東京都,□,通信会社（経営者）,お客様の様子,・１月の客からの問合せ件数は、前月比で戸建ては上昇傾向、集合住宅はほぼ横ばい、前年比ではほぼ同等となっている。新型コロナウイルスオミクロン株による影響で訪問拒否や営業キャンセルの発生が増加傾向ではあるものの、今のところ大きな影響はない（東京都）。
,東京都,□,通信会社（経営者）,販売量の動き,・半導体不足が少しずつではあるものの改善され、機器を納品できるようになってきているが、以前の状態にはまだ戻っていない（東京都）。
,東京都,□,通信会社（局長）,販売量の動き,・当社の新サービスの効果もあり、契約数が伸長してきてはいるが、やはり新型コロナウイルスの感染拡大で営業自体が縮小していくことで結果的には前月、前年と余り変わらない推移となっている（東京都）。
,,□,通信会社（営業担当）,お客様の様子,・新規加入、コース変更共に必要最低限の内容を選択する意識は相変わらず強い。
,,□,通信会社（経理担当）,販売量の動き,・新規契約の実績がある販売チャネルが減っており、全体の契約数が減少している。
,東京都,□,通信会社（総務担当）,お客様の様子,・新型コロナウイルス感染急拡大の影響により、訪問営業等の機会が再度減少しており、新規契約獲得件数が伸び悩んでいる（東京都）。
,,□,ゴルフ場（経営者）,お客様の様子,・入場者数を前年比でみると平年並みになっているので、変わらない。
,,□,パチンコ店（経営者）,来客数の動き,・前年末まで落ち着きを見せていた新型コロナウイルス感染だが、感染第６波がじわりじわりと拡大し、ウィズコロナで少しずつ回復しかけてきた社会生活や経済活動にも、ここにきて影響を及ぼし始めている。踊り場状態である。
,,□,設計事務所（経営者）,お客様の様子,・現在抱えている案件は、今はまだ終わることなく継続中である。
,東京都,□,設計事務所（所長）,お客様の様子,・１月ということと、新型コロナウイルスの影響も重なり、全くと言っていいほど動きがない（東京都）。
,,□,住宅販売会社（経営者）,来客数の動き,・当社は不動産ディベロッパー業と総合建設業である。当社が都内と関東近郊の保養地などに所有しているホテルの運営状態が非常に悪く、規定の賃料を受け取れていない。新型コロナウイルスの感染者数が大幅に増えているために、Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンも延期になってしまい、このままでは当分不況が続く。また、住宅の売行きも良くない。
,,□,住宅販売会社（従業員）,販売量の動き,・今月の販売量は目標数字の約93％となったが、受注後に解約になるかもしれないとか、着工までいかないかもしれないという案件まで入れての数字であり、内容が非常に厳しい。３か月前と比べると販売量はそれほど変わらないが、内容が悪くなっている。
,,□,住宅販売会社（従業員）,販売量の動き,・３か月前と大きくは変わらない。土地の仕入れが厳しく在庫の確保が難しい。販売に関しても、客の動きはあるものの目線が厳しく、ぽつぽつと契約になる感じで、余り勢いがない。
,東京都,□,その他住宅［住宅資材］（営業）,販売量の動き,・下期の建材需要期としては例年を上回る受注傾向が続いている（東京都）。
,,▲,商店街（代表者）,お客様の様子,・新型コロナウイルスオミクロン株による感染者数が激増していることから、商店街や駅周辺の人の流れが大変少なく、激減している。人が出てこないことには商売もなかなか思うようにいかない。
,東京都,▲,商店街（代表者）,それ以外,・新型コロナウイルスオミクロン株がまん延しているので、良いとは絶対にいえない。せっかく息を吹き返しつつあった飲食は直撃を食らっている。リベンジ消費で堅調だった飲食以外も、夜の客の引けが早く、クレジットカードの取扱高は飲食につられて下がっている（東京都）。
,,▲,一般小売店［和菓子］（経営者）,来客数の動き,・新型コロナウイルスオミクロン株の感染拡大によりまん延防止等重点措置が適用されてから、来客数が減少している。
,,▲,一般小売店［家電］（経理担当）,販売量の動き,・故障のための購入はそこそこあるが、新型コロナウイルスオミクロン株の影響か、来店客は少ない。新年の挨拶や、訪問活動もしにくい。
,,▲,一般小売店［酒類］（経営者）,来客数の動き,・12月下旬頃から新型コロナウイルスの感染者数がまた増え始めて、客の動きが鈍ったように感じられる。
,,▲,一般小売店［眼鏡］（経営者）,来客数の動き,・正月以降、新型コロナウイルスオミクロン株の感染者数が急増している影響で、１月中旬から来客数の減少が顕著である。
,,▲,一般小売店［傘］（店長）,来客数の動き,・来客数が１けたの日が増えている。
,東京都,▲,百貨店（売場主任）,来客数の動き,・年末年始は好調に推移していた来客数も、新型コロナウイルスオミクロン株の急拡大により10％近くマイナスとなっている。まん延防止等重点措置が適用され、来客数も減るなか、客単価が上がる要素がバレンタイン商戦やクリアランス集客だけでは補い切れない（東京都）。
,東京都,▲,百貨店（総務担当）,来客数の動き,・１月から新型コロナウイルスオミクロン株による感染が拡大していることもあり、来客数が前月に比べて減少してきている（東京都）。
,東京都,▲,百貨店（営業担当）,来客数の動き,・新型コロナウイルスオミクロン株の急激な感染拡大により、まん延防止等重点措置が適用され、外出を控える傾向が顕著になっている（東京都）。
,,▲,百貨店（店長）,来客数の動き,・全館での来客数は、３～12月期において、前年比106％、前々年比124％で伸長を続けていたが、新型コロナウイルスオミクロン株の感染拡大に伴い、１月中旬から伸長率に鈍化がみられている。
,東京都,▲,百貨店（財務担当）,販売量の動き,・新型コロナウイルスオミクロン株の感染拡大により販売量が減少している（東京都）。
,東京都,▲,百貨店（管理担当）,販売量の動き,・新型コロナウイルスの感染拡大とともに、来客数、購入点数も減ってきている（東京都）。
,東京都,▲,スーパー（営業担当）,来客数の動き,・ここのところ来客数の減少が続いている。さらに、買上単価も落ち込んできている。このダブルパンチが売上に大きく影響している（東京都）。
,,▲,スーパー（仕入担当）,お客様の様子,・新型コロナウイルスオミクロン株の感染者数が急増していることから、来店頻度が減り、必要な物だけ購入するショートタイムのショッピングとなっており、来客数、客単価がダウンしている。
,,▲,スーパー（販売担当）,お客様の様子,・日用必需品の値上げ、ガソリン価格の高値安定、新型コロナウイルスの感染が拡大し、収束の見通しが立たないことなどから、客の購買動向にプラスの面が見つからないので、景気の回復は見込めない。ただし、新型コロナウイルス感染時の備蓄案内が市のホームページに掲載されたため、関連する食料品、特に飲料水やレトルト食品等の長持ちする食材の動向は良くなっている。
,東京都,▲,コンビニ（経営者）,来客数の動き,・売上が落ちている（東京都）。
,,▲,コンビニ（経営者）,お客様の様子,・新型コロナウイルスの影響で来客数、売上共に３か月前と比べてマイナス10％の状況で、急激に悪化し始めている。
,,▲,コンビニ（経営者）,お客様の様子,・近所に土木関係の会社の借上げ社宅のようなものがあるが、そこに勤めている人たちが、仕事がなくて帰ってしまっているのか、１人２人とだんだんいなくなり、当店の来客数が減っている。
,,▲,コンビニ（経営者）,来客数の動き,・やはりこれだけ新型コロナウイルスオミクロン株の感染者が出てしまい、東京でも１万人を超えるようになってしまうと、週末や夜にほとんど出歩かなくなるので、ショッピングセンターなどに入っている店舗はかなり厳しくなってきている。
,,▲,コンビニ（経営者）,来客数の動き,・新型コロナウイルスの感染再拡大により、外出する人が減っているため、来客数も減少している。
,東京都,▲,コンビニ（商品開発担当）,来客数の動き,・新型コロナウイルスオミクロン株の影響で、できる限り来店回数を減らす動きが起きている（東京都）。
,東京都,▲,衣料品専門店（店長）,販売量の動き,・新型コロナウイルス感染第６波により、来客数が減少し、対面販売の売上が減少している一方、ＥＣサイト販売については好調が続いている。ただし、ＥＣサイト販売も前年比123％にとどまっている状況で、全体の売上に対する影響を考えると、総じてやや悪いという判断になる（東京都）。
,,▲,家電量販店（店長）,来客数の動き,・年明けの初売りは前年より売上が良かったが、成人式後は新型コロナウイルスオミクロン株が拡大してきたためか、来客数が大幅に減っている。
,東京都,▲,家電量販店（店長）,お客様の様子,・全体的に必需品中心の需要となっており、趣味し好商材や娯楽向け商材の売行きが良くない。前年秋から比べると、街のにぎわいも落ち着きつつある（東京都）。
,,▲,家電量販店（店員）,お客様の様子,・まん延防止等重点措置適用に伴い来客数が減少している。
,,▲,乗用車販売店（総務担当）,それ以外,・半導体の影響により新車の出荷が遅れ、売上にならない。
,,▲,住関連専門店（統括）,来客数の動き,・外出を自粛している人が結構増えているため、来客数が減少している。
,,▲,その他専門店［ドラッグストア］（経営者）,来客数の動き,・新型コロナウイルスの感染再拡大により、全体の来客数が減っている。特に夜の来客数が激減している。
,,▲,その他専門店［ドラッグストア］（経営者）,販売量の動き,・余計な物は買わず、目的の物しか買っていかない客が多くなっている。
,東京都,▲,その他小売［ショッピングセンター］（統括）,来客数の動き,・年末年始は新型コロナウイルスの感染状況が落ち着き、客の動きも活発であったが、その後は感染拡大傾向が続いたため、長続きしなかった（東京都）。
,,▲,その他小売［ショッピングセンター］（統括）,販売量の動き,・新型コロナウイルスの感染者数が急増しており、前年度終盤の勢いは失っている。ただし、前年同月よりは良い。新型コロナウイルスオミクロン株の感染者数が激増しているものの、重症化率が低いということが消費者の心理に影響している。
,東京都,▲,一般レストラン（経営者）,来客数の動き,・12月の暮れまではフリー客が大分来店していたが、年が明け、新型コロナウイルスオミクロン株の感染が急拡大するとともに、その後入っていた宴会が全てキャンセルになり、200人以上のキャンセルが出ている。来客数もランチ、夜共にかなり減ってきている（東京都）。
,東京都,▲,その他飲食［居酒屋］（経営者）,来客数の動き,・まん延防止等重点措置が適用されたため、来客数が少なくなるのは必然である（東京都）。
,東京都,▲,都市型ホテル（スタッフ）,販売量の動き,・新型コロナウイルスオミクロン株の影響で東京都内、都内近郊を中心に来客数が減っている（東京都）。
,,▲,旅行代理店（経営者）,お客様の様子,・新型コロナウイルスの感染者数が大分少なくなってきたと思っていたが、また新型コロナウイルスオミクロン株の感染が拡大しており、客がなかなか外に出ることができず、客足が遠のいてしまっているので、なかなか思うようにいかない。
,東京都,▲,旅行代理店（従業員）,お客様の様子,・新型コロナウイルスオミクロン株の感染拡大により、予約申込みがストップしている（東京都）。
,東京都,▲,通信会社（社員）,お客様の様子,・広告の引き合いが途絶えた印象を受けている。来年度の案件がストップしているが、様子見ではないか（東京都）。
,,▲,通信会社（営業担当）,販売量の動き,・年明けから契約件数が目標とする数値を下回る日が続いている。新型コロナウイルス感染者数の増加により、一般家庭での消費意欲が減退している。
,,▲,通信会社（管理担当）,販売量の動き,・新型コロナウイルスオミクロン株の影響で先行きが不透明である。余暇や趣味に時間とお金を掛けるモチベーションは依然として低迷している様子が見受けられる。度重なるまん延防止等重点措置の適用によって緊張感が薄れ、インターネットやテレビなど自宅での巣籠り消費については、思うような販売量に至っていない。
,東京都,▲,通信会社（経営企画担当）,お客様の様子,・年明け１月ということもあるが、新型コロナウイルスの感染再拡大の影響が出てきているのか、商談数が減少している（東京都）。
,東京都,▲,通信会社（営業担当）,お客様の様子,・当社は対面型の営業が多いため、新型コロナウイルスの感染者数が増えているなかでは、営業活動自体が厳しくなっている（東京都）。
,,▲,通信会社（局長）,お客様の様子,・新型コロナウイルスの感染者数が増加傾向にあるため、やや悪くなっている。
,,▲,ゴルフ場（経理担当）,来客数の動き,・まん延防止等重点措置の適用下にあるなかにおいても、コースの稼動率は季節的要因を加味しても悪い状況にはない。一方、新型コロナウイルス感染対策によりレストランは営業形態に制限を設けざるを得ないことから、稼働率、客単価共に著しく低迷している。まん延防止等重点措置と自粛要請だけでは新型コロナウイルスオミクロン株の感染者数増加に歯止めを掛けることは難しい。巨額の経済損失を伴う行動制限が感染防止にどの程度の効果があるのか検証することなく、機械的に従前どおりの行動制限を繰り返しても感染拡大は回避できず、いたずらに経済損失が膨らむ状況に陥っているといわざるを得ない。
