,,×,一般レストラン（経営者）,お客様の様子,・全国旅行支援のクーポンや地元のプレミアム付商品券の恩恵で客足がある。しかし、これも一時的なもので、現状の値上げラッシュにおされて客足は減少するとみている。当地では新型コロナウイルスの新規感染者数の高止まりが続いており、高齢者と孫世代が同居している家庭が多いため自粛が続いている。特に夜の部は静かな日が継続中である。,
"企業
動向
関連

(東北)",,◎,食料品製造業（経営者）,受注量や販売量の動き,・全国旅行支援がスタートしたため観光客が増えており、土産需要が好調である。ただし、前年比では良いが、新型コロナウイルス感染症発生前までは戻っていない。,
,,◎,食料品製造業（製造担当）,受注量や販売量の動き,・売上は好調に推移しているが、店舗や製造等のスタッフが不足している。人員が思うようには確保できていない。,
,,○,一般機械器具製造業（経営者）,受注量や販売量の動き,・受注量は若干増えつつあるが、電気料金や鋼材等の価格が上がっている。,
,,○,一般機械器具製造業（経営者）,取引先の様子,・新規設備投資案件の引き合いが徐々に増えてきている。,
,,○,金融業（広報担当）,取引先の様子,・国内外問わず県外からの観光入込客が増加しており、宿泊業や観光関連業界には追い風が吹いている。一方、原材料高や円安を要因とした物価高は家計の消費購買意欲を失わせており、小売業の売上ペースが今一つ上がらない。,
,,○,公認会計士,取引先の様子,・客の月次、決算状況から判断している。サービス、小売、飲食業関係は客足が戻ってきており、業績も回復傾向にある。製造業は若干業績が落ちてきているが、建設業は一定の売上、利益を確保しており、３か月前とほぼ同じ水準である。全体としては上向き傾向である。,
,,○,その他企業［企画業］（経営者）,それ以外,・全国旅行支援と紅葉の季節が重なり、休日に限らず、温泉街や山岳観光道路は多くの県外ナンバー車両でにぎわっている。また、外国人の団体も目立つようになっている。,
,,□,農林水産業（従業者）,受注量や販売量の動き,・今年のももの販売単価は前年比１～２割程度安かったが、霜、ひょう、台風などの自然災害が少なく、どこの農家も２割程度収量が多かった分、収入は前年度と同程度になっている。,
,,□,食料品製造業（営業担当）,受注量や販売量の動き,・販売量の前年割れが継続しており、３か月前と比較しても変化はない。,
,,□,出版・印刷・同関連産業（経営者）,受注量や販売量の動き,・新型コロナウイルスの感染状況が売上に影響している。,
,,□,出版・印刷・同関連産業（経営者）,受注量や販売量の動き,・行動制限がなくなり、各種イベント、行事等も規模縮小で実施されるようになってきているが、ここ２年の売上まで届いていない。売上回復が実感できるのは来年からになるのではないかとみている。,
,,□,建設業（従業員）,取引先の様子,・原油高による材料価格の上昇は価格に一部転嫁しており、現状影響は少ない。円安の影響も今のところはない。,
,,□,輸送業（経営者）,受注量や販売量の動き,・上期の売上は前年より増加した。10月は新型コロナウイルスの感染状況も大分落ち着いていたので期待していたが、物の動きが悪く、売上は前年より減少している。物価の上昇が影響しているとみている。,
,,□,通信業（営業担当）,取引先の様子,・客からの料金引下げの要求が厳しくなってきており、現状維持にも限界が近い。,
,,□,広告業協会（役員）,受注量や販売量の動き,・イベントの通常開催も多くなり、観光客も増えている。しかし、円安や物価高騰等による経済不安が販促費の拡大にブレーキを掛けている状況である。広告業界としては上昇気運にまだ乗れていない。,
,,□,経営コンサルタント,それ以外,・円安、物価高が取引価格の引上げにつながり、仕事は増えているが利益なき繁忙に近い状況になっている。,
,,□,コピーサービス業（従業員）,受注量や販売量の動き,・主力商品の納期が改善し、余り待たせずに納品できる状況になってきた。ただし、足元では値上げの案内が来ており、売上増加となるかは微妙である。,
,,□,その他非製造業［飲食料品卸売業］（経理担当）,受注価格や販売価格の動き,・商品の値上げが続き、単価は上がっている。目玉商品が多く入荷したため、販売量が前年を上回っている。,
,,▲,金属製品製造業（経営者）,それ以外,・受注は好調だが、電気代を始め経費が増加している。,
,,▲,輸送用機械器具製造業（経営者）,取引先の様子,・半導体の売上が伸び悩み傾向にあることに加え、電子デバイス関連での動きも良くない状況となっており、現在は足踏み状態にある。,
,,▲,建設業（従業員）,受注量や販売量の動き,・主だった受注契約がなかった。,
,,▲,広告代理店（経営者）,受注量や販売量の動き,・取引先の発注量削減など、景気悪化懸念による影響が出始めている。,
,,×,農林水産業（従業者）,受注価格や販売価格の動き,・米の出荷価格は前年比で若干上昇したものの、燃料や資材の価格高騰がそれ以上に収支を圧迫している。,
,,×,窯業・土石製品製造業（役員）,受注量や販売量の動き,・官需、民需共に低調である。原材料価格や燃料費等の高騰により製品価格の値上げをしているが、追い付かない状況である。,
,,×,電気機械器具製造業（企画担当）,取引先の様子,・各種納期トラブルが発生しており、最終商品の購買意欲に影響が出ている可能性がある。,
"雇用
関連

(東北)",,◎,＊,＊,＊,
,,○,人材派遣会社（社員）,求人数の動き,・東北の地場企業だけではなく、他エリア本社の東北求人も増加傾向にある。,
,,○,新聞社［求人広告］（経営者）,周辺企業の様子,・新型コロナウイルスの感染状況の落ち着きと感染防止対策の緩和、旅行喚起策により、取引先企業の活動が活発化している。広告出稿の問合せ件数、掲載数が増加傾向にある。,
,,○,職業安定所（職員）,求人数の動き,・求人数は３か月前より増加している。前年同月比では16か月連続で増加していることから、雇用情勢については改善が進んでいるとみている。,
,,○,職業安定所（職員）,求人数の動き,・イベント開催による人出の増加や全国旅行支援等の追い風もあり、前年と比べ宿泊業、飲食サービス業、卸売業、小売業において求人数が伸びている。,
,,○,民間職業紹介機関（職員）,周辺企業の様子,・人手が足りないと相談を受けている企業が増えている。,
,,□,人材派遣会社（経営者）,周辺企業の様子,・ホテルや飲食業などでは人出が戻ってきているが、エネルギー価格や原材料価格の高騰で利益が非常に圧迫されている。急激に景気が回復したため、人を採用したいものの採れていないという企業が多い。その結果、営業時間を制限するなど、思うように運営や経営ができないという話を聞いている。,
,,□,人材派遣会社（社員）,求職者数の動き,・オーダー数を含めて前月と余り変わりないが、状況は停滞に向かっている感じもある。,
,,□,人材派遣会社（社員）,求人数の動き,・求人数は前年と比較して増加しているが、欠員補充等によるオーダーであり、景気好調によるオーダーではない。,
,,□,新聞社［求人広告］（経営者）,周辺企業の様子,・全国旅行支援により県内に観光客が増えている。会合やイベントも３年ぶりの開催が目立つようになってきた。しかし、プラス材料はあるものの、企業からは円安の影響が厳しいという声も上がっており、全体的には上向きとまではいえない。,
,,□,新聞社［求人広告］（担当者）,周辺企業の様子,・全国旅行支援が始まり観光関連で明るい材料もあるが、売上回復の実感はさほどない。,
,,□,学校［専門学校］,周辺企業の様子,・インフレ状態は変わっていない。インバウンドの経済への影響も余りみられない。,
,,□,その他雇用の動向を把握できる者,周辺企業の様子,・新型コロナウイルス感染症の影響が少なくなってきているため、人手不足が顕在化し企業の採用意欲は旺盛である。しかし、労働力人口の減少から採用につながらない状態にある。,
,,▲,アウトソーシング企業（経営者）,それ以外,・電気代を始め経常経費や紙代など全て上がっているが、客とは年間契約を結んでいるため転嫁ができない。,
,,×,－,－,－,
,,,,,,
　３．北関東（地域別調査機関：株式会社日本経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(北関東)",,◎,百貨店（店長）,来客数の動き,・前年比で来客数が２けた増を継続している。また、新型コロナウイルス感染症発生前の2019年度の来客数を上回っている。,
,,◎,都市型ホテル（支配人）,来客数の動き,・宿泊部門は全国旅行支援が始まり、システムがダウンするほどの動きが出て、稼働率も90％を超えて高稼働となっている。料飲部門でも会合や宴会等の予約が入り始めている。,
,,◎,都市型ホテル（支配人）,単価の動き,・全国旅行支援が始まる前から単価アップに努めており、販売価格を上げているが、客から受け入れられていると考えている。,
,,◎,都市型ホテル（総支配人）,来客数の動き,・全国旅行支援がスタートし、宿泊については売上、稼働率が大幅に伸びている。料飲部門も小規模ではあるものの、宴会予約が入り始めている。,
,,◎,テーマパーク（職員）,来客数の動き,・全国旅行支援が開始され、シニア層も含め来園者数が増加している。,
,,○,一般小売店［土産］（経営者）,販売量の動き,・10月11日から全国旅行支援が始まり、当店が位置する観光地では、今までの自粛ムードが一変し、人の動きが活発になっている。,
,,○,スーパー（総務担当）,来客数の動き,・新型コロナウイルスの新規感染者数減少の影響か、来客数は徐々に回復してきている。,
,,○,コンビニ（経営者）,来客数の動き,・現在は、全国旅行支援の宿泊客が多く来ている。また、県外並びに日帰り客も多い。,
,,○,家電量販店（店員）,販売量の動き,・今月は前年比106％、前月比で108％と好調に推移している。好調な商材はエアコンで130％、また、季節商材全般も好調である。好調要因の１つに、商材価格の値上げがある。,
,,○,乗用車販売店（販売担当）,お客様の様子,・当地は観光地を控えているので、新型コロナウイルス対応の行動制限緩和や紅葉時期ということで、かなりの観光客が来ている。観光客を迎えるレストランやドライブイン、ホテル等の従業員が軒並み口をそろえて「やっと景気が良くなる状況になってきている」と言っている。その方たちが良くなれば、当社も自動車販売や修理部門で恩恵に預かるので、何となく良くなっている感じはする。,
,,○,自動車備品販売店（経営者）,販売量の動き,・特に際立った良い動きや悪い動きはないが、来客数や人の動き等が、多少は販売量につながったと思われる。数字からして、やや平年並みに戻りつつある。,
,,○,その他専門店［靴小売業］（経営者）,来客数の動き,・久しぶりに、全国旅行支援や新型コロナウイルス感染症対策が緩やかになってきているので、今月は来客数が増えた店舗がある。このまま感染状況が落ち着いて、行動制限も緩やかなままでいるとの前提条件だが、少し良い傾向に向かっているようである。不安な点は、ウクライナの状況で、円安による仕入値の上昇がひどく、低価格帯の商材の入荷が悪くなってきている。,
,,○,一般レストラン［居酒屋］（経営者）,来客数の動き,・相変わらず、２人客の来店率が高いが、８～９人の予約も入り始め、小宴会は復活し始めているように思われる。,
,,○,一般レストラン［居酒屋］（経営者）,来客数の動き,・団体の宴会が増えてきている。,
,,○,旅行代理店（経営者）,販売量の動き,・全国旅行支援が始まり、旅行業界は忙しさを取り戻している。ただし、儲かっているとは感じられない。,
,,○,旅行代理店（所長）,来客数の動き,・新型コロナウイルスの新規感染者数の継続的な減少と、再開した全国旅行支援による来訪者の増大で、やや良くなっている。,
,,○,旅行代理店（従業員）,それ以外,・当社でも、2010年以降で一番多いボーナスを支給する予定で、やや良くなっている。,
,,○,タクシー（経営者）,お客様の様子,・夜の動きは良くないものの、昼の動きが良かったので、新型コロナウイルス感染症の発生前の同月と比べて、４％の増収である。,
,,○,ゴルフ練習場（経営者）,お客様の様子,・全国旅行支援により、地方のホテルや旅館は、年末まで予約が入っているようである。,
,,○,設計事務所（所長）,それ以外,・県内で国体が開催されたことや、紅葉目当ての観光客で人流が多くなっている。,
,,□,商店街（代表者）,お客様の様子,・ウクライナとロシアの問題で、世界中がインフレに直面しているなか、急激な円安と物価高には全国旅行支援の政策も焼け石に水のようで、旅行に出かける話は聞こえてこない。,
,,□,一般小売店［精肉］（経営者）,お客様の様子,・今月も新型コロナウイルスの新規感染者数が減ってきたかと思うと、また増えている。全国的に同じような状態だと思うが、地区のイベントもなかなか開催することはできない。大型店への人出は少ないようで、我々のような小売店も、それに準じており、回復は難しい。,
,,□,百貨店（営業担当）,来客数の動き,・新型コロナウイルスの新規感染者数が落ち着き、全国旅行支援の開始や海外からの入国者数上限撤廃等、外出への機運が醸成されつつある。来客数は前年と比べてプラスに推移しているものの、中間層では円安、物価高による生活防衛意識の高まりが見られ、売上は伸び悩んでいる。,
,,□,百貨店（店長）,販売量の動き,・販売量の動きは前年比では若干マイナスとなるものの、2019年比では10％減となっており、景気回復までには遠い。,
,,□,スーパー（商品部担当）,単価の動き,・既存店ベースでの数値は、前月同様の状況が続いている。イベントや全国旅行支援が始まり、一部にはクーポン利用での客単価上昇がみられるものの、値上げによる単価アップで、買上点数の減少は変わらない。,
,,□,衣料品専門店（統括）,販売量の動き,・街なかにいろいろとイベントが増えてきている。ただし、人出はあっても、なかなか買物に回る人は少ないようである。,
,,□,乗用車販売店（従業員）,販売量の動き,・半導体不足の影響も少し変化してきたが、いまだ遅延は発生している。,
,,□,住関連専門店（仕入担当）,来客数の動き,・来客数の低下傾向は今月も変わらず、前年を下回っている。買上点数も低下傾向にあり、値上げによる単価の上昇で少し相殺されているものの、補うまでには至らない。,
,,□,その他専門店（総務担当）,お客様の様子,・来客数が変わらない。,
,,□,一般レストラン（経営者）,来客数の動き,・少人数のグループでの飲食は、少しずつ増えてきている。,
,,□,一般レストラン（経営者）,来客数の動き,・物価上昇の影響なのか来客数は減っているものの、客単価が値上げ分以上に良く、売上的には変わらない。ただ、様子を見ていると、余裕のある人は来店してたくさんお金を使い、余裕のない人は来ないように感じる。,
,,□,一般レストラン（経営者）,来客数の動き,・値上がりは仕方ないという意識は定着しつつあるようだが、出費を抑えようという感じも変わらずにある。,
,,□,タクシー運転手,お客様の様子,・新型コロナウイルスの新規感染者数は落ち着きつつあるが、街のにぎわいは全く変わらず、ひっそりとしていて、タクシー利用客は、相変わらず少ない。都市部では利用客が増えているようだが、羨ましい限りである。地方では、あと１～２年は掛かりそうである。,
,,□,通信会社（社員）,単価の動き,・物価上昇を懸念している。,
,,□,通信会社（営業担当）,来客数の動き,・物価高騰により、消費が抑制されていると感じる。,
,,□,通信会社（局長）,お客様の様子,・客が「価格高騰が家計を圧迫してきている」とこぼすようになっている。クーポン等を利用しながら対応しているが、情報が行き届いていないように感じている。,
,,□,競輪場（職員）,来客数の動き,・来場者数に大きな変化はない。,
,,□,その他サービス［自動車整備業］（経営者）,来客数の動き,・来店数は増えないものの、インターネット予約は増加している。横ばい状態が続いている。,
,,□,住宅販売会社（経営者）,来客数の動き,・９月までは土地購入の問合せが多かったが、10月に入ってからは少なくなっている。,
,,□,住宅販売会社（経営者）,お客様の様子,・引き合いはちらほらあるが、なかなか成約には結び付かない。問合せも若干増えてきたかと感じているものの、貸店舗等も成約には至らない。,
,,▲,一般小売店［家電］（経営者）,販売量の動き,・商材価格や諸物価の高騰と、円安の影響で、客の財布のひもはかなり固い状況になっている。,
,,▲,百貨店（営業担当）,単価の動き,・円安物価高の影響と賃金の上昇が伴っていない状況なので、客の生活防衛意識が強まる傾向にある。,
,,▲,コンビニ（経営者）,来客数の動き,・客単価の大きかった夜の来客数が、大きく落ち込んでいる。リモート勤務体制が来客数の回復を妨げている。平日の日中の来客数は前年並みで推移し、現状維持がやっとである。,
,,▲,家電量販店（営業担当）,販売量の動き,・電器暖房等の動きは前年比110％と出だしは良い。他の白物家電は90％前後で推移している。黒物家電も映像商材を中心に85％程度で、苦戦している。,
,,▲,乗用車販売店（経営者）,販売量の動き,・円安の進行で物価がじりじりと上がって来ている。近隣の大規模小売店の来客数も変わらずコロナ禍前の65％程度なのではないか。自動車販売も低位安定が続いており、明らかに購買意欲が逓減している。,
,,▲,住関連専門店（店長）,来客数の動き,・物価上昇や円安を踏まえ、客の来店頻度が減っており、買い控えが進んでいる。,
,,▲,その他飲食［給食・レストラン］（総務）,単価の動き,・全般的な景気動向は、人流の活発化により持ち直しの傾向が見られる。ただし、主力の事業所給食は、売上が安定して推移している一方で、食材費や経費の上昇があり、収益を圧迫し始めている。今後は、人件費の増加も予定されている。委託費や食単価等、取引条件の見直しを交渉しているが、年度替わりの時期からといった形で先送りになることも多く、当面収支が下押しされるとみている。,
,,▲,通信会社（総務担当）,それ以外,・大型店舗に臨時ブースを設置する等の対策をして、販売量を前年同月並みに維持している。,
,,▲,美容室（経営者）,販売量の動き,・米ＦＲＢの公式議事録に、「米国内のインフレは日本の金融緩和が一因だ」と名指しされ、慌てて介入すればヘッジファンドの思うつぼ。政策を間違えたと思えば、即時に体制を変える柔軟性が、英国が今も世界に君臨する理由だろう。,
,,▲,その他サービス［自動車整備業］（従業員）,お客様の様子,・何も変わらない。,
,,▲,その他住宅［住宅管理・リフォーム］（営業）,お客様の様子,・リフォームの問合せが止まってしまっている。原材料高などを含めた総工費の高騰や、昨今の円安報道等により、生活防衛意識が強まっている。,
,,×,衣料品専門店（販売担当）,来客数の動き,・客が本当に出てこないので、あの手この手といろいろ試行錯誤しながらやっているが、やはり、安全な環境づくりが第一だと思う。今の政治を見ていると、国の方向性というか、国民の安心安全をきちんと守ってくれる方向に向かっていない。また、政策が具体的に何も出ておらず、それがイライラの原因になってしまっている。さて、どうしたらよいのかという状況である。,
,,×,その他飲食［ファーストフード］（経営者）,販売量の動き,・当社は飲食店を20店舗ほど経営している。販売価格は変更していないが、このところ販売が前年比15％ほど下がっている。,
,,×,都市型ホテル（経営者）,販売量の動き,・新型コロナウイルス感染症対策で、脱マスクが浸透しない限り、レストラン、宴会等、外食産業に客は戻ってこない。,
"企業
動向
関連

(北関東)",,◎,－,－,－,
,,○,電気機械器具製造業（経営者）,受注量や販売量の動き,・10～11月と、段々受注が増えてきている。現状では全般的にいろいろな得意先で増えている。,
,,○,輸送用機械器具製造業（経営者）,受注量や販売量の動き,・今月だけの話だが、いろいろな取引先で受注や販売量等が若干増えている。ただし、来月はまた減少しそうである。,
,,○,輸送用機械器具製造業（総務担当）,受注量や販売量の動き,・生産量は増加しているが、コロナ禍の減産期に人員を削減したため、人材確保が追い付かない。残業が増加して従業員が疲弊している。,
,,○,広告代理店（営業担当）,受注量や販売量の動き,・旅行や飲食等への人の動きが出てきており、販促広告の出稿も少しずつ増えてきている。前年がひどかっただけに比較にはならないが、新型コロナウイルス感染症の発生前の50％程度まで戻ってきていると思う。,
,,○,その他サービス業［情報サービス］（経営者）,受注量や販売量の動き,・受注残も多く、商談や引き合い件数も増加傾向にある。,
,,□,窯業・土石製品製造業（総務担当）,受注量や販売量の動き,・原材料の値上がりが多く四苦八苦しているが、受注、売上は変わらずに推移している。,
,,□,金属製品製造業（経営者）,取引先の様子,・３か月間では売上の変化は少ない。,
,,□,一般機械器具製造業（経営者）,受注量や販売量の動き,・サプライチェーンのトラブルが解消されず、受注残は増えているものの、思いどおりの生産、納入ができない状況が続いている。,
,,□,電気機械器具製造業（経営者）,取引先の様子,・取引先の様子を見ると、第２四半期の生産計画と同様に推移している。,
,,□,輸送業（営業担当）,取引先の様子,・冬物家電、電気カーペット、石油ストーブ、ファンヒーター、こたつ等の物量が、前年並みの輸送量となっている。輸送コストの上昇による運賃値上げをしている取引先も多少は出てきている。しかし、ドライバー不足や車両確保の厳しい状況は続いている。,
,,□,経営コンサルタント,それ以外,・コロナ禍の状況や、ウクライナ戦争を原因とする石油製品、エネルギー製品やその他諸物資調達難と価格高騰の状況が払拭されないなか、地域企業の経営業績は改善しておらず、投資活動は停滞気味である。さらに、それら地域企業に雇用されている人々の生活水準も大きく好転しているわけではなく、消費行動も活発になっていない。,
,,□,司法書士,受注量や販売量の動き,・動きがあるとしても、当地は田舎の小さな街なので、回答を変わらないからやや良くなっている、あるいはやや悪くなっていると変えるほどの動きは余りない。,
,,□,社会保険労務士,取引先の様子,・人の動きが良くなり、売上は一時期よりは伸びてきている。ただし、材料費等、価格が高騰しているので、収益は余り改善していない。,
,,▲,一般機械器具製造業（経営者）,取引先の様子,・当社の得意先は40社ほどあるが、通常、半数以上の会社から毎月何らかの受注がある。今月になって全く注文がなかったり、注文数が減少した会社が多く出てきている。,
,,×,建設業（開発担当）,受注量や販売量の動き,・公共工事主体で売上の95％を占める建設業を営んでいる。今期公共工事は前年比10％減と厳しく、当社売上も前期比10％減で、今期決算は厳しくなると予想する。,
,,×,不動産業（管理担当）,受注量や販売量の動き,・９月で清掃や設備管理業務の契約が解消となった取引先が出ている。現在の取引先も、値上げ交渉に応じてくれるところはあるものの、取引解消の金額の方が大きく、売上、利益共に減少している。,
"雇用
関連

(北関東)",,◎,人材派遣会社（社員）,周辺企業の様子,・当社の顧客である宿泊施設でも、かなり稼働率が上がっている。ただし、人手不足のため、抑えた稼働になっているところもある。新型コロナウイルス感染症がある程度落ち着き、大分人が動いている感じがする。以前に比べると、物販もかなり忙しいようである。,
,,○,職業安定所（職員）,求人数の動き,・７月と比べ新規求人数は、建設、小売、飲食店、医療福祉等で増加がみられ、全数で14％の増加となっている。また、前年同月比では20.4％と12か月連続して増加しており、求人数は堅調に推移している。,
,,□,人材派遣会社（経営者）,求人数の動き,・当地で国体が開催されていたこともあり、衣料品、生鮮食料品も含めた食料品等への購買が見られている。製造業は、工場関係での稼働率をみても低調である。特に、自動車関連ではどうしても車両部品が整わないので、なかなか向上していかない。住宅関連の改造、改築、外装等は伸び悩んでいる。,
,,□,人材派遣会社（社員）,求人数の動き,・職種にかかわらず、求人依頼数に大きな変化はない。業種でみると、サービス業や製造業を中心に求人数が多く、求職者が選択できる状況である。,
,,□,人材派遣会社（管理担当）,求人数の動き,・派遣求人数に変化はない。時給が高い求人に人が集まり、時給の低い求人には応募が少ない傾向等にも変化はない。,
,,□,学校［専門学校］（副校長）,周辺企業の様子,・関係する業者との話でも、物によっては、不足して困っていたり、価格が高騰し金銭的に厳しい状況で、経済は動いてきているものの、付随した部分で足を引っ張る傾向がある。,
,,▲,－,－,－,
,,×,＊,＊,＊,
,,,,,,
　４．南関東（地域別調査機関：株式会社日本経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(南関東)",,◎,一般小売店［文具］（販売企画担当）,来客数の動き,・店頭で様々な施策を行い、２店舗での営業を１店舗に集約したこともあり、来客数が確実に増えている。また、外商部でも新たな施策として新規顧客獲得に取り組んでおり、これが奏功して官公庁関係の顧客数が増えている。そのようなことから売上が伸びている。,
,東京都,◎,百貨店（売場主任）,来客数の動き,・気温の低下に伴い、冬物商材の動きが活発化している。おせちも高額品の複数点購入などの動きがあり、今年も在宅だが家族が集まる傾向がみられる。今月に入り、海外からの入国規制緩和で外国人観光客が増加していることに加え、円安の影響で買上額も以前より高めに推移している（東京都）。,
,東京都,◎,百貨店（店長）,来客数の動き,・人流が一定程度回復していること、富裕層の消費が引き続き活況であることに加え、ここに来て気温が低下し、重衣料の動きも良くなっている。また、リモートと出社の比率が変わってきているようで、ビジネス需要に動きがある。トラベル商材のニーズも高い（東京都）。,
,東京都,◎,百貨店（財務担当）,販売量の動き,・新型コロナウイルスの新規感染者数の減少、全国旅行支援の開始等により、消費マインドが一定程度改善し、販売量も上向き傾向にある（東京都）。,
,,◎,百貨店（企画宣伝担当）,来客数の動き,・外出機会の増加に伴い、衣類の売上が拡大している。,
,東京都,◎,一般レストラン（経営者）,来客数の動き,・Ｇｏ　Ｔｏ　Ｅａｔなどが再開され、外食を楽しむ客がかなり増えてきている。３か月前と比べると、予約も少人数ながらも入っている（東京都）。,
,東京都,◎,その他飲食［居酒屋］（経営者）,来客数の動き,・今月から始まった全国旅行支援と海外からの旅行客受入れの影響で、当店の来客数も増えており、来街者数も増加している（東京都）。,
,,◎,都市型ホテル（スタッフ）,来客数の動き,・全国旅行支援の開始に伴う需要増加が顕著に表れている。,
,東京都,◎,旅行代理店（従業員）,販売量の動き,・全国旅行支援がスタートし、予約や販売が活況となっている（東京都）。,
,東京都,◎,旅行代理店（営業担当）,販売量の動き,・全国旅行支援がスタートし、申込みが殺到している（東京都）。,
,東京都,◎,タクシー運転手,それ以外,・10月は連休があり、ウィズコロナの新たな段階への移行に向けた見直しもあった。加えて、天候もまずまずだったことで忙しく、特に、月末の金曜日は歳末の繁忙期を思わせる忙しさである（東京都）。,
,東京都,○,商店街（代表者）,それ以外,・クレジットカードの取扱高は確実に上がっている。今月、当地域で一番大きなイベントを３年ぶりに規模を縮小して開催したが、すごい人出があった。駅の乗降客数で、前年比15～25％アップである（東京都）。,
,,○,一般小売店［祭用品］（経営者）,販売量の動き,・10月になり行事が増え、需要が高まっている。新型コロナウイルス感染症が若干落ち着いてきて、様々な規制が緩和された影響がある。,
,東京都,○,一般小売店［生花］（店員）,販売量の動き,・８月はお盆があったが、いつものお盆と変わらず、売れるような売れないような状態のまま、あっという間に過ぎてしまった。ただし、景気的には上向いてきており、10月に入ってから観光地などが随分にぎやかになっている。全国旅行支援などで土産物屋や観光地が潤ってくると、世間的にも良くなる（東京都）。,
,東京都,○,百貨店（総務担当）,お客様の様子,・新型コロナウイルス感染症の感染対策に気を遣ってはいるものの、店頭での客の購買意欲はやや良い状態が続いている。特に、今月は季節の変化がはっきり現れたため、婦人衣料関連の動きが良い。訪日外国人の需要も高まってきてはいるが、全体に大きな影響を及ぼすまでには至っていない（東京都）。,
,東京都,○,百貨店（総務担当）,来客数の動き,・新型コロナウイルスの新規感染者数の減少、感染予防対策の緩和もあり、来客数が好調に推移している（東京都）。,
,東京都,○,百貨店（広報担当）,お客様の様子,・購買力の高い顧客層の消費マインドの力強さは引き続き高い水準で推移している。一方、７月頃と比較して新型コロナウイルスの新規感染者数が抑えられていることにより、その他の顧客層の消費マインドも上向きになってきている。外出や人と会う機会が増加したことが主な背景とみている（東京都）。,
,東京都,○,百貨店（営業担当）,販売量の動き,・新型コロナウイルスの新規感染者数が落ち着き、全国旅行支援も始まったことにより、レジャー関連など外向きの需要が拡大している。中旬以降、インバウンド需要も伸長しているが、購入額の大きい中国人の来店が少ない。物価高の影響が購買点数などに徐々に出てきており、食品関連の売上は伸びていない（東京都）。,
,東京都,○,百貨店（営業担当）,来客数の動き,・売上こそ2019年度には達しないものの、来客数は増えている。インバウンドも徐々に増加している（東京都）。,
,東京都,○,百貨店（営業担当）,販売量の動き,・婦人服を中心にアパレル関連の売上が増加傾向に転じている。コロナ禍で消費を控えていた反動か、今後の物価上昇を踏まえた動向かを見極めるにはまだ早いとは思うが、食料品なども引き続き堅調であり、夏場よりは好転している（東京都）。,
,東京都,○,百貨店（販売促進担当）,来客数の動き,・来客数は前月に続き好調に推移しており、売上も宝飾、時計などの高額品を中心に好調を維持している（東京都）。,
,,○,百貨店（店長）,お客様の様子,・気温の低下とも連動するが、アウターやブーツなど冬物関連商材が前年よりも早めに動き出しており、この先の外出を意識した購買が増えている。,
,,○,スーパー（ネット宅配担当）,単価の動き,・商材の値上げや県独自のキャッシュレス決済キャンペーンなどの影響もあり、特に単価の伸びが大きい。,
,東京都,○,コンビニ（エリア担当）,販売量の動き,・たばこ増税に伴う駆け込み需要の特需と、その後の買い控えの影響は思っていたより少なく、売上は維持できている。物価が上昇して単価が上がっていることと、流動客の戻りがみられ、新型コロナウイルス感染症の発生前くらいの売上になっている（東京都）。,
,,○,コンビニ（従業員）,来客数の動き,・来客数がやや伸びている。単価も少し上がってきている。コンビニは日常的な買物の場であるため、大きな買物をするというよりも、買う頻度や単価が上がるなどの事柄が大きく影響してくる。この地域では数年ぶりに大きな祭りがあった。祭り客でにぎわい、少なからず売上に貢献している。,
,,○,衣料品専門店（経営者）,販売量の動き,・外出着が売れている。,
,東京都,○,衣料品専門店（経営者）,販売量の動き,・気温が下がって、冬物衣料品の動きが大変良くなっている（東京都）。,
,東京都,○,家電量販店（店長）,来客数の動き,・売上の面では、全国旅行支援の効果はまだほとんど感じられないが、規制緩和による外国人旅行客の増加は実感できる（東京都）。,
,,○,乗用車販売店（経営者）,販売量の動き,・新車販売において、納車時期が段々と早まってきているので、売上の増加に結び付いている。,
,,○,乗用車販売店（総務担当）,販売量の動き,・中古車市況が継続して好調で、サービス需要が計画を上回り、利益を確保している。,
,,○,高級レストラン（経営者）,来客数の動き,・来客数、売上共に今年の５月並みになってきている。,
,東京都,○,高級レストラン（営業担当）,来客数の動き,・当月売上は2019年比で79.4％であり、婚礼部門が顕著である。レストランや宴会などの一般利用のみだと60～65％程度となっている（東京都）。,
,東京都,○,高級レストラン（役員）,来客数の動き,・新型コロナウイルス感染症の水際対策緩和や円安の影響により、インバウンド客や富裕層の予約が増加基調で、売上としては上昇傾向である。ただし、円安により輸入品の価格高騰を始めとして、仕入原価が上昇しているため、利益ベースでは必ずしも良い状況ではない（東京都）。,
,東京都,○,高級レストラン（仕入担当）,来客数の動き,・来客数が伸びている。ただし、新型コロナウイルス感染症を考慮し、従来は100名のところを60名に減らすなどで宴会を開催するケースが目立つ（東京都）。,
