,,○,都市型ホテル（支配人）,・新型コロナウイルス感染拡大のピークアウトが１か月～１か月半後との報道もあるので、ピークアウトすることを願って、やや良くなると予想する。,
,,○,タクシー（経営者）,・全体的に動きが良くなってきたので、この先も良くなるのではないか。,
,,○,通信会社（営業担当）,・新型コロナウイルスの新規感染者数の増減に影響される恐れがある。,
,,○,設計事務所（所長）,・当県内に限れば、国体の開催もあるので、多少の景気上昇は期待できる。,
,,□,一般小売店［精肉］（経営者）,・現在の暑さが少し落ち着いてくるようになれば、人の動きが出てくると思うが、なかなか難しい状態である。物価が毎回のように値上がりしているので、客も考えて行動している。,
,,□,一般小売店［土産］（経営者）,・前月には考えられないほど、新型コロナウイルスの感染拡大が止まらない。観光業を営んでいるので、通常、夏休みに入ると徐々に忙しくなってくるが、感染拡大に伴い、自主的に行動制限する方が多く、前月より売上が悪くなっている。周囲の店や宿泊施設も低調な予約のため、景気の悪い状況が続いている。,
,,□,百貨店（営業担当）,・新型コロナウイルスの感染拡大を始めとして、食料品、エネルギー価格等の高騰など、依然として先行きは不透明で、景況改善は見込めない。,
,,□,百貨店（店長）,・４～６月の売上が、2019年比マイナス５～10％で推移しており、戻りの鈍い状態が続いている。,
,,□,乗用車販売店（販売担当）,・ようやく新型コロナウイルスの感染対策の行動制限が緩和され、観光客も増えてきて、周囲のホテル、物産店、ドライブイン関係が、さあこれからだというときに、また感染拡大第７波の影響で、キャンセルが相次いでいる。それに同調しているわけではないが、新車に関しては注文後、半年～７か月先の納車になるが、２～３か月先も全く同じような状況である。新型コロナウイルスが収束、または沈静化しない限りは、車の販売もホテル関係も良くならない。,
,,□,自動車備品販売店（経営者）,・やはり新型コロナウイルス感染症の影響もあり、人の動きは鈍く、購買意欲もまだ上がっていない状況がもう少し続く。,
,,□,住関連専門店（仕入担当）,・新型コロナウイルスの感染拡大の第７波が想定以上に大きく、今後、行動を抑制する流れになると、更に個人消費は落ち込む。,
,,□,その他専門店［靴小売業］（経営者）,・今の課題は、新型コロナウイルスの新規感染者数の状況が厳しいことである。また、猛暑でもあり、人出が特に悪くなりそうである。子供と高齢者が内向きになってしまうことが予測される。メーカーや問屋の在庫が薄くなり、的確な品ぞろえが難しくなってきている。,
,,□,一般レストラン（経営者）,・物価高騰はまだ続くだろうし、給料が上がる等がない限り、悪い状態が変わらず続くだろう。新型コロナウイルス感染症も対策をしっかりして慣れてくれば、人も動くと思うが、まだしばらくは現状のままである。,
,,□,一般レストラン［居酒屋］（経営者）,・社会情勢次第だと思うが、変わらない。,
,,□,一般レストラン（経営者）,・仕入品の価格はまだ上がるだろうと読んでいる業者が多いので、先行きは不安である。,
,,□,観光型ホテル（経営者）,・変わらないというより、分からないというのが正直なところである。政治行政が明確に方向性を出さなくてはいけないと思う。,
,,□,都市型ホテル（総支配人）,・客自身が様子見しながらの予約状況となっているが、以前のようなキャンセルラッシュとはならないのではないか。スポーツや学生団体の予約等も新型コロナウイルス感染症の発生前に戻りつつある。,
,,□,旅行代理店（所長）,・全ては、新型コロナウイルスの感染拡大が今後どのように推移するかにかかっている感じがする。また、全国旅行支援や、Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの実施の有無に大きく左右される。,
,,□,旅行代理店（従業員）,・サル痘関係が不安だが、このまましばらくは現状が続くと思う。,
,,□,通信会社（経営者）,・数か月での回復は一切見込めず、人員削減等の経費削減を進めている。,
,,□,通信会社（社員）,・しばらくは現状が続く。,
,,□,通信会社（総務担当）,・人気機種の新型スマートフォンの発売による販売増が見込めるので、今年度は毎月悪化しているが、その中での横ばいを予想している。,
,,□,通信会社（局長）,・機器の納品時期が不安定なので、販売方法が複雑化しており、生産性が下がっている。,
,,□,競輪場（職員）,・経済活動を行いながら、新型コロナウイルス感染症対策を実施している状況だが、新規感染者数の急増で、自粛ムードになってきている。また、物価上昇も続いており、良い方向に向かう要因は、現在のところ見いだせない。,
,,□,住宅販売会社（経営者）,・多業種に渡って、状況が悪化しているとの話を耳にする機会が多くなっている。新型コロナウイルス感染拡大が落ち着くまで、この状況は続くことになりそうである。,
,,□,その他住宅［住宅管理・リフォーム］（営業）,・会社全体の業績でみると、公共工事の受注で一息ついている感じである。民間工事は原材料価格高騰によるコスト高を敬遠して、積極的とは言い難い姿勢を感じている。,
,,▲,商店街（代表者）,・緊急事態宣言が発出されてもおかしくない状況で、新型コロナウイルス感染拡大第６波の頃の状態に戻った景気になりそうで、恐ろしく感じられる。,
,,▲,一般小売店［青果］（店長）,・これだけ新型コロナウイルスの新規感染者数が増えてくると、ある程度感染が沈静化しない限り、不安で出歩いたり、買物等もできない状態である。,
,,▲,百貨店（営業担当）,・新型コロナウイルス感染拡大の出口が見通せない。物価高騰等や不安要素の払拭が見えない状況が続くと予想される。,
,,▲,スーパー（商品部担当）,・新型コロナウイルス新規感染者数の増加や諸物価の値上がり傾向と、家計に対する良い話はない。天候不順の影響等も考慮すると、まだまだ厳しい状況が続きそうな感じがする。,
,,▲,コンビニ（経営者）,・このところの、数多くの値上げに伴い、買い控えが出てきている。食料品の値上げは今後、ボディーブローのようにダメージが大きくなり景気後退につながるのではないかと、非常に心配するところである。,
,,▲,乗用車販売店（経営者）,・コロナ禍や他国の侵略戦争による原油、ガス不足と物価上昇等のため、購買意欲が減少している。ただし、当地域の自動車メーカーは、生産台数の内、輸出が63％を超えるので、為替差益は大きい。円高傾向になれば諸刃の剣となる。,
,,▲,乗用車販売店（従業員）,・受注状況から見る限り、依然として厳しい状況が続く。,
,,▲,住関連専門店（店長）,・このまま新型コロナウイルス新規感染者数が多くなると、現状から悪化することが懸念される。,
,,▲,その他飲食［給食・レストラン］（総務）,・求人難に加えて、最低賃金の見直しが今年度も予定されている。扶養控除の範囲内の勤務を希望する社員も多く、１人当たりの勤務時間が短くなれば、更なる人員不足となりかねない。労働集約型の業務では、他のコストアップ要因も加わって、業務環境は一段と厳しくなる。,
,,▲,テーマパーク（職員）,・新型コロナウイルス新規感染者数の大幅な増加により、夏季繁忙期になっても入園者数は足踏み状態である。,
,,▲,その他サービス［自動車整備業］（経営者）,・円安、新型コロナウイルス感染症、エネルギー問題、諸物価高騰と、様々な問題が目白押しである。せめて、大災害が発生しないことを祈るのみである。,
,,▲,設計事務所（所長）,・やや良くなる傾向にあったが、新型コロナウイルスの新規感染者数の増加、物価の高騰、ヨーロッパ情勢等により、景気は冷え込みつつある。,
,,×,一般小売店［家電］（経営者）,・とにかく物が高過ぎる。税金でも減らしてくれない限り、一般庶民は生活できなくなる。買い控えは必ず起きる。,
,,×,コンビニ（経営者）,・今月初めまで大きなイベントがあり、売上が非常に伸びたが、イベントも終わったので今後は悪くなる一方だと思っている。,
,,×,衣料品専門店（販売担当）,・多くの客が動き出そうとした矢先に、新型コロナウイルス感染拡大第７波が来てしまっている。来月からは、夏休みや旧盆があり、人の動きは多少出ると思うが、当店の顧客は高齢の方がほとんどなので、相当動きが鈍い状況が続くのではないか。こうしたことから、今後もしばらくの間は外出自粛が増えていくと思うので、ますます悪くなっていく。,
,,×,一般レストラン［居酒屋］（経営者）,・新型コロナウイルス新規感染者数の急増と夏のイベントが重なって、更に感染者は増えるだろう。経済を止めないというものの、社会的に自粛が当然となり、来客数は激減するとみている。,
,,×,その他飲食［ファーストフード］（経営者）,・物価高が止まらず、新型コロナウイルス感染拡大の第７波が来て、周辺や社員、私自身も含め、感染者や濃厚接触者になる状況で、店を回していくのも非常に大変である。景気が上がっていくような形が考えられない。,
,,×,都市型ホテル（経営者）,・新型コロナウイルス感染拡大の波と繰り返される濃厚接触者の行動制限により、何ら景気回復の兆しが見えない。,
,,×,都市型ホテル（支配人）,・新型コロナウイルスの感染が拡大している最中で、ピークアウトが８月後半になるとしても、３か月後はまだ感染状況が落ち着いていないのではないか。,
,,×,都市型ホテル（スタッフ）,・コロナ禍も一段落し、宿泊は県民割等の補助事業もあり、過去最高の客単価を残すなど好調である。レストランも2018年比で90％近くまで持ち直しており、好調である。また、宴会の受注件数も増え、１組当たりの人数も持ち直しが見えてきていたが、新型コロナウイルスオミクロン株ＢＡ.５のまん延で、一気に動きが止まっている。キャンセルも増えており、この状況が改善されない限り、同じことの繰り返しである。,
,,×,タクシー運転手,・再び、新型コロナウイルスの感染状況が落ち着かなければ、悪い現状は続きそうである。,
,,×,通信会社（経営者）,・仕入コストの増加、サプライチェーン崩壊による商材不足が続き、ようやく一部商材の納入が正常化してきたと思ったら、新型コロナウイルス感染拡大第７波である。二重苦、三重苦の状況で、景気が良いはずがない。景気後退になっても、日本は利下げもできない。大規模金融緩和はもう失敗に終わったのだから、いつまでも意地を張ってないで、柔軟に善後策をとるべきではないのか。,
,,×,ゴルフ練習場（経営者）,・原材料費の高騰や電気、ガス料金の値上げにより、商材価格を値上げせざるを得ない。,
,,×,美容室（経営者）,・日銀短観によれば、経済再開に対する期待で大企業はプラスを維持しているが、中小企業はマイナスに沈んでいる。日本経済の復活は、中小企業の利益成長なくしてありえない。,
"企業
動向
関連

(北関東)",,◎,－,－,
,,○,金属製品製造業（経営者）,・受注元の生産計画によるが、やや良くなるとみている。,
,,○,電気機械器具製造業（経営者）,・これから、新型コロナウイルスの感染状況がどうなるかによって、また変わってしまうだろうが、大分動くという予測が出ているので、多少なりとも安心できる。,
,,○,輸送用機械器具製造業（総務担当）,・主要な取引先からは、受注が増加するとの通知がある。,
,,○,その他サービス業［情報サービス］（経営者）,・商談や受注件数、金額いずれも増加しており、収益が更に改善するのではないか。,
,,□,窯業・土石製品製造業（経営者）,・現在、いろいろな物の値段が値上がりしている。ただし、今のところ影響を余り受けていないと思うので、このまま続いてほしい。,
,,□,金属製品製造業（経営者）,・今のところ、先のことは分からない。ただ、不安材料はたくさんある。,
,,□,輸送用機械器具製造業（経営者）,・８月は９連休があるので、やや悪くなる。こんな状況が続いているので、２～３か月先のことは、分からない。,
,,□,その他製造業［消防用品］（営業担当）,・まだしばらくは、新型コロナウイルス感染拡大の影響が残ると考える。,
,,□,輸送業（営業担当）,・今後も、新型コロナウイルスが感染拡大しても行動制限等が行われなければ、レジャー、バーベキュー、園芸用品や草刈り機等の物量は前年並みを確保予定である。しかし、原油高による燃料費高騰などで経費がかさんで厳しいため、利益確保は難しくなりそうである。,
,,□,経営コンサルタント,・ウクライナ戦争と中国上海のロックダウンの影響が続いている上に、新型コロナウイルス変異株の派生型のまん延が原因となって、急に先行きに対する不透明感が出てきている。さらに物価高騰とサプライチェーンの断絶による品不足が収まりを見せないなか、まだしばらくは消費活動が抑えられるのではないか。,
,,□,司法書士,・当面はやはり落ち目の状態で変わらないというところである。,
,,□,社会保険労務士,・物価高騰は続くだろうが、政府も景気対策を打つと思うので、それほど大きくは変わらないのではないか。,
,,▲,窯業・土石製品製造業（総務担当）,・あらゆる物の価格上昇で、非常に厳しい状態が続くのではないか。,
,,▲,一般機械器具製造業（経営者）,・自動車メーカーの生産ラインが今後どのように稼働するのか、明確な情報がないので苦しい状況が続く。サプライチェーンの断絶により、注文しても手に入らない物が増えてきており、計画的な生産が不可能になる状況が拡大するのではないかと懸念している。,
,,▲,一般機械器具製造業（経営者）,・購入している各種材料の単価が異常なほど上がっているため、発注元も不安要素が大きく、注文を出しづらくなっているようである。今後、周りでも倒産が出てくるのではないかという不安がある。,
,,▲,建設業（総務担当）,・発注見通しも件数が少なく、工事量が増えてくるのか分からず、先行きがとても不安である。,
,,▲,広告代理店（営業担当）,・新型コロナウイルス感染拡大第７波では、身近なところでの感染も見受けられる。これからのシーズンに影響があると思っている。,
,,×,建設業（開発担当）,・現政権の下、公共工事は順調で有り難い。ただし、コロナ禍で、公共工事発注は大変厳しい状況にある。発注額が前年比29％減、前々年比37％減と、壊滅的な状況である。公共事業は災害時の復旧作業にはなくてはならない業種だが、この状況では今後対応できなくならないか心配である。,
,,×,不動産業（管理担当）,・今後も、社内で新型コロナウイルス感染症の陽性者が出ることが予想され、通常の業務を延期したり縮小したりと、売上減少の見込みがある。また、９月末で取引先との契約解除が決まってしまうなど、売上の減少要因が増えるため、悪くなる。,
"雇用
関連

(北関東)",,◎,－,－,
,,○,人材派遣会社（経営者）,・地方では、旧盆の休みや夏休みを見越して、観光地等や夏物商材の遊具等、購買力は幾らか上がってきているようである。大型、中型店舗での購買意欲にも活発さがみられるが、購買力は一進一退の状況で、今後に期待はできるのか不安は残っている。,
,,○,人材派遣会社（管理担当）,・サービス業への派遣求人数が増加するため、やや良くなる。,
,,○,学校［専門学校］（副校長）,・新型コロナウイルスオミクロン株の変異株の感染拡大が心配ではあるものの、経済との両立を優先する動きが企業からうかがえるため、ウィズコロナが進んでいく。,
,,□,人材派遣会社（社員）,・派遣依頼数に対して、人材不足の状況は変わらない。また、稼働スタッフの新型コロナウイルス感染者数が急増しており、売上への影響も懸念される。,
,,▲,人材派遣会社（社員）,・新型コロナウイルスの感染拡大が再び起きている。当然、どの業種、どの地域でも影響はあると思うが、先行きが不透明ななかで、出歩くことを控えることなどが起きてくる。宿泊施設関係ではキャンセル等も増えているようなので、先行きは若干悪くなるのではないかと予想している。,
,,▲,職業安定所（職員）,・新型コロナウイルスの本質をとらえないで、感染予防策を押し付けている我が国や世界各国が、経済を圧迫している傾向は一層強くなっている。今回、ＷＨＯからサル痘の緊急事態宣言が発出されたこともあり、このまま押さえつけていくのであれば、どんどん悪くなっていく。,
,,▲,職業安定所（職員）,・雇用面では持ち直しの動きがみられるものの、新型コロナウイルスの感染急拡大、各種原材料高、燃料や光熱費の上昇、ウクライナ情勢等、不安要因が多く、今後の雇用への影響が懸念される。,
,,×,＊,＊,
,,,,,
　４．南関東（地域別調査機関：株式会社日本経済研究所）,,,,,
,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の先行き判断,業種・職種,景気の先行きに対する判断理由,
"家計
動向
関連

(南関東)",,◎,乗用車販売店（総務担当）,・半導体不足は解消されていないものの、中古車、サービス販売でカバーする。新車については、日本市場でもＥＶへのシフトが予想される。,
,,◎,都市型ホテル（スタッフ）,・新型コロナウイルス感染症に対する対策が緩和されると信じ、人流は増加してくる。,
,東京都,◎,旅行代理店（従業員）,・新型コロナウイルス感染症が落ち着きを見せ、全国旅行支援、Ｇｏ　Ｔｏ　Ｔｒａｖｅｌキャンペーンの再開が見込まれる（東京都）。,
,東京都,○,百貨店（販売促進担当）,・館内の一部リニューアルオープンを予定しており、秋の行楽などライフスタイルをもって、トラベル、食品などに期待している（東京都）。,
,東京都,○,百貨店（販売促進担当）,・新型コロナウイルス感染症については、行動制限がなくなり来客数が安定してきているが、一方で今年は猛暑により客が来店を控えるケースが増えてきている。台風の程度にもよるが、秋以降の方が売上の安定が見込める（東京都）。,
,東京都,○,百貨店（店長）,・今回の新型コロナウイルスオミクロン株の別系統は、海外の事例を見ても短期間に感染爆発が起こるものの、収束も早めだと予測している（東京都）。,
,東京都,○,百貨店（管理担当）,・ここ数年の傾向では、新型コロナウイルスの新規新規感染者数が落ち着き、過ごしやすい気候になるにつれて、外出の気運が高まるのではないか（東京都）。,
,東京都,○,スーパー（店長）,・今月に入り新型コロナウイルスの新規感染者数がまたじわじわと増え続けている。３か月先もこのまま新規感染者数が増えていけば、地域の客も自粛で余り出かけたり外食したりせずに近所のスーパーで買物をしてくれるのではないか。新型コロナウイルスの新規感染者数が急拡大しているなかでは、そのように予測している（東京都）。,
,,○,コンビニ（経営者）,・新型コロナウイルスの感染状況にもよるが、来客数は増えている。今後も、前年と比べると良くなっていくと思うが、また行動制限が行われれば、同じように不景気になっていくのではないか。ただし、かなり原価が上がり、コストが上昇しているので、利益が取りにくい時代になってきたと感じている。,
,東京都,○,コンビニ（エリア担当）,・１か月先の天気予報で高温が予想されており、行動制限も掛からない見込みのため、前年と比較して来客数の増加を期待できる（東京都）。,
,東京都,○,家電量販店（店長）,・新型コロナウイルス感染症がピークアウトし、早く訪日客の受入れを拡大してほしい（東京都）。,
,東京都,○,乗用車販売店（販売担当）,・やはり半導体不足の影響が相当ある。新車については相当納期が掛かるため、前受注ということで大幅な値引きがない。中古車についても、新車がなかなか手に入らないので中古車を買うという形で購買力が上がってきて、価格が相当高騰している。20％以上値上がりしている車もあり、当然それに伴って粗利も上がっている。そうしたことから、今後については徐々に良くなるのではないか（東京都）。,
,東京都,○,住関連専門店（営業担当）,・政府の施策である「こどもみらい住宅支援事業」の浸透による需要喚起や、新型コロナウイルス感染症対策において、原則行動制限なしへとかじを切ることによる経済活動の活発化が見込まれる（東京都）。,
,,○,その他専門店［ドラッグストア］（経営者）,・３か月後になると季節も変わってくるので、それなりに消費が増えてくる。,
,東京都,○,その他専門店［雑貨］（営業担当）,・新型コロナウイルスの新規感染者数の再拡大が懸念されるが、このまま行動を制限することなく経済活動が継続されれば、景気は緩やかながら更に良くなっていく（東京都）。,
,東京都,○,高級レストラン（仕入担当）,・新型コロナウイルスの新規感染者数によるところが大きい。楽観視すれば、やがては減少するであろう。これまでの波から、近い時期をピークとすれば、秋口以降は新規感染者数は減少に転ずると予想できる（東京都）。,
,東京都,○,一般レストラン（経営者）,・ここにきて、新型コロナウイルスの感染が再拡大している。また、仕入コストも値上がりが続いている。３か月後は新型コロナウイルス感染症の収束と仕入コストの値下がりを期待するしかない。当社もそろそろ倒産の準備に入らなければいけない状態になりつつある。新型コロナウイルス感染症に負けたくない（東京都）。,
,,○,一般レストラン（経営者）,・円安は変わらないと思うが、値上げが一巡して市場が落ち着いてくる。,
,東京都,○,一般レストラン（経営者）,・政府や行政は経済活動との両立を狙っているが、市場はなかなか反応しない。やや良くなると回答したが、希望的観測である（東京都）。,
,東京都,○,旅行代理店（従業員）,・現在、来客数は国内線も国際線も多くなっており、夏休みも多くの客の利用が見込まれているが、新型コロナウイルス感染症の急速なリバウンド、国内でサル痘の感染が認められたことから、確実な回復は依然として分からない（東京都）。,
,東京都,○,旅行代理店（販売促進担当）,・新型コロナウイルスの感染拡大がどうなるかによって大きく変わってくるが、２～３か月後であれば全国旅行支援が開始されていると思うので、プラス材料になる。また、行動制限がなければ、教育旅行を中心に国内旅行が順調に推移する。秋の旅行シーズンにもなるので、やや良くなる（東京都）。,
,,○,タクシー運転手,・確実に良くなっている。無線本数、駅での利用、会社からのオーダーも増えてきている。夜は飲み屋からのオーダーはまだ少ないが、駅での利用が良いので、新型コロナウイルスの新規感染者数増加を抑えることができれば良い。,
,東京都,○,通信会社（経営者）,・新型コロナウイルス感染症の影響が減少し、平常に戻りつつある（東京都）。,
,東京都,○,通信会社（経営企画担当）,・前月より契約件数は微増が続いている。ただし、前年度に比べると依然として低調である（東京都）。,
,東京都,○,通信会社（管理担当）,・新型コロナウイルスの感染第７波によりブレーキが掛かっているため、４回目のワクチン接種などにより感染状況が落ち着いたら、緩やかに改善する（東京都）。,
,,○,ゴルフ場（経営者）,・新型コロナウイルスの感染第７波も収束するとみている。,
,,○,ゴルフ場（経営者）,・新型コロナウイルスの感染第７波の影響で、日々新規感染者数が爆発的に増えているので、慎重な行動を求められることになり、自主的な外出自粛が予想される。しかし、過去２年間を見ても、ゴルフ業界は遠方への外出が控えられるのと反比例して伸びてきた業界なので、今回の感染拡大のなかでも、同様の状況になることを想定している。,
,,○,パチンコ店（経営者）,・８月上旬にも新型コロナウイルスの感染第７波のピークアウトが予想されるので、その後は経済活動が活発化する。,
,東京都,○,その他レジャー施設［総合］（広報担当）,・新型コロナウイルスの感染拡大が懸念材料だが、前年も同時期は新規感染者数が余り多くなかったので、同様の状況になれば来場者数の増加が見込める（東京都）。,
,東京都,○,その他レジャー施設［複合文化施設］（財務担当）,・ある時期から新型コロナウイルスの感染第７波が落ち着いてくる（東京都）。,
,東京都,○,その他サービス［フィットネスクラブ］（エリア統括）,・新型コロナウイルスの感染第７波がきているが、重症化しないとの認識によるためか、来客数には余り変化はみられない（東京都）。,
,,○,住宅販売会社（従業員）,・資料請求の件数が増えている。,
,,□,商店街（代表者）,・商店街の通行量が少なくなり、販売量が減っていることから、売上がなかなか思うように回復軌道に乗っていないのが現状である。コロナ禍も３年目に入ったので、会社としてはずっと赤字になっている。何としてもここで頑張らなければならないと思うのだが、ここにきての急激な感染拡大によってそれが阻まれてしまっており、今後の商売が非常に厳しくなっている。,
,東京都,□,商店街（代表者）,・新型コロナウイルスの感染第７波がどこでピークアウトするかによるが、人の動きが止まる気配はないので、近場のレジャー、アミューズメント、買物のスイートスポットである当地域は良い状態をキープするのではないか（東京都）。,
,,□,一般小売店［家電］（経理担当）,・新型コロナウイルスの感染再拡大の影響で、来客数が少なくなっている。宣伝方法も、インターネットを中心に行わないと、なかなか集客できない。,
,,□,一般小売店［印章］（経営者）,・当店は、アーケードの店舗ではなくて、点在型商店街の１店舗であり、当店の商材で集客することは非常に困難である。これからも華々しい景気回復は見込めない。,
,,□,一般小売店［祭用品］（経営者）,・新型コロナウイルスの新規感染者数が減るものの、イベント事業が再開する見込みも不明なので、変わらない。,
,東京都,□,一般小売店［米穀］（経営者）,・社会不安があるので、安定した軌道に乗らない（東京都）。,
,東京都,□,一般小売店［文房具］（経営者）,・新型コロナウイルス感染症の今までの傾向からすると、ピーク後２～３か月で新規感染者数も下降線をたどると思われる。３か月後の秋口には行楽シーズンに入ることや、各種イベントの再開などにより来街者も戻ってくると推測され、当店の売上や来客数もやや回復するのではないか（東京都）。,
,,□,一般小売店［傘］（店長）,・期待はしているが、不透明感が拭えない。,
,,□,一般小売店［文具］（販売企画担当）,・外商の案件数は結構あるが、単価が下がっており、大体あるような超大型案件が先行きには余り見えていないことが不安である。,
,東京都,□,一般小売店［書店］（営業担当）,・例年は、秋学期用の受注と、年末から年度末にかけての受注増加が見込まれるが、今年は為替の影響で縮小する可能性が大いにある（東京都）。,
,東京都,□,百貨店（売場主任）,・来客数は横ばいだが、日配品を中心に価格が上昇しており、購買点数に影響がみられる（東京都）。,
,,□,百貨店（総務担当）,・新型コロナウイルスの感染再拡大が続いているなか、客の消費への姿勢も継続してしまうことが予想される。,
,東京都,□,百貨店（総務担当）,・コロナ禍、ウクライナ情勢、円安等、景気に影響を与える様々な要因については、どれも具体的な明るい先行きは見えていないが、停滞慣れのなかで、消費に動きが出ている様子が続いている。要因の成り行き次第では、上昇にも下降にも振れる可能性がある（東京都）。,
,東京都,□,百貨店（総務担当）,・新型コロナウイルスの感染状況が今より落ち着く一方で、エネルギーや食料品の価格高騰に加え、円安も続くと思われるため、消費に対してはしばらく慎重な判断になる（東京都）。,
,東京都,□,百貨店（広報担当）,・現状の足踏みは新型コロナウイルス新規感染者数の推移によるものである。高付加価値商材への消費意欲は依然として底堅いとみているが、現状の感染第７波のピークアウト時期が正確に読めない以上、先行きは不透明と言わざるを得ない（東京都）。,
,東京都,□,百貨店（営業担当）,・４月から徐々に来客数、販売量、単価が上がり、19年度の実績に近づきつつある。担当は郊外店が多く、新型コロナウイルス感染症の影響は小さいと思われるが、飲食テナントを中心とした取引先がこれまでの新型コロナウイルス感染症の影響から脱却しきれていない状態にあるため、感染第７波の状況次第である（東京都）。,
,東京都,□,百貨店（販売促進担当）,・政府が新型コロナウイルス感染症対策の考え方を変えない限り、変わらない（東京都）。,
,東京都,□,百貨店（経営企画担当）,・新型コロナウイルスの感染状況は８月上旬がピークとなる一方、収束には時間が掛かるとの報道もあり、当面は厳しい状況が続く。インバウンド需要も当面は見込めそうにない。ウクライナ情勢に伴うエネルギー関連のひっ迫、料金値上げなど、明るい情報がなく、前年ほどの影響はないものの、売上は伸び悩むと予想している（東京都）。,
,,□,百貨店（企画宣伝担当）,・新型コロナウイルスの感染第７波の状況と物価高の動向は、予断を許さない。,
,,□,百貨店（店長）,・今後も様々な値上げが想定されており、日常の必需品を多く扱う当店において、大きく改善する要素は少ない。,
,,□,スーパー（経営者）,・新型コロナウイルスの新規感染者数がまた増えてきているが、客はもう買いだめはしなくなり、どちらかというと買い渋りをしている。いろいろな物の値上げが続いているので、必要な物以外は買わず、できるだけ安価な物を買う意識が高くなっている。今もそんなに良くないが、この先も良くなる見込みはないので、現状が続く。,
,,□,スーパー（店長）,・今後も続くであろう食品の値上げによる販売への影響が憂慮される。,
,東京都,□,スーパー（営業担当）,・内食化傾向もなくなってきており、現状からみて、客単価は若干上がってきて、販売量も上がるが、来客数は下がるという傾向はしばらく続くのではないか（東京都）。,
,,□,スーパー（販売担当）,・物価の高止まりとガソリンを始めとするエネルギー価格の上昇により、必要最低限の買物の家庭が増えると同時に、買物頻度の低下も顕著になってきている。,
,,□,コンビニ（経営者）,・今年の夏は非常に気温が高く、客がソフトドリンクやアイスを買う回数が増える。,
,,□,コンビニ（従業員）,・ここにきて、新型コロナウイルスの新規感染者数が増えてきている。世間がどこまで気にしているかにもよるが、少しでも自粛ムードになるようなら、景気の伸びも今一歩という感じになる。,
,,□,衣料品専門店（役員）,・新型コロナウイルス感染症もそうだが、物価高騰の影響が大きい。衣料品より食費、高熱費が優先される。,
,東京都,□,家電量販店（店長）,・必需品の売上は継続するとみている（東京都）。,
,,□,家電量販店（店員）,・新型コロナウイルスの感染状況次第だが、直近で回復する兆しが見えない。,
,東京都,□,家電量販店（経営企画担当）,・新型コロナウイルスの感染第７波に対し、「行動制限は実施しない」とする政府の対策の結果次第である。夏休み期間中の感染の波を大きく抑えることができれば好転すると思うが、逆の局面もあり得る。また、エネルギー価格の高騰を抑え込めないと、経済が停滞期に入る可能性もある。今の段階では結論付けられない（東京都）。,
,,□,家電量販店（従業員）,・現在の新型コロナウイルスの感染状況をみると、景気の回復にはまだまだ時間が掛かりそうである。各メーカーの品薄状況はかなり回復しているので、今後に期待したい。,
,,□,乗用車販売店（経営者）,・自動車の整備は順調に入っているが、販売は余り芳しくない。車の生産ラインで部品の供給が思うようにいかず、注文しても納車までに半年以上掛かるので、客が新車に買い換えることを敬遠しているようである。,
,,□,乗用車販売店（経営者）,・新車販売の売上減少分をサービス部門でカバーしている状態はこれからも続く。,
,,□,乗用車販売店（経営者）,・新型コロナウイルス感染症の影響が続く。,
,,□,乗用車販売店（営業担当）,・新型コロナウイルス感染症が拡大しており、先行きが見通せない。,
,,□,乗用車販売店（渉外担当）,・自動車の生産正常化には時間を要する。,
,東京都,□,乗用車販売店（営業担当）,・新型コロナウイルスの新規感染者数の減少は現状では見込めない（東京都）。,
,東京都,□,その他専門店［貴金属］（統括）,・このまま人の流れが抑制されなければ、売上も徐々に増加する可能性はあるものの、現状を見る限り、余り変化はないとみている（東京都）。,
,東京都,□,その他専門店［ガソリンスタンド］（団体役員）,・燃料価格の激変緩和措置が９月末で終了予定となっているので、その後の対応次第であり、現段階では全く不明である（東京都）。,
,東京都,□,その他小売［ショッピングセンター］（統括）,・何度となく襲ってきて、収束の見えない新型コロナウイルス感染症に失望を感じる人も多く、全てが保守的になっている（東京都）。,
,東京都,□,その他小売［生鮮魚介卸売］（営業）,・変わらないというより、分からない（東京都）。,
,東京都,□,高級レストラン（営業担当）,・今回の新型コロナウイルスの感染再拡大で、客の行動がより慎重になっている。個人需要は低空飛行ながら緩やかな回復が期待できるものの、法人関連の需要は非常に厳しい（東京都）。,
,東京都,□,高級レストラン（役員）,・現状、政治的には経済を止めない方向に思えるが、今週の新型コロナウイルスの感染急拡大と、８月の夏休みもあり、今後の感染状況により、再度緊急事態宣言などを発出せざるを得なくなる可能性も考えられる。それにより景況感は左右される（東京都）。,
,東京都,□,一般レストラン（経営者）,・長期にわたる新型コロナウイルス感染症によるダメージは計り知れないが、外食習慣の大きな変化もあり、売上回復には大きなてこ入れが必要である（東京都）。,
,,□,一般レストラン（経営者）,・変わらないというより、分からない。新型コロナウイルスの感染状況が客の動きや経済動向に影響し、売上や来客数が変わってくるので、３か月後どうなるかは分からない。,
,東京都,□,その他飲食［居酒屋］（経営者）,・現状が続くと予想している（東京都）。,
