,,□,乗用車販売店（経営者）,販売量の動き,・相変わらず、販売は低いままで安定している。新車は受注しても納期まで３か月から１年以上掛かり、中古車は品薄のために希望車種が手に入らない。したがって、整備部門の売上を伸ばすしかない。当然のことだが、売上は減少する。,
,,□,乗用車販売店（販売担当）,販売量の動き,・３か月前と比べて、来客数やサービスの修理部門は順調に増えている。ただし、新車や中古車の販売は落ち込んでいる。特に、新車は登録するにしても、部品不足で納車されない注文が何台もあるので、トータルでは３か月前と売上的に大して変わらない。明るい材料として、修理部門と来客数の動きは良くなっている。販売量が元に戻れば良いが、全体的に３か月前と同じような状態で推移している。,
,,□,その他専門店［靴小売業］（経営者）,来客数の動き,・地方ではいまだに客の出足が鈍く、傾向は変わらない。また、メーカーの生産情報が手に入らず、前月同様、入荷がない商材や入荷遅れがあり、不安定である。まだはっきりとは分からないが、物価上昇が徐々に効いてくると思われる。,
,,□,その他専門店（総務担当）,お客様の様子,・客の動きが変わっていない。,
,,□,一般レストラン（経営者）,単価の動き,・シルバーウィーク等もあり、客単価は良くなっているが、来客数がやや減少しているので、売上的には変わらない。,
,,□,一般レストラン［居酒屋］（経営者）,来客数の動き,・来客数や売上の数字を見ると変わらないが、体感的には宴会も増えてきている。,
,,□,観光型ホテル（経営者）,来客数の動き,・景気は決して上向きではないにしても、全国旅行支援を始めることができれば、来客数の増加は見込めると感じている。,
,,□,都市型ホテル（総支配人）,来客数の動き,・宿泊は、近隣で開催されたバイクレースやシルバーウィークの集客がうまくいき、新型コロナウイルス感染症の発生前をも上回るような売上を記録している。料飲部門も、個人客を中心にある程度動きが出てきている。,
,,□,旅行代理店（経営者）,来客数の動き,・電話などの問合せは増えている。,
,,□,タクシー運転手,お客様の様子,・新型コロナウイルス感染症は落ち着きつつあるが、依然として来客が少ない。３年ぶりに祭りが開催され、人出はあったようだが、タクシーの利用客は少なかった。家飲みに慣れてしまったのか、店で飲んでいる人も少ない。,
,,□,タクシー（経営者）,お客様の様子,・昼の動きは良かったものの、夜の動きが悪かったので、新型コロナウイルス感染症の発生前の同月と比べて、２％の減少である。,
,,□,通信会社（局長）,来客数の動き,・周辺でのイベントが解禁され、活気が戻ってきたような感じを受けている。また、来客数も３か月前と比べて３割程度多くなっている。,
,,□,競輪場（職員）,来客数の動き,・新型コロナウイルスの新規感染者数も減少してきているが、来客数は横ばい状態である。,
,,□,その他サービス［自動車整備業］（経営者）,お客様の様子,・買い控え傾向が続いており、原材料価格の高騰が拍車を掛けている。,
,,□,その他住宅［住宅管理・リフォーム］（営業）,お客様の様子,・台風の影響で、雨漏りの修繕依頼が増えている。しかし、これは事象による結果の依頼で、今後も修繕やリフォームに対して積極的になるかといえば、そうはならない。,
,,▲,一般小売店［土産］（経営者）,販売量の動き,・３か月前と比べると販売量は変わらない。しかし、コロナ禍前と比べれば５割程度の売上にとどまっており、前月よりも低い状況である。現在、当地の観光業で活発に動いているのは、修学旅行等、学生の団体旅行で、個人客や一般団体旅行は依然として動きが鈍い。そのため、団体客を迎え入れられる大型店は大変忙しい状況だが当社を含めた小規模店では、新型コロナウイルス感染症の感染状況が厳しかった夏よりも、更に厳しくなっている。,
,,▲,百貨店（営業担当）,それ以外,・いまだに物価高や円安等、不透明な経済状況で、コロナ禍も続いており、客の消費意欲にばらつきがある。,
,,▲,スーパー（商品部担当）,単価の動き,・食料品の値上げにより、１品単価は上昇しているが、客単価や来客数の落ち込みが大きく、おおむね前年比８％の落ち込みが続いている。,
,,▲,コンビニ（経営者）,来客数の動き,・今月は台風の影響をもろに受けている。特に２回あった３連休は、観光客を含め来客数が大きく減ったため、売上も減少している。,
,,▲,乗用車販売店（従業員）,販売量の動き,・依然として、車両納期の遅延が発生しており、受注が取れない状況が続いている。,
,,▲,住関連専門店（店長）,来客数の動き,・値上げに対する買い控えにより、来客数や客単価が下がっている。,
,,▲,一般レストラン（経営者）,お客様の様子,・様々な物の値上げのため当店も値上げをしたせいか、客単価が落ちている。,
,,▲,その他飲食［給食・レストラン］（総務）,単価の動き,・食材を始め、関連資材等の値上げに加えて、人材難に伴う人件費の上昇が加わり、収支は悪化傾向となっている。単価引上げ等、取引条件の見直し依頼について、クライアント側に理解はしてもらっているが、見直し幅や時期等で、コストアップに追いつけていない。,
,,▲,通信会社（社員）,単価の動き,・メディアなどから入る情報を正しいとした場合、10月以降も様々な分野での単価上昇が見込まれる。海外と比べれば上昇は小さいようだが、単価上昇が継続すれば、じわじわと景気への影響が出る。,
,,▲,通信会社（総務担当）,販売量の動き,・期待した新商品が発売されたが、前年までと比べて予約数は少なく処理待ちも少ない。,
,,▲,ゴルフ場（従業員）,お客様の様子,・インフレの影響で、客が支出を抑えそうである。,
,,▲,美容室（経営者）,来客数の動き,・日銀の金融政策決定会合で大規模な金融緩和策を維持しながらの24年ぶりとなる円買い為替介入は全く無意味で、一時的な効果に過ぎず、円安傾向は変わらない。,
,,▲,住宅販売会社（経営者）,単価の動き,・物価全般が上昇しており、原価に影響しつつある。工事費等も高騰しているが、売価に転嫁できない。状況は厳しくなりつつある。,
,,×,一般小売店［家電］（経営者）,販売量の動き,・値上げ、値上げで、客も財布のひもが固くなってきている。,
,,×,衣料品専門店（販売担当）,来客数の動き,・新型コロナウイルスの感染第７波以降、本当に客が出てこない。当店の顧客は高齢者が多いので、自己防衛に走る形で、街に出てこない。このまま現状がずっと続くようだと、本当に廃業の危機というか、廃業も選択肢の１つになってくる。,
,,×,住関連専門店（仕入担当）,来客数の動き,・週末ごとの悪天候の影響が大きい。各商品群の値上げによる購買意欲の低下に台風等の影響で、来客数が大きく減少している。,
,,×,都市型ホテル（経営者）,販売量の動き,・新型コロナウイルス感染症のステージが改善（ランクダウン）されれば上向く。,
,,×,都市型ホテル（支配人）,来客数の動き,・宿泊部門は県民割等もあり好調だったものの、料飲部門は新型コロナウイルスの感染第７波の影響で会合等が見送られるなど影響が大きいため、悪くなっている。,
,,×,通信会社（経営者）,販売量の動き,・いまだに新型コロナウイルス感染症の影響は収まらず、売上低迷の流れは止まらない。,
"企業
動向
関連

(北関東)",,◎,電気機械器具製造業（経営者）,受注量や販売量の動き,・全般的に今まで止まっていた受注が動き出し、部品もかなり出回り始めており、段々良い方向に向かう可能性がある。これからずっと良いかは分からないが、年内は良い状態で推移するのではないかと思っている。,
,,○,金属製品製造業（経営者）,受注量や販売量の動き,・メンテナンス品の受注増加で、やや良くなっている。,
,,○,一般機械器具製造業（経営者）,取引先の様子,・半導体不足による自動車組立ラインストップの影響は続いており、今月も金曜日は工場の稼働を停止しているものの、急な追加の納入依頼も出始めている。しかし、サプライチェーン全体での能力増強対応ができない状況が発生している。,
,,○,一般機械器具製造業（経営者）,受注量や販売量の動き,・取引先によって受注量や売上の差が大きいのが気掛かりである。,
,,○,輸送用機械器具製造業（総務担当）,受注量や販売量の動き,・自動車関連の受注が増加傾向にある。,
,,□,窯業・土石製品製造業（経営者）,受注価格や販売価格の動き,・値上げが多く、10月以降更に多くの物が値上がりするので、景気が良いのか悪いのか判断が付かない。,
,,□,窯業・土石製品製造業（総務担当）,受注量や販売量の動き,・例年だと備蓄の時期だが、出荷に追われている。,
,,□,輸送用機械器具製造業（経営者）,取引先の様子,・現状は７から９月と余り変わらない。取引先等も余り忙しくない状況である。,
,,□,輸送業（営業担当）,取引先の様子,・円安が進んでおり、10月からの家電等の値上がりも予想されているなか、エアコン、冷蔵庫等の家電は前年並みの物量を確保している。また、９月中旬からは冬物商材のこたつ、電気カーペット、ヒーター等の物量を予定どおり確保できている。しかし、全国的に物流の荷動きが悪く、特に、遠方からの帰り便などの確保は厳しく、燃料高もあって協力運賃費が上がっているため、利益は薄くなっている。,
,,□,広告代理店（営業担当）,取引先の様子,・物価上昇や原料費高騰等、収益を圧迫する事象が多く、厳しい状況にある取引先が多い。,
,,□,司法書士,受注量や販売量の動き,・当地には金属加工やプラスチック加工の３次下請業者が多い。それらの業者の話では、秋に入って多少は持ち直し始めているということなので、街全体がやや良くなりつつあるのではないか。,
,,□,その他サービス業［情報サービス］（経営者）,受注量や販売量の動き,・特段の変化はみられない。,
,,▲,経営コンサルタント,それ以外,・７～８月の新型コロナウイルスの新規感染者数急増で、それまでの世間一般の景気浮揚感が急速に衰えている。買物や行楽への人出が落ち込み、再び様子見の雰囲気が広がっている。,
,,▲,社会保険労務士,取引先の様子,・取引先では、販売価格に仕入価格上昇分を転嫁しても売上が落ちるので、収益は改善しない。,
,,×,建設業（開発担当）,受注量や販売量の動き,・建設業を営んでいる。与党政権誕生後、歴代政権では公共工事が順調に推移している。業界として大変有り難い。今期の公共工事は前年比20％と厳しく、前々年比では30％減で、当社受注額も前年比10％減と、決算は厳しくなると思われる。ウクライナ問題で市民生活が困窮しているなか、十数億を費やして国葬儀を行うのは問題である。,
,,×,不動産業（管理担当）,受注量や販売量の動き,・前月いっぱいで保守管理の取引を解消した取引先、清掃や保守契約を前倒して縮小し減額となった取引先が出た。一方、新規契約や契約内容を増やした取引先はほとんどなかったため、売上が減少している。,
"雇用
関連

(北関東)",,◎,－,－,－,
,,○,人材派遣会社（管理担当）,採用者数の動き,・新たな派遣業務が増加したため、やや良くなっている。,
,,○,学校［専門学校］（副校長）,周辺企業の様子,・いまだに新型コロナウイルス感染症の影響はあるが、学校行事等も、前年度と比較して徐々に実施数を増やし、内容も規模を大きく実施している。そのため、関係する業者との取組も増加している。,
,,□,人材派遣会社（社員）,求人数の動き,・派遣依頼数に大きな変動はなく、製造業やサービス業を中心に、人材不足の状況は変わらない。,
,,□,職業安定所（職員）,求人数の動き,・６月と比べて、新規求人数は、製造業や卸小売業等で増加している。全数は、直近３か月同水準で推移しており、前年同月比では11.6％の増加と、11か月連続で増加している。コロナ禍前の令和元年８月と比較しても、上回っている。新規求職者数は、前年同月並みとなっている。,
,,▲,人材派遣会社（経営者）,求人数の動き,・ガソリン、電気代等の公共料金や、冬季に向けての燃料費等が多少上がってきており、様々なところで影響を受けている。建築関係では駆け込みがあったようで、住宅の外壁、外装等の工事や改修が目立っている。自動車関連、電機関連は非常に厳しい状態にある。介護、看護分野は人材不足等もあり、募集傾向が目立っている。,
,,×,－,－,－,
,,,,,,
　４．南関東（地域別調査機関：株式会社日本経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(南関東)",東京都,◎,百貨店（売場主任）,販売量の動き,・台風などの影響を受けて、旅行を取りやめ、３連休を近場で過ごす目的の客も多くみられ、家族連れでの来客数も多い（東京都）。,
,,◎,百貨店（企画宣伝担当）,来客数の動き,・前年よりも確実に来客数が増えている。,
,,◎,一般レストラン（経営者）,来客数の動き,・飲食部門、輸入卸部門共に売上が増えているが、仕入コストの上昇とその他営業管理費の増加を考えると、利益は減少している。今年は補助金も終了したことを考えると当然のことではあるが、決して景気が良いわけではない。来客数や売上からいえば良くなってきていると答えるしかないが、収支ではトントンかやや赤字といったところである。,
,東京都,◎,旅行代理店（従業員）,販売量の動き,・前年比ではプラスで推移している。ただし、３連休は２度とも台風等天候不順の影響があり、予想より大きくマイナスとなっている（東京都）。,
,東京都,◎,その他レジャー施設［ボウリング場］（支配人）,来客数の動き,・学生が活発に活動している（東京都）。,
,東京都,○,商店街（代表者）,それ以外,・３か月前は新型コロナウイルスの感染第７波の入口で、いろいろと自粛ムードがあった。８月は全然良くなかったが、９月に入って、新規感染者数が落ち着いたことと、周りで感染者が出ても余り慌てることがなくなったこともあり、このような世情の変化で、人流が圧倒的に回復してきている。クレジットカードの取扱いも回復基調である（東京都）。,
,,○,一般小売店［文具］（販売企画担当）,来客数の動き,・店頭の来客数が増えている。今まではしていなかった日曜営業を始めたこともあるが、その来客数を除いても、平日１日当たりの来客数が確実に増えている。売上も前年比で120％程度になっている。また、外商案件もある程度案件がある。ただし、物の値上がりも加味すると、さして上がってはいないのではないか。,
,東京都,○,一般小売店［書店］（営業担当）,販売量の動き,・新型コロナウイルス感染症に伴う社会的な制限は残っているものの、秋学期用の販売量が順調である（東京都）。,
,東京都,○,百貨店（広報担当）,お客様の様子,・富裕層の消費意欲は高い水準で推移している。また、それ以外の客層の消費意欲も、新型コロナウイルスの新規感染者数の減少に伴って、緩やかに回復してきている印象である。外出や人と会う機会の増加が理由だと考えられる（東京都）。,
,東京都,○,百貨店（営業担当）,単価の動き,・コロナ禍以降、高単価な時計や絵画などが好調に推移している。高額なインポート商材は、円安による値上げが相次ぎ、その前に買っておこうという意識が働いているようである（東京都）。,
,東京都,○,百貨店（販売促進担当）,来客数の動き,・週末に大型台風の上陸などの懸念材料もあったが、来客に影響はなく、催事も含め店頭は多くの客でにぎわった（東京都）。,
,,○,百貨店（販売促進担当）,それ以外,・今月も前年が緊急事態宣言中の対比となり、３か月前より前年比では大きくプラスになっている。しかし、コロナ禍前には戻っておらずマイナスである。客の行動がコロナ禍前後で大きく変化したことを改めて感じる。,
,東京都,○,百貨店（店長）,来客数の動き,・新しい大規模複合施設の一部開業など、新型コロナウイルス感染症の落ち着きに加えて外部環境の変化もある。インバウンドは増加しているが、まだそこまで回復はしていない（東京都）。,
,東京都,○,百貨店（財務担当）,販売量の動き,・新型コロナウイルスの感染第７波による新規感染者数の減少、落ち着きにより、販売量の基調が改善している（東京都）。,
,東京都,○,百貨店（管理担当）,販売量の動き,・食品だけではなく、衣料品や雑貨類も売れてきている（東京都）。,
,,○,コンビニ（経営者）,販売量の動き,・10月から値上げ等があるため、その影響で販売量が多少増えている。,
,,○,コンビニ（経営者）,来客数の動き,・近隣のイベントが再開し、客の動きも良くなっている。,
,東京都,○,コンビニ（エリア担当）,来客数の動き,・直近は台風の影響を受けて客足が鈍ったが、悪天候を除けば、平日休日共に前年、前々年を上回る形で推移している（東京都）。,
,東京都,○,衣料品専門店（経営者）,販売量の動き,・自社オリジナル商品の値上げに当たっての駆け込み需要も多少出ているような印象を持っている。値上げした後に、客がどのような反応を示すか、大変気になるところである（東京都）。,
,東京都,○,家電量販店（店長）,お客様の様子,・10月11日の訪日客への制限解除に向けて、消費拡大への期待が高まってきている（東京都）。,
,東京都,○,家電量販店（経営企画担当）,販売量の動き,・数字の推移を見ると、９月に入り、新型コロナウイルスの新規感染者数の減少等から、消費環境に明るさが出ているように感じる（東京都）。,
,東京都,○,乗用車販売店（販売担当）,単価の動き,・新車販売については、在庫不足のなかから値引きをせずに注文をもらえることで、粗利率が上がってきているという話を営業マンから聞いている。また、中古車についても、新車の納期が大変遅れているので、多少高くても買ってもらえるようになり、粗利が増えている。そのように、半導体不足のなかでも粗利、単価については少し上がりつつあるので、景気はこれからやや良くなるのではないか（東京都）。,
,,○,乗用車販売店（総務担当）,販売量の動き,・需要月でもあり、中古車市況が依然として好調で、売上が伸びている。,
,,○,その他専門店［ドラッグストア］（経営者）,販売量の動き,・新型コロナウイルス感染症関連商材の動きが良かったことと、10月に値上げされる商材の駆け込み需要があった。,
,東京都,○,その他専門店［貴金属］（統括）,来客数の動き,・ウィズコロナが定着してきているのか、外出する人が増加し、それに伴い来客数も増加してきている（東京都）。,
,東京都,○,その他小売［ショッピングセンター］（統括）,お客様の様子,・新型コロナウイルスの感染拡大も一段落し、客の出足は好調である（東京都）。,
,,○,その他小売［ショッピングセンター］（統括）,販売量の動き,・施設のリニューアル準備に伴い、閉店中の区画が多いなか、来客数は減っていない。また、既存店の売上は前年を上回っている。ただし、飲食店は新型コロナウイルス感染症の発生前までは戻らない。,
,,○,高級レストラン（経営者）,来客数の動き,・ランチの来客数は増えてきているが、アルコールを伴う夜の来客数は昼ほどは増えていない。冠婚葬祭と接待需要は増えている。,
,東京都,○,高級レストラン（役員）,それ以外,・新型コロナウイルス感染症の新規感染者数増加からステイ、微減へのトレンドもあり、秋のイベントは中止や延期が少なく、ある程度まとまった規模の受注の上乗せもあり、売上は上向きとなっている（東京都）。,
,東京都,○,高級レストラン（仕入担当）,来客数の動き,・法人利用は依然として少ないものの、個人利用が活発になってきている（東京都）。,
,東京都,○,一般レストラン（経営者）,来客数の動き,・９月は祭日が２日間あることもあり、３連休を挟んで来客数がなかなか多かった（東京都）。,
,東京都,○,一般レストラン（経営者）,来客数の動き,・休日の客の動きが増えており、来客数、単価共に休日が平日を上回っている。ただし、原材料等の仕入価格が上がっており、当店も値上げせざるを得ない。これ以上、客に許してもらえる価格なのか不安になってきているので、今後の来客数に影響が出ることも考えられる（東京都）。,
,東京都,○,その他飲食［居酒屋］（経営者）,お客様の様子,・１グループの人数が増えている。客単価も上がっている（東京都）。,
,東京都,○,その他飲食［カフェ］（経営者）,来客数の動き,・来客数が増えている。購買意欲も高くなっている（東京都）。,
,東京都,○,その他飲食［給食・レストラン］（役員）,販売量の動き,・取引先の新型コロナウイルス感染症に対する社内規制が徐々に緩和されてきて、少しずつではあるがパーティー需要が出てきており、業績改善に寄与し始めている（東京都）。,
,,○,都市型ホテル（スタッフ）,販売量の動き,・新型コロナウイルスの新規感染者数が減少傾向にあることや、県民割が再開されたことにより、宿泊は高稼働が続いており、レストランなども満席の日が増えてきている。宴会は徐々に宴席の開催が増えてきているが、大手企業の会食自粛は解除されず、大幅な景気回復とまでは至っていない。,
,,○,都市型ホテル（スタッフ）,来客数の動き,・６月と比べれば、新型コロナウイルスの新規感染者数の減少が寄与し、需要が増えている。,
,東京都,○,旅行代理店（従業員）,販売量の動き,・全国旅行支援が決定してから、国内旅行の予約や問合せが増えており、このまま新型コロナウイルス感染症の発生前の需要に戻ると期待している。一方で、海外旅行予約は旅費の高騰、円安の影響で動きは鈍い（東京都）。,
,東京都,○,旅行代理店（営業担当）,販売量の動き,・団体が動き始めている（東京都）。,
,東京都,○,旅行代理店（販売促進担当）,お客様の様子,・今月はシルバーウィークがあったことに加え、新型コロナウイルスの新規感染者数が減ってきていることもあり、個人旅行が堅調である。国内の団体旅行には目立った動きはないが、計画したいというような話は進んでいるので、良くなっている（東京都）。,
,東京都,○,タクシー運転手,それ以外,・今月は連休が続いたが、行動制限が緩和され、経済活動が活発化してきたのか、少しずつ利用客が戻っている感じがしている。特に、休前日の駅のタクシー乗り場は、夜間に空車が足りない時間帯が長く続いている（東京都）。,
,,○,タクシー運転手,お客様の様子,・駅と病院への利用は以前同様良く、終電までは回数、金額共に平均して良い。夜の飲み屋からのオーダーがかなり減っており、終電後は１時間に１回営業できれば良い方である。,
,東京都,○,通信会社（社員）,お客様の様子,・イベント関連の仕事が出てきている。年明けの企画も具体化している（東京都）。,
,,○,通信会社（営業担当）,来客数の動き,・転入居者数の増加に伴い、インターネットを軸とした獲得数が回復傾向にある。,
,東京都,○,観光名所（職員）,来客数の動き,・若干ではあるが来客数が増えてきている。天候に左右されることが大きい（東京都）。,
,,○,設計事務所（経営者）,それ以外,・新型コロナウイルス感染症の話題ばかりという最近の様子だが、そうは言っていられない。今は新型コロナウイルス感染症の影響に打ち勝てるような営業を模索している。当事務所では社員全体がそういった意気込みで、１軒、１軒をもう一度洗ってみようと取り組んでいる。民間の仕事は大きくマイナスだが、行政の仕事は指名回数も大変多くなっている。これも社員のプラス思考によるものだと思っている。,
,,○,住宅販売会社（従業員）,お客様の様子,・９月は販売契約が多く入り、客も活発に動いている。地価及び建築費はまだ高騰しており、高利回り商材は供給できないが、在庫も少なく、客も現状を理解して購入している。,
,,○,その他住宅［住宅管理・リフォーム］（経営者）,お客様の様子,・今月に入り、少しではあるが、前から話が出ていた仕事が徐々に具体化してきている。,
,,□,商店街（代表者）,来客数の動き,・今まで来客数がかなり減少傾向にあったことからすると、少しは戻してきている感じはするが、まだまだ以前ほどではない。,
,,□,一般小売店［家電］（経理担当）,販売量の動き,・今月は、省エネを考えての買換えなどが多かった。今後の値上がりのことも影響しているとみている。商品の一部不足があり、ずれ込んで今月になったものもある。,
,,□,一般小売店［印章］（経営者）,来客数の動き,・消費者も諦め半分以上だと思うが、各商材の相次ぐ値上げにより、買わなければならない商材に徐々に絞り込まれていく。消費者としては徐々につらい状況になっていくのではないか。,
,,□,一般小売店［祭用品］（経営者）,来客数の動き,・新型コロナウイルスの新規感染者数が徐々に減り、行事も復活しているが、台風等、天候の影響で中止になる行事も多い。,
,東京都,□,一般小売店［文房具］（経営者）,来客数の動き,・来客数及び客単価などは、ここ３か月間ほぼ変わっていない。９月は新学期のため学用品を中心に動きが出てくると思ったが、それほど販売量が増加していない（東京都）。,
,東京都,□,一般小売店［生花］（店員）,販売量の動き,・３か月前の７月のお盆はほどほどだったが、今月のお彼岸は台風と長雨で散々だった。最後の２日間だけはどうにか盛り返して生花がなくなるような事態になったが、その前が余りにもひどかったので、９月は余り良くなかった。今から考えると７月もさほど良くはなかったので、変わらない（東京都）。,
,東京都,□,一般小売店［茶］（営業担当）,販売量の動き,・相変わらず品物の動きが悪く、注文の数量が少ない。配達の回数も減り、今一つ売上が伸びない。何はともあれ、早く新型コロナウイルス感染症が収束しないことにはどうしようもない。会社も、まだ何とか持ってはいるものの、青息吐息である（東京都）。,
,東京都,□,百貨店（総務担当）,お客様の様子,・新型コロナウイルス感染症に対する警戒感はあるものの、客は店舗へ足を運び、買物をしてくれている。外出機会の回復を反映して、紳士婦人共にファッション関連商材の動きが良い。また、インバウンド需要も伸びてきている。生活必需品に対する需要の伸びはないが、全体としては商環境は良くなっている（東京都）。,
,東京都,□,百貨店（総務担当）,単価の動き,・宝飾、時計などの高額品の売行きが好調に推移している（東京都）。,
,東京都,□,百貨店（営業担当）,販売量の動き,・９月も継続して来客数が前年を上回っている。また、行動制限がないことから、レジャー関連やレストランなど外食への消費が拡大している。一方、食品売場など内食需要は微増である（東京都）。,
,東京都,□,百貨店（営業担当）,お客様の様子,・台風の影響は若干あったものの、客の買物の様子に、特に大きな変化は見受けられない（東京都）。,
,東京都,□,百貨店（販売促進担当）,それ以外,・円安により物価が高騰しているが、給料は変わらない（東京都）。,
,,□,百貨店（店長）,お客様の様子,・季節の変化や秋の行楽に合わせて外向きの需要は高まっているものの、食料品関連は値上げの影響を受けており、需要の中身は変わったが、結果として全体の傾向には変化がない。,
,東京都,□,スーパー（販売担当）,お客様の様子,・客の様子を見ていると、広告初日の価格を安くした目玉商品やタイムセール、あるいはポイント何倍などの特典がある日を利用して、同じ物を少しでも安く買おうと、いろいろな店、時間帯に買い回っている動向が多く見受けられる（東京都）。,
,,□,スーパー（経営者）,単価の動き,・３か月前と比べて来客数はほとんど変わらないが、客単価が多少上がっている。最終的にはさほど変わらないままで３か月間きている。,
,東京都,□,スーパー（店長）,来客数の動き,・来客数が前年と比べて大幅に減っている。買上点数、単価も軒並み前年を割っているなかで、来客数が増える、あるいは単価が上がらないと、なかなか売上が伸びない。したがって、来客数の前年比での減少に加え、買上点数、単価の下落が大きな要因の１つとなっている（東京都）。,
,,□,スーパー（店長）,お客様の様子,・食品類の値上げにより駆け込み需要があると思われたが、酒類以外で販売量が伸びている商品は少ない。,
,,□,スーパー（総務担当）,お客様の様子,・商材の値上げに最初は動揺がみられたが、今は諦めて受け入れているようである。,
,東京都,□,スーパー（営業担当）,販売量の動き,・１品当たりの単価は上がっている反面、買上単価が落ち込んでいる。販売量が伸び悩んでいることが大きな要因である。さらに、来客数も落ち込み始めている（東京都）。,
,,□,スーパー（ネット宅配担当）,単価の動き,・度重なる値上げがあるが、売上は変わらない。来客数が常に前年を割っており、良くはない。,
,,□,スーパー（販売担当）,来客数の動き,・10月以降も、生活関連商材の更なる値上げが予定されており、それを受けてメディア等でも盛んに報道されているため、消費者は心理的に財布のひもが固くなり、必要最小限の買物動向が見受けられる。,
,東京都,□,コンビニ（商品開発担当）,来客数の動き,・新型コロナウイルス感染症は落ち着いてきているが、気候が落ち着かず、来客数も期待どおりには伸びていない（東京都）。,
,,□,コンビニ（従業員）,来客数の動き,・３か月前と比べて大きな動きはないので、来客数に特別な変動はない。今年はイベントが多く、例年に比べたら来客数は増えている。10月は大きな祭りもあるため、来客数が増える見込みである。秋以降には観光を後押しする施策などもありそうで、当店は観光地が近いため、来客数増加に期待したいところである。,
,東京都,□,衣料品専門店（店長）,販売量の動き,・ドレス及びＥＣ事業は好調を維持しているものの、主力事業である着物事業に関しては減速傾向である（東京都）。,
,,□,衣料品専門店（統括）,来客数の動き,・３か月前同様、新型コロナウイルス感染症の影響で買物を自粛していた客の来店が増えている。,
,東京都,□,家電量販店（店長）,お客様の様子,・商品価格上昇のなかでも、必需品の需要は手堅い（東京都）。,
,,□,家電量販店（店長）,販売量の動き,・来客数は増えても減ってもいないが、しばらくは同じ状況が続く。高額商材の動きは若干良くなっているものの、洗濯機などはまだまだ欠品が続いている。新型コロナウイルス感染症が落ち着いてきているので、年末に期待している。,
,,□,乗用車販売店（経営者）,販売量の動き,・自動車の整備は順調に入っているが、販売は余り芳しくない。前年度に比べて２割減少している。,
,,□,乗用車販売店（経営者）,販売量の動き,・新車の納期遅れがまだ続いているが、売上は前年並みになっている。,
,,□,乗用車販売店（営業担当）,販売量の動き,・半期の決算時期であったが、例年より販売台数が減少している。,
,,□,乗用車販売店（店長）,お客様の様子,・販売量や来客数に関しても、余り良くなったとは感じない。,
,東京都,□,乗用車販売店（営業担当）,それ以外,・良くなる情報がない（東京都）。,
,,□,その他専門店［ドラッグストア］（経営者）,来客数の動き,・季節的に暑かったので、来客数が落ちたのではないか。,
,東京都,□,その他専門店［ガソリンスタンド］（団体役員）,来客数の動き,・シルバーウィークに台風が重なり、人出が少なかった。７月の梅雨明けで一時回復した需要も、その後すっかり元に戻ってしまった（東京都）。,
,東京都,□,高級レストラン（営業担当）,来客数の動き,・９月度は、2019年比で売上53.9％、来客数47.1％である。食材価格の高騰もあり、今月から団体向けや宴会メニューを値上げしたが、客の反応を見ていると、さほど抵抗なく「やむなし」といった感じで受け入れてくれていることが多い。新型コロナウイルスの新規感染者数の減少により、僅かばかり回復の兆しはあるが、台風が２度の連休に重なったことが非常に残念である（東京都）。,
,,□,一般レストラン（経営者）,販売量の動き,・店の売上は少しずつ良くなっているが、余り変わっていない。ケータリングは少し始まったかなという感じだが、全体的な売上は前年と余り変わらず、低いままである。なかなか売上は伸びていかない。,
,東京都,□,一般レストラン（経営者）,それ以外,・新規出店の動きもあるが、個人より企業の異業種参入というパターンが何件かある（東京都）。,
,,□,一般レストラン（経営者）,来客数の動き,・３か月前と比べて、新型コロナウイルス感染症の影響もあるが、来客数がなかなか伸びてこない。円安の影響で値上がりもひどい。そのような状態で余り変わらない。,
,東京都,□,一般レストラン（経営者）,販売量の動き,・３か月前の６月１日から26日までの前年比は、売上135.4％、来客数125.6％である。今月９月１日から29日までの前年比は、売上323.0％、来客数278.5％である。前年は５店舗中１店舗だけの営業であった（東京都）。,
,,□,一般レストラン（経営者）,来客数の動き,・新型コロナウイルス感染症がようやく終息しようかという時期だが、まだほとんどの人は会社や官庁などから外で宴会はするなと言われているようで、ランチには客が来るが、稼ぎどきのはずのディナーには、ほぼ客が来ない。,
,,□,都市型ホテル（経営者）,来客数の動き,・新型コロナウイルスの新規感染者数の減少により、個人客の需要は戻りつつある。しかし、法人の宴会需要が一向に戻ってこないため、全体としては停滞している。この先の新規感染者数の推移、あるいは政府の対策いかんによるところが非常に大きい。,
,,□,旅行代理店（経営者）,単価の動き,・新型コロナウイルス感染症がまだ収束していないので、低単価のプランへの問合せのみということが多い。,
,東京都,□,タクシー運転手,お客様の様子,・何となく落ち着いた感じで、好況も不況も感じられない（東京都）。,
,東京都,□,通信会社（経営者）,販売量の動き,・少しずつ機器の納品が増加傾向にあるが、まだ以前の状況には戻っていない（東京都）。,
,東京都,□,通信会社（社員）,お客様の様子,・客から見ると、価格面においてサブブランドを含むＭＮＯとＭＶＮＯの差がなくなってきたことに加え、サービス面においてもＭＶＮＯより優位なサービスが提供されていることから、客の興味関心が下がっている（東京都）。,
