,東京都,○,スーパー（営業担当）,単価の動き,・単価は依然として上がり続けており、販売量並びに来客数が減少という構図は変わらないものの、来客数、販売点数の減少幅はやや縮小してきている。したがって、トータルすると売上並びに利益が若干上向いている（東京都）。,
,,○,スーパー（ネット宅配担当）,販売量の動き,・値上げによる単価の上昇はあるが、販売量が増えてきている。,
,東京都,○,コンビニ（経営者）,来客数の動き,・経営する３店いずれも売上が良くなっている（東京都）。,
,,○,コンビニ（経営者）,単価の動き,・単価が上がっているが、商材の値上がりによるものが多い。,
,東京都,○,家電量販店（経営企画担当）,販売量の動き,・11月前半の売上は、節約志向の動きが目立ち前年割れの水準だったが、月後半から気温が下がったことが要因なのか、季節商材を含め耐久消費財の動きが改善し、前年を上回る水準となっている。インバウンドがけん引している一方で、国内消費は前年を割っている（東京都）。,
,,○,乗用車販売店（総務担当）,販売量の動き,・新車販売が少し鈍化しているが、サービス売上は順調に推移している。,
,東京都,○,乗用車販売店（店長代行）,販売量の動き,・数車種が発表される予定で、発表前から問合せが多数ある。販売に期待が持てそうである（東京都）。,
,東京都,○,乗用車販売店（営業担当）,それ以外,・車の納期が若干早まってきたので、乗換えの話をもらうようになっている（東京都）。,
,,○,その他専門店［ドラッグストア］（経営者）,販売量の動き,・やや販売量が増えてきたような気がする。,
,東京都,○,その他小売［生鮮魚介卸売］（営業）,販売量の動き,・年末が近づき、客の消費意欲も上がってきているが、原価が高く利益にはつながっていない（東京都）。,
,東京都,○,高級レストラン（営業担当）,来客数の動き,・11月単月では、2019年比で売上112.3％、来客数87.3％となっている。前月と比べて来客数の回復が顕著である（東京都）。,
,東京都,○,高級レストラン（役員）,お客様の様子,・年末に向かい、予約数も伸び、予約内容も大型化の傾向にある。総額も増加している（東京都）。,
,東京都,○,一般レストラン（経営者）,販売量の動き,・新型コロナウイルス感染症の影響で少し定着したのか、テイクアウトが微増している（東京都）。,
,東京都,○,一般レストラン（経営者）,来客数の動き,・七五三等の家族の集まりなどで、週末は店が大変にぎやかになっている。単価の高い酒なども出ているようで、客も高級志向になっている様子が少し感じられる（東京都）。,
,,○,一般レストラン（経営者）,お客様の様子,・客は生活基盤が多様であるため、十把一絡げにはできないという前提に立った上で、好調な輸出企業や大企業に勤める人は可処分所得が多いとみられるため、消費をちゅうちょしないだろうが、そうでない人々は財布のひもが固い。明らかに格差が拡大している。,
,東京都,○,その他飲食［居酒屋］（経営者）,来客数の動き,・新型コロナウイルス感染症発生前の例年と比べ、忘年会の開始時期が早まっており、11月から６名から８名の予約が多数入っている。12月の予約も早まっており、景気回復を感じている（東京都）。,
,東京都,○,その他飲食［給食・レストラン］（役員）,販売量の動き,・委託手数料の上方改定による収益改善に加え、忘年会シーズン突入により宴会売上が上乗せされつつあることから、業績は前年比で若干改善傾向にある（東京都）。,
,,○,都市型ホテル（経営者）,来客数の動き,・新型コロナウイルス感染症が収束し迎える初めての年末ということで、客の戻りが非常に良くなっている。特に、近隣の大型コンベンション施設でのイベントがかなり増えており、宿泊が戻ってきている。また、宴会関係も新型コロナウイルス感染症発生前の９割程度までは戻っている。,
,,○,都市型ホテル（スタッフ）,販売量の動き,・観光やイベントのトップシーズンということもあるが、宿泊や宴会については好調に推移しており、３か月前と比べても更に販売量が増えている。宴会については2019年の新型コロナウイルス感染症発生前の水準に回復している。宿泊も高単価販売ができており、やや明るい兆しがみえ始めている。,
,,○,都市型ホテル（スタッフ）,単価の動き,・周辺ホテルの客室販売単価が上昇傾向にある。稼働率重視というよりは、単価を上げて利益率を確保する流れになっている。,
,東京都,○,タクシー運転手,それ以外,・昨今タクシー不足が騒がれているが、都内では24時間足りないわけではない。時間帯や場所によっては新型コロナウイルス感染症発生前と比べればやや少ないようだが、問題はない。売上も順調に伸びている。毎日が忙しい（東京都）。,
,,○,タクシー運転手,お客様の様子,・11月20日の運賃改定により、少し売上が上がっている。昼間は以前同様利用があるが、夜から深夜は一気に利用が減る。この状況はここ数か月変わらない。金曜、土曜だけは深夜の利用が良いので助かっている。,
,東京都,○,通信会社（社員）,来客数の動き,・天候が安定して暖かく、人流が活発になり、飲食、物販共に活況である。物価高にはまだ過敏な状態とはいえ、遊興や購買意欲は盛んな様子がうかがえる（東京都）。,
,東京都,○,通信会社（管理担当）,お客様の様子,・ＤＸ推進、電子帳簿保存法などの法整備に伴う需要がある（東京都）。,
,東京都,○,通信会社（営業担当）,お客様の様子,・客からの問合せがやや増加傾向にある。ボーナス支給前ということもあり、年末に向けて少し期待したい（東京都）。,
,,○,ゴルフ場（経営者）,来客数の動き,・ゴルフにとっては過ごしやすい気候が続いており、集客も順調である。３か月前の真夏と比較すると来客数が10％程度増加している。,
,東京都,○,その他レジャー施設［ボウリング場］（支配人）,来客数の動き,・数か月間同じ状況が続いており、特に変わりはない（東京都）。,
,東京都,○,その他レジャー施設［総合］（経営企画担当）,単価の動き,・ホテル部門では引き続きインバウンドが堅調で、宿泊単価が上昇傾向にある。また、飲食や宴会ニーズも旺盛であり、忘年会や新年会シーズンに向けて期待が持てる（東京都）。,
,,○,設計事務所（経営者）,お客様の様子,・当社では行政の入札による仕事が約７割を占めている。９月、10月は当社最高となる件数の契約をもらい、こなしていけるかどうか分からないという、うれしい悲鳴のなかで頑張っている。しかし、周辺では余りそのような感じはない。行政の仕事は良いが、民間の仕事は非常に落ち込んでいるので、何とかしなければという気持ちで頑張っているのかもしれない。,
,,○,住宅販売会社（経営者）,お客様の様子,・当社は不動産デベロッパー業と総合建設業である。都内に販売するためのホテルを５棟持っており、３年半くらい全く売れなかったのが、最近２棟を販売することができた。インバウンドもかなり戻ってきており、今後に期待している。建設業の方は原価が高止まりしており、スムーズな受注につながらない。民間工事、公共工事共にそうである。,
,東京都,□,商店街（代表者）,それ以外,・クレジットカードの取扱は、コロナ禍明け景気が落ち着いてきて、思った以上に伸びない。アパレルは今年の異常気象の影響を大きく受けて、秋物商材の状況は厳しいと聞いている。イベントへのレスポンスはコロナ禍明けの勢いはない（東京都）。,
,,□,一般小売店［家電］（経理担当）,お客様の様子,・エアコンは動いている。テレビも動き出しているが、品薄状態である。工事や細かい修理などは忙しい。,
,東京都,□,一般小売店［家具］（経営者）,来客数の動き,・やはり景気は良くない。来客数も非常に少なく、今のところ良くなる要素がない。この先も横ばいではないか（東京都）。,
,東京都,□,一般小売店［米穀］（経営者）,来客数の動き,・客の行動や購入の仕方等から考えると、変わらない傾向である（東京都）。,
,,□,一般小売店［文具］（販売企画担当）,販売量の動き,・今月は、外商の方はある程度案件数が多かったが、店頭に関しては来客数がやや減っている。例年この時期は寒くなって、カレンダーや手帳といった季節商材が大量に出るが、今年の11月は暖かく、まだ季節感が出て年末という感覚になっていないのか、売行きが余り良くない。,
,,□,一般小売店［茶］（営業担当）,販売量の動き,・毎年11月に行うイベントでは、来客数、売上共に減少したが、今月を通して見ると、売上は前年並みとなっている。,
,東京都,□,一般小売店［茶］（営業担当）,販売量の動き,・販売数は相変わらず現状止まりである。イベントでの販売もしており、確かに以前と比べて客は増えているが、肝心の売上は伸びていない。もうかっていないからか、イベント対応も残業扱いではなく、代休を取るよういわれている（東京都）。,
,東京都,□,一般小売店［書店］（営業担当）,販売量の動き,・年度末に向け受注が増加する時期ではあるが、円安の影響が大きく、販売量が抑えられている状態が続いている（東京都）。,
,東京都,□,百貨店（売場主任）,来客数の動き,・お歳暮、おせち商戦が中盤に差し掛かっている。今年は年末年始に海外旅行に行く客も多く、買上点数は微減しており、客層も前年とは変化している。インバウンドが引き続き好調で、韓国、タイや欧米からの客が多く、来客数、売上共に新型コロナウイルス感染症発生前を上回る動きとなっている（東京都）。,
,,□,百貨店（総務担当）,お客様の様子,・気温が低下したことにより、コート、アウターに動きが出て、婦人服を中心に衣料品が好調に推移している。宝飾等、高額品も一部動きを見せているものの、販売数の落ち込みもあり、全体ではマイナスとなっている。,
,東京都,□,百貨店（総務担当）,お客様の様子,・寒暖差はあるものの落ち着いた天候のなかで、引き続き紳士、婦人共にファッション関連商材の動きが良く、客の消費行動は堅調に推移している。お歳暮商戦も良くも悪くもないといった感じで、全体的な基調としては横ばいで推移している（東京都）。,
,東京都,□,百貨店（広報担当）,お客様の様子,・インバウンドは拡大傾向にある。国内消費も好調だった前年と比べると伸びは緩やかになっているが、依然として高付加価値商材へのニーズは底堅く推移している。一方で、気温の影響かマス向けの冬物商材の動きがやや鈍く、トータルでは横ばいとなっている（東京都）。,
,東京都,□,百貨店（営業担当）,販売量の動き,・売上は好調な伸びが続いている。暖かい日が続き来客数も順調に伸びている。食料品では購買客数は減少しているものの、客単価の上昇により売上が伸長している状態が継続している（東京都）。,
,東京都,□,百貨店（営業担当）,販売量の動き,・インバウンドの影響を受けにくいショッピングセンターを担当しているが、今年の春より前年比110％程度でやや好調に推移している（東京都）。,
,東京都,□,百貨店（営業担当）,来客数の動き,・引き続きインバウンド需要が堅調である。国内需要も底堅いが、特に大きく変わった内容はない（東京都）。,
,東京都,□,百貨店（販売促進担当）,来客数の動き,・最高気温が20度を下回るようになり、伸び悩んでいたコート、ブルゾン、マフラー等の冬物衣料が本格的に動き出し、商品単価も上がり、売上増加に貢献している（東京都）。,
,東京都,□,百貨店（販売促進担当）,来客数の動き,・３か月前は、一般消費に著しい伸びがみられていたが、今はやや落ち着いている。代わりにインバウンド消費が目立っている。クリスマスケーキ、おせちなどの予約状況はやや苦戦している（東京都）。,
,,□,百貨店（店長）,お客様の様子,・アパレルは気温の低下とともに動き出し、食料品は必要な物を購入しているため、単価上昇との相乗効果で売上は順調に推移しているが、エステやマッサージなどプラスアルファの支出にはシビアであるため、結果として全体では景気の上向き感はない。,
,,□,スーパー（経営者）,販売量の動き,・値上げが一巡して、客の方も大分価格に慣れてきたので、何となく戻ってきている感じがしている。,
,,□,スーパー（経営者）,販売量の動き,・１品単価の上昇に伴い、買上点数の減少や買い控えの傾向が見受けられる。,
,,□,スーパー（店長）,それ以外,・来客数は前年並みに推移しており、客単価も前年以上に上がっているものの、買上点数が減少している。売上としては前年を超えているが、客は特に頻度品を中心に価格を見ながら購入している。,
,東京都,□,スーパー（店長）,販売量の動き,・来客数、単価は前年を超えているものの、買上点数の前年割れが続いている（東京都）。,
,,□,スーパー（総務担当）,来客数の動き,・客は安くなっている商材を中心に買物をしている。,
,,□,スーパー（販売担当）,お客様の様子,・ここ数か月、来客数が前年を上回ることはない反面、商品価格の値上がりにより、１人当たりの客単価は微増が続いている。客が特売日や特定のお買い得日に買い回りする様子がうかがわれ、特に頻度品については価格に敏感に反応する様子である。,
,,□,コンビニ（経営者）,販売量の動き,・天候が安定したこともあり、来客数、売上共にほぼ変化はなく、現状維持である。,
,東京都,□,コンビニ（エリア担当）,販売量の動き,・20度を超える日が続き、例年の秋より気温が高めで推移していることから、飲料を中心とした販売が好調で、売上が底上げされている（東京都）。,
,,□,コンビニ（従業員）,来客数の動き,・ここ最近の来客数の動きに特に変わった様子はなく、増えても減ってもいない。大きな経済動向もなければ、客の様子も変わらない。生活に必要な物を必要な分だけ購入していく。,
,,□,衣料品専門店（経営者）,販売量の動き,・客は必要なものしか買わず、低価格帯の客については厳しい状況で、売出しの効果が出ない。平均以上の価格帯の客は健在で変わらず購入している。,
,東京都,□,衣料品専門店（店長）,販売量の動き,・呉服や和装カジュアル事業は、夏の浴衣が好調に推移し、来客数が前年比1.7倍に伸びたものの、９月より低迷している。マーケットにおけるリユースやレンタル志向が影響していることに加え、可処分所得が伸びていないことにより、買い控えをしているものとみられる。一方、ドレス事業は、マーケットの需要回復により伸長しており、インバウンドも全国的に散見できる（東京都）。,
,,□,衣料品専門店（役員）,販売量の動き,・11月も気温が高く、冬物衣料の売行きが鈍かった。月末近くになってようやく平年並みの販売量に戻ったものの、単価は上がらない。,
,,□,家電量販店（店長）,お客様の様子,・気温が下がると暖房関連商材が動くことと来客数が増えるために活気は出るが、景況感が良くなっているわけではない。,
,,□,家電量販店（店長）,来客数の動き,・値上がりは少し収まってきたが、まだ来客数は少ない。,
,,□,乗用車販売店（経営者）,販売量の動き,・自動車の整備は順調に入っているが、販売が余り芳しくない。客の来場は大分あるが、なかなか成約に結び付いていない。,
,,□,乗用車販売店（経営者）,販売量の動き,・新型車の発表があったが、まだ納期に時間が掛かるため、売上には影響しない。,
,,□,乗用車販売店（営業担当）,販売量の動き,・全体をみると例年と変わりない。販売台数がもう少し伸びると予想していたが、伸びが足りない。,
,東京都,□,乗用車販売店（販売担当）,お客様の様子,・新車の売行きについては、半導体が安定してきたので、受注残がはけているが、かといって販売台数が大きく増えているわけでもない。売行きの割には来客数が少なく、来店しても保留する客が多い。そのようなことから、景気は余り変わらない（東京都）。,
,,□,乗用車販売店（営業）,販売量の動き,・販売できる車種が限られているためである。,
,東京都,□,その他専門店［貴金属］（統括）,来客数の動き,・最近数か月、訪日外国人は増加傾向にあるが、来店につながることもなく、身の回りの景気に直接的な変化はない（東京都）。,
,東京都,□,その他小売［ショッピングセンター］（統括）,お客様の様子,・外国人客を中心に景気が良いが、国内需要は厳しい（東京都）。,
,東京都,□,高級レストラン（仕入担当）,来客数の動き,・来客数の動きは2019年比で見た場合、多くが好調に推移している反面、原材料の価格高騰が続いていることが懸念材料である（東京都）。,
,東京都,□,高級レストラン（経理担当）,単価の動き,・客単価は３か月前と比べておおむね同水準であり、変わらない（東京都）。,
,,□,一般レストラン（経営者）,それ以外,・３か月前と比べて、客の様子をみていても余り代わり映えしない。特段単価が良くなっているわけでもない。客から余り窮屈な感じは受けていないし、財布のひもも結構緩い。,
,東京都,□,一般レストラン（経営者）,単価の動き,・ずっと上向いているかは分からないが、売上をみていると、単価が上がってきており、売上も前年やここ数か月と比べて良くなっている。前月比では余り変化がない（東京都）。,
,東京都,□,一般レストラン（経営者）,来客数の動き,・この数か月を比べると、若干来客数が少なくなったような気がする（東京都）。,
,,□,旅行代理店（経営者）,来客数の動き,・電話の問合せや来客数からみて、大分数が増えてきたようで、幾らか景気が上がってきている。,
,,□,旅行代理店（従業員）,お客様の様子,・例年のサイクルで間もなく繁忙期が終わり、閑散期に入っていく。変化はない。,
,東京都,□,旅行代理店（営業担当）,お客様の様子,・数字を見ながら、決算を見ながらという会社が増えている（東京都）。,
,,□,旅行代理店（営業担当）,お客様の様子,・前年と同じ相場感で来店し、金額が違っていることに驚き、旅行代金の上昇を実感する年配客が多い。,
,東京都,□,通信会社（社員）,お客様の様子,・前月に引き続き小口の注文が続き、明るい見通しが続いている（東京都）。,
,,□,通信会社（営業担当）,お客様の様子,・様々な物価上昇の影響で、月額費用の支出をできるだけ抑えたいという客が増加している。,
,東京都,□,通信会社（局長）,販売量の動き,・全体的には前年同月比でやや伸長しているものの、逆に解約が増えているため、売上的には余り変わらない（東京都）。,
,東京都,□,通信会社（経営企画担当）,お客様の様子,・当月の案件数や受注数に変化はない。年末が控えていることもあり、動きが少し鈍っている（東京都）。,
,東京都,□,通信会社（営業担当）,販売量の動き,・景気の影響なのか、娯楽に対する費用を客が見直す傾向にある（東京都）。,
,,□,通信会社（経理担当）,単価の動き,・インターネット接続サービスは売れるが、それ以外は、客が契約しているサービスを徐々に減らしているため、売上が落ちている。,
,東京都,□,通信会社（経営企画担当）,販売量の動き,・前月と変わらない（東京都）。,
,,□,パチンコ店（経営者）,単価の動き,・実質賃金が上がらないためなのか、先行きの経済不安からか、客単価が今一つ上がってこない状態が続いている。,
,,□,競輪場（職員）,販売量の動き,・売上、客単価を底上げできるようなキャンペーンを行ったが、微増にとどまっている。1.5倍くらいの伸びを期待していたが、そこにも至らず、まだ現場感覚としては厳しい。,
,東京都,□,その他レジャー施設［複合文化施設］（財務担当）,来客数の動き,・値上げは一巡したが、高止まりしたままである。クリスマスケーキなどが前年と比べて値上がりしている（東京都）。,
,,□,美容室（経営者）,来客数の動き,・暮れに向かって来客数が幾らか増えるのではないか。,
,,□,その他サービス［保険代理店］（経営者）,お客様の様子,・３か月前もさほど景気は良くなかったが、今月も変わらず良くない。客の様子も新たな購買に結び付かない。,
,,□,設計事務所（経営者）,お客様の様子,・今のところ、新しい案件の話は具体的に入ってきていない。,
,,□,設計事務所（経営者）,それ以外,・３か月前と比較しても業務量に変化はなく、外注費も含めたコストも横ばいで推移している。,
,東京都,□,設計事務所（所長）,お客様の様子,・コロナ禍以降、仕事の動きが変わってきているようで、大型物件は動いているが、小さな物件はほとんど動きがない（東京都）。,
,東京都,□,設計事務所（職員）,それ以外,・どちらかといえば下向きと思うが、売上や発注状況など、数値的には明確な根拠はない（東京都）。,
,東京都,□,その他住宅［住宅資材］（営業）,販売量の動き,・一時期の建築資材の需要低迷を抜け出し、一旦は例年程度の受注量を維持できる状況になっている（東京都）。,
,,▲,商店街（代表者）,お客様の様子,・入店した客でも、非常に考え方は慎重で、結論を出して契約をするまで時間が掛かっている。また、契約した物についても、慎重に選んでおり、できるだけリーズナブルな価格の商材にシフトしているような気がする。,
,東京都,▲,一般小売店［家電］（経営者）,販売量の動き,・少し動きが良くなったかと思っていたが、ここにきてまた商材が入ってこなくなっている。例えば、ケーブル等が滞っているという話を聞いて見積りをやり直したりするなど、現場が止まってしまうような状況が発生している（東京都）。,
,,▲,一般小売店［家電］（経理担当）,来客数の動き,・今月は来客数が減っている。平日は特に少ない。,
,,▲,一般小売店［酒類］（経営者）,来客数の動き,・オーバーツーリズムという現象なのか、出掛ける人が多くなり、地元での消費が少し減速しているように感じる。,
,,▲,一般小売店［傘］（店長）,来客数の動き,・来客数が大きく減っている。,
,東京都,▲,百貨店（総務担当）,販売量の動き,・前月は一時的に数字が落ち込み心配したが、今月は若干戻した感がある。ただし、３か月前と比較した場合の伸び率は５％程度低下している。11月はお歳暮の受注が増加する時期であり、大型店舗の閉店により来客数、売上共に伸びているものの、予想より動きが鈍い。インバウンドは堅調で、アジア系の旅行者が多く、化粧品等の動きが良い（東京都）。,
,,▲,百貨店（販売促進担当）,お客様の様子,・前月、気温の影響で動きの鈍かった冬物商材の回復を期待していたものの、マイナスを取り返すまでには至っていない。また、今月から始まったお歳暮ギフトも動きが鈍く、物価上昇の影響も大きいようである。,
,東京都,▲,百貨店（販売促進担当）,単価の動き,・物価高による影響を受けている（東京都）。,
,東京都,▲,百貨店（管理担当）,来客数の動き,・11月からお歳暮ギフトがスタートしたが、来客数、販売額共に前年を下回っている（東京都）。,
,,▲,スーパー（経営者）,来客数の動き,・改装した１店舗が非常に高い数字を上げているため、数字上はそれほど変わらないが、他の店舗が余り良くない。全体としては３か月前より若干落ちている。,
,東京都,▲,スーパー（経営者）,来客数の動き,・競合店ができた影響がかなり大きく、少々マイナスが出ている（東京都）。,
,東京都,▲,スーパー（店員）,来客数の動き,・客の流れは、特売日やポイントデーなどには集中するものの、それ以外は減ってしまい、まだ節約志向がみられる。また、必要以上の物は買わない（東京都）。,
,,▲,スーパー（仕入担当）,販売量の動き,・年末の消費に備えて節約志向が高まっているようで、必要な物だけを購入するため販売点数が落ち込んでいる。,
,,▲,コンビニ（経営者）,単価の動き,・来客数は前年比103％と多少伸びているが、客単価が大きく割っている。,
,,▲,コンビニ（経営者）,販売量の動き,・絶対数として販売量が落ちている。来客数も当然落ちている。,
,,▲,コンビニ（経営者）,来客数の動き,・当社はコンビニエンスストアを数店舗経営している。物価が上昇し、商材の価格も上がっているため、客単価は上がっているが、来客数は逆に前年同月比で３％程度落ちている。,
,,▲,コンビニ（経営者）,お客様の様子,・来客数が前年比90％程度になっている。客単価は前年より若干アップしているものの、全体の売上アップにはつながっていない。総合的に景気はやや悪くなっている。,
,東京都,▲,コンビニ（商品開発担当）,販売量の動き,・上向きに思えた景気だったが、天候不順も重なり、明らかに消費が落ち込んでいる（東京都）。,
,,▲,衣料品専門店（従業員）,お客様の様子,・物価の上昇などで家計の負担が増えていることから、客の反応が余り良くない。,
,,▲,乗用車販売店（経営者）,お客様の様子,・来客数が良くない。,
,,▲,住関連専門店（統括）,販売量の動き,・賃金もまだ上がらず、景気も良くならず、皆が消費を控えている。,
,,▲,その他専門店［ドラッグストア］（経営者）,販売量の動き,・客の購買点数が明らかに落ちている。ただし、単価は上がっているため、売上は購買点数ほど落ちてはいない。,
,東京都,▲,その他専門店［ガソリンスタンド］（団体役員）,販売量の動き,・ガソリン代等が高いイメージがあるためか、定額、定量給油が増えている（東京都）。,
,東京都,▲,旅行代理店（営業担当）,お客様の様子,・全国旅行支援が終了し、申込みが減ってきている（東京都）。,
,東京都,▲,タクシー運転手,来客数の動き,・今年の夏は非常に暑かったため、３か月前は客の動きがかなりあり、利用が多かった。秋になり、気温が落ち着いたこともあり、３か月前と比べたら今月は悪くなっている（東京都）。,
,東京都,▲,タクシー運転手,お客様の様子,・昼間営業しているが、特別上向いてはいない。むしろ午前中などは夏場に比べて落ち着いている（東京都）。,
,,▲,タクシー（団体役員）,来客数の動き,・人出は相変わらずなく、乗客はほとんどいない。タクシーの稼働も増えてきていて、夏場のような車両不足にはなっていない。11月20日に運賃改定があったので、繁忙期がどうなるか分からない。,
,東京都,▲,通信会社（経営者）,販売量の動き,・商談案件はあるが、検討中が続いており、受注まで至っていない状況が続いている（東京都）。,
,,▲,ゴルフ場（経営者）,お客様の様子,・来客数が前年同月比92％と良くない。,
,,▲,ゴルフ場（従業員）,来客数の動き,・今年の夏は、入場者数が減っても仕方がないほど酷暑の期間が長かったが、夏が終わっても、平日の高齢者利用が回復していない。ゴルフに戻ってこないのは、コロナ禍が終わり、旅行など別の行楽を楽しむ人、その逆にエネルギー価格や物価の上昇等でゴルフを控えざるを得ない人、両方の原因があるのではないか。,
,,▲,ゴルフ場（経理担当）,来客数の動き,・11月に入り、季節要因から稼働率は高止まりが続いている。来場の中心は会員であり、プレー費が高額なビジターは落ち込んでいる。物価上昇から生活防衛を意識する動きも見られ、レストランにおいては高価格帯商材の販売低迷の傾向がみられる。肥料薬剤は円安等の影響で価格が高止まりしており、水道光熱費を始め営業費用の全般的な高騰が続いているが、固定費の回収は容易ではない。,
,東京都,▲,その他レジャー施設［ボウリング場］（従業員）,単価の動き,・夜の客に変化はないが、土日祝日のファミリー層の単価が下がってきている（東京都）。,
,東京都,▲,その他レジャー施設［映画］（営業担当）,来客数の動き,・売れる物と売れない物との２極化が激しくなってきており、商売としてのリスクが高くなっている（東京都）。,
,,▲,設計事務所（所長）,単価の動き,・物価の上昇により建築等の設計をしにくくなっている。建築資材の値上がりがなかなか止まらず、工事発注が決まらない状況である。,
,,▲,住宅販売会社（従業員）,販売量の動き,・３か月前と比べて受注量が落ちている。,
,,▲,住宅販売会社（従業員）,お客様の様子,・当社の扱っている新築売りアパートへの客の反響が少ない。地価の高止まり、建築コストの上昇で利回りが下がっていることも影響している。,
,,×,一般小売店［食料雑貨］（経営者）,お客様の様子,・人件費、原材料、水道光熱費等の上昇分を価格に転嫁できない。,
,東京都,×,一般小売店［生花］（店員）,販売量の動き,・３か月前の７～８月頃はお盆やお彼岸があったのでまだ良かったが、11月は何もないため、本当に厳しい（東京都）。,
,,×,住宅販売会社（従業員）,販売量の動き,・今月の販売量は目標数字の約50％となり、３か月前と比べても約33％落ちてしまい、過去最低の販売量を更新し、悪くなっている。こどもエコすまい支援事業の補助金申請額が予算上限に達したため受付終了になり、客もしばらく様子見という気持ちになってしまっているのではないか。,
"企業
動向
関連

(南関東)",,◎,＊,＊,＊,
,,○,食料品製造業（経営者）,受注量や販売量の動き,・大口の注文が続けて入り、売上が伸びているが、店頭での売上は低いままである。,
,東京都,○,出版・印刷・同関連産業（経営者）,受注量や販売量の動き,・受注量は例年同時期と比べると減っているものの、３か月前よりは増えている（東京都）。,
,東京都,○,電気機械器具製造業（経営者）,受注量や販売量の動き,・円安の影響で輸出が徐々に活発になってきたことと、設備機器のリニューアル特需で、受注が増えてきている（東京都）。,
,,○,輸送用機械器具製造業（総務担当）,取引先の様子,・自動車メーカーは受注残を減らすべく増産を続けており、好調である。,
,東京都,○,不動産業（従業員）,受注量や販売量の動き,・インバウンド観光客が増えており、ホテルの宿泊需要は順調に推移する（東京都）。,
,東京都,○,不動産業（総務担当）,取引先の様子,・コロナ禍で賃料減額要請に応じていた店舗テナントに、ようやく減額前の賃料水準に戻すことに応じてもらえるようになった（東京都）。,
,,○,税理士,取引先の様子,・旅行で羽田空港へ行った際の人出の多さに新型コロナウイルス感染症発生前のにぎわいを感じた。沖縄への旅だったが、建設中の大型商業施設では、開業前の従業員の獲得に早くも取り掛かり、時給2000円から募集を行っている。近隣の業者も従業員の安定のため賃上げをする必要を実感しているとのことである。,
,,○,その他サービス業［警備］（経営者）,取引先の様子,・例年以上にイベント警備等が増えて、売上が増加している。,
,東京都,○,その他サービス業［ソフト開発］（経営者）,それ以外,・外国人観光客の増加でどこに行っても人が多く、景気の下支えになる（東京都）。,
,,□,出版・印刷・同関連産業（経営者）,それ以外,・受注率は多少なりとも動きがあるように感じるが、まだ本格的ではなく、動きは鈍い。,
,,□,プラスチック製品製造業（経営者）,受注量や販売量の動き,・円安による化粧品容器の国内生産回帰の話は聞かれるようになったが、まだ具現化にはハードルが高く、売上は一進一退である。,
,,□,金属製品製造業（経営者）,受注量や販売量の動き,・取引先において、当社が得意とする分野の発注計画がないので景気は変わらないが、当社の事業内容と全く関連のない周辺企業は忙しそうである。,
,,□,一般機械器具製造業（経営者）,受注量や販売量の動き,・受注量の多い会社と少ない会社が混在している状況に変わりはないが、全体的に少しずつ増加傾向になっている。,
,,□,電気機械器具製造業（企画担当）,受注価格や販売価格の動き,・半導体製品の大口価格、特に当社が開発、製造している製品群の価格が、少しずつではあるものの上昇しているが、現時点では景気に影響を与えるには至っていない。,
,,□,建設業（経営者）,受注価格や販売価格の動き,・高止まりしている不動産物件が動かなくなっている。,
,,□,建設業（従業員）,受注量や販売量の動き,・受注量の変動は多少あるが、燃料費、原材料の価格高騰によりかなり厳しい。,
,東京都,□,輸送業（経営者）,それ以外,・燃料価格が３か月前より１リットル当たり17円下がってきており好材料ではあるが、まだ高値には変わりない。納品先の減少傾向も続いており、現状の改善には至っていない（東京都）。,
,,□,輸送業（経理担当）,それ以外,・物流量は少しずつ増えてきているが、慢性的な人手不足で、募集を出しても応募がない。,
,,□,輸送業（総務担当）,取引先の様子,・繁忙期に入っているが、思った以上に物量が増えないこと、燃料価格の高騰が続いていることから、収益が伸びていない。,
,東京都,□,通信業（広報担当）,受注量や販売量の動き,・改善傾向にはあるものの、勢いは弱まっている（東京都）。,
,,□,金融業（従業員）,取引先の様子,・物価高や資源価格の高騰の影響で個人消費が落ち込み、企業の業績が停滞しているため、下請企業への発注も踊り場の状態にある。,
,,□,金融業（営業担当）,取引先の様子,・秋口にかけて、いずれの業種においても業況改善の兆しがみられていたものの、このところ耳にする取引先、元請先等の情報から、やや先行きに不透明感がみられている。通例であれば、新規取引先等の確保によりこれらのリスクを分散するのが常道だが、それがうまくいくほどの景況感は期待できない。,
,東京都,□,広告代理店（経営者）,取引先の様子,・取引先の飲食店では外国人客が増えてきている。だからといって大幅に売上が伸びているということもなく、例年と余り変わらない（東京都）。,
,東京都,□,広告代理店（従業員）,受注量や販売量の動き,・当社には大別して２方向の商材があり、一方はやや回復傾向がみられるものの、もう一方では今年度は減少傾向が続いている（東京都）。,
,東京都,□,税理士,それ以外,・夜に近隣駅まで、飲食店もある商店街を通って歩いて帰るが、外から店内をのぞくと、新型コロナウイルス感染症発生前はいつも満員であった店が、客が戻ってきているとは言いながらもそれほど入っていない。道路沿いの店はどこも週末は８～９割くらい入っているが、平日は入っていない。客が入っていない店はもちろん潰れていく（東京都）。,
,東京都,□,社会保険労務士,取引先の様子,・補助金や助成金を活用したい会社が多く見受けられる（東京都）。,
,,□,経営コンサルタント,取引先の様子,・飲食、サービス業などで客の財布のひもが固いという声がある。不要不急の物にお金を使わない意識が強くなっている。,
