,,◎,旅行代理店（従業員）,販売量の動き,・物価高の影響はあるものの、販売量がかなり増えている。旅行代金の高騰分を販売価格に転嫁できれば更に良い。,
,,○,百貨店（店長）,来客数の動き,・８月以降、微増ではあるものの、来客数の増加傾向が続いている。今後も、この微増傾向が継続し、徐々に良くなっていく。,
,,○,百貨店（店長）,販売量の動き,・新型コロナウイルス感染症発生前の2018年度との比較では、売上は約５％マイナスである。ただし、前年比では３か月連続で100％超となっており、着実に景気は回復傾向にある。,
,,○,旅行代理店（経営者）,販売量の動き,・繁忙期に向け、仕事の依頼が多くなっている。,
,,○,旅行代理店（所長）,来客数の動き,・順調に推移している教育旅行団体に加えて、組織や団体のニーズも出てきている。日帰り旅行客がいまだ多いが、インバウンドの来訪も徐々に増えている。,
,,○,旅行代理店（営業担当）,お客様の様子,・コロナ禍の行動制限も無くなり、自由に行動できることから消費行動は上向きになるのではないか。,
,,○,タクシー（経営者）,お客様の様子,・全体的に動きが良くなり、前年同月比14％の増収である。,
,,○,ゴルフ場（従業員）,来客数の動き,・夏の猛暑の影響や他のレジャーに流れていた来場者が、少し戻っている。,
,,○,美容室（経営者）,来客数の動き,・税金の２重取りと問題視されているガソリン暫定税率を下げることで、消費者に広くメリットがあるという提言が石油連盟から出ている。この問題が議論されてこなかったのはなぜか。電気自動車に乗り換えたので、もはや関心は希薄である。,
,,○,設計事務所（所長）,お客様の様子,・一時期停滞していた行動範囲が広くなっているようで、各地に人出の多さがあり、景気は上向いている。,
,,□,商店街（代表者）,お客様の様子,・幼稚園と小中学校の運動会が開催され、若年層の動きは活発になっている。ただし、猛暑日が続き、高齢者の来店は少ない。地元のイベントでも、高齢者の姿はみられない。,
,,□,一般小売店［精肉］（経営者）,お客様の様子,・今月も真夏日の連続で、客は外出を控えている。新型コロナウイルス感染症も落ち着いてきて、各地でイベントなどが復活している。ただし、人出はイベントのときだけで、平日は静かである。商材価格の値上がりが１番響いているのかもしれない。,
,,□,一般小売店［酒類］（経営者）,販売量の動き,・今までは良かったが９月になってから悪くなりつつある。,
,,□,一般小売店［青果］（店長）,単価の動き,・野菜の価格は、今まで経験したことのない大幅な高騰となっている。北海道や東北地方で30度、35度以上の気温が続いたため、北海道、東北産の野菜が非常に高くなっている。,
,,□,百貨店（営業担当）,来客数の動き,・引き続き来客数は増加傾向にあるものの、売上は連動していない。地方都市では都心店のようなインバウンド需要は皆無に等しく、特に大きな景況の変化はない。,
,,□,スーパー（総務担当）,来客数の動き,・ＬＲＴ開業により客の流れが変わってきているものの、購買は変わらず、売上は横ばいで、景気が良くなっているとは思えない。,
,,□,コンビニ（経営者）,来客数の動き,・前年比で、売上は99.8％、来客数と客単価は100％で、ほぼ前年並みで推移している。８月の売上は前年比104％だったので、９月の方が伸びなかった感がある。,
,,□,衣料品専門店（店長）,来客数の動き,・９月は夏日の暑い日が多かったため、秋物が動いていない。,
,,□,乗用車販売店（経営者）,販売量の動き,・新車や中古車等の販売が少しは改善されたと感じている。同様に、車検等の整備売上も微増である。,
,,□,乗用車販売店（販売担当）,お客様の様子,・当社は観光地を控えている立地なので、ドライブイン、旅館、ホテル関係の従業員の方が来て、２～３か月前と同じくらいに景気は良くなっているが、人手不足で参っているという話がよく出ている。景気はここのところずっと良い状態で横ばいである。,
,,□,一般レストラン［居酒屋］（経営者）,お客様の様子,・新型コロナウイルス感染症とインフルエンザの流行の影響もあるのか、一旦上向いた市況が小康状態である。しばらくは様子見である。,
,,□,一般レストラン（経営者）,来客数の動き,・来客数は日によってばらつきがあるものの、全体でみると変わらない。,
,,□,都市型ホテル（総支配人）,来客数の動き,・全国旅行支援終了後も、当県独自の支援策に後押しされる形で予約は好調に推移している。,
,,□,タクシー運転手,お客様の様子,・９月19日から初乗り運賃が値上げになった。今までは、２キロまで740円だったが、今後は、1.1キロで500円である。基本は２割ほど上がったが、近距離が安くなっているので１割程度の値上げではないか。現状では、乗り控えはないが、夜～深夜にかけての利用客は少ない。ビジネスマンは、レンタカーを利用する人が多くなった気がする。,
,,□,通信会社（社員）,単価の動き,・ガソリン代、光熱費等の政府の補助金がある間は、景気への感度は現在と変わらない。,
,,□,通信会社（営業担当）,単価の動き,・店舗来客数は増加しているものの物価高が続いているため、消費は抑えめとなっている。ただし、コロナ禍の頃よりは回復傾向である。,
,,□,通信会社（総務担当）,販売量の動き,・人気機種の新モデル発売により、瞬間的に休日の販売量が前週比３割増加したものの、全体では３か月前と同程度である。,
,,□,通信会社（局長）,お客様の様子,・営業先でも、基本的に客からは変わらずに苦しいという話を聞くことが多い。,
,,□,テーマパーク（職員）,来客数の動き,・夏から秋にかけての旅行シーズンにもかかわらず、真夏日やゲリラ豪雨等の天候の影響を受けて、来園者数が伸びてこない。,
,,□,競輪場（職員）,単価の動き,・来場者の車券の購買単価は横ばい若しくは減少しており、物価高騰等もあるため、引き続き注視していく必要がある。,
,,□,住宅販売会社（経営者）,単価の動き,・地価は相変わらず横ばいで、動きも鈍い。状況打開の要因が見つからない。,
,,□,住宅販売会社（経営者）,お客様の様子,・最近は不動産の引き合いが余りない。ただし、店舗関係はちらほら増えてきたかなという感じである。土地、中古住宅、空き家等については、現在、客の引き合いがほとんどない。,
,,□,その他住宅［住宅管理・リフォーム］（営業）,販売量の動き,・３か月前と余り変化はなく、問合せも入っており、受注できている。,
,,▲,一般小売店［土産］（経営者）,販売量の動き,・夏休みも終わり、客足は少し落ち着いているが、修学旅行生や外国人旅行客は、新型コロナウイルス感染症発生前と比べても上向きの状況が続いている。しかし、受入れ側の人手不足が深刻で、売上の機会損失があるため、新型コロナウイルス感染症発生前の売上達成度を比べると、２～３か月前より悪くなっている。,
,,▲,百貨店（営業担当）,来客数の動き,・原油価格高騰等に代表される長引く物価高の影響による生活防衛意識の高まりや、天候面では残暑厳しい期間が長いことなど、商売上の環境が悪く、厳しい状況が続いている。,
,,▲,スーパー（商品部担当）,来客数の動き,・商圏内に競合店がオープンし、来客数の前年割れが続いている。また、物価高の傾向が客単価にも影響している。,
,,▲,衣料品専門店（販売担当）,来客数の動き,・９月の後半になり、多少気温が下がってきたので、当店の顧客は高齢者が多いということもあり、若干人の動きが出てきている。ただし、購買意欲につながるような雰囲気ではない。何となく街に出てきて、世間話をして自分のストレスを解消しようという雰囲気の客がほとんどで、なかなか消費までには回らない。,
,,▲,乗用車販売店（従業員）,販売量の動き,・受注から登録に至る台数が減少している。,
,,▲,自動車備品販売店（経営者）,販売量の動き,・来客数の動きや道路の交通量がやや少ない。車を買うという話への展開が重く、なかなか購入に転じていかない。ややムードが悪い。,
,,▲,住関連専門店（店長）,来客数の動き,・値上げのトレンドが継続している。,
,,▲,住関連専門店（仕入担当）,来客数の動き,・９月に入ってからの高温は、これまでの来客数の減少に拍車を掛けている。連休も例年と比べて休みが続かず、マイナス要因が重なって厳しい９月となっている。,
,,▲,一般レストラン（経営者）,単価の動き,・客単価が下がっている。この状態が行楽シーズンも続くと厳しい。,
,,▲,その他飲食［給食・レストラン］（総務）,単価の動き,・主力の事業所給食部門では、食材費、人件費、水道光熱費等、コスト全般で上昇が続いており、取引先と継続して条件見直し交渉をしている。しかし、２～３度目となる条件見直しに慎重となる取引先も多く、その間に収支悪化がかさむ状態が続いている。,
,,▲,ゴルフ練習場（経営者）,単価の動き,・食料品を始め、生活必需品の単価が上がっている。,
,,▲,その他サービス［自動車整備業］（経営者）,それ以外,・同業者の人手不足問題と原材料価格高騰の嘆きは、当社でも他人事ではなくなっている。ひとまず業務を縮小し、人材募集要件の整備を実施したため、売上と利益の下降は避けられない。求人への応募は余り期待できない。,
,,×,一般小売店［家電］（経営者）,来客数の動き,・物価高による買い控えが頻発している。,
,,×,家電量販店（店員）,販売量の動き,・猛暑が続き、季節商材に期待があり、前年比130％となったが、ボリュームに欠けた感がある。その他では、冷蔵庫が75％、洗濯機80％、テレビが60％と、主要品目がことごとく前年割れしている。全体では前月からの推移は90％と振るわず、前年比でも90％と割り込んている。,
,,×,乗用車販売店（経営者）,お客様の様子,・いまだに新型コロナウイルス感染症発生前の売上に届かない。,
,,×,その他専門店［靴小売業］（経営者）,お客様の様子,・天候不順で客の買物への意欲が減退しているようで、特に、メインターゲットである高齢者は顕著である。また、１万円台の商材で軒並み２万円台への値上がりが続いている。販売側もだが、客も購入にちゅうちょしがちである。,
,,×,通信会社（経営者）,お客様の様子,・買い控えが顕著になっている。,
"企業
動向
関連

(北関東)",,◎,－,－,－,
,,○,輸送用機械器具製造業（総務担当）,取引先の様子,・取引先の生産が新型コロナウイルス感染症発生前の水準に戻りつつあるようなので、それに伴って今後は受注が増える傾向にある。,
,,○,不動産業（経営者）,受注量や販売量の動き,・海外からの雇用が増え、ワンルームタイプの管理物件は常に入居状態のため、やや良くなっている。,
,,○,広告代理店（営業担当）,取引先の様子,・取引先のホテルでは、３年ぶりにディナーショーが開催されることになっている。公務員の宴会需要も増えているようで、飲食関係を含めて、客の動きは良くなっている。,
,,○,司法書士,受注量や販売量の動き,・相続関係の法律改正があったためか、ほんの僅かであるが、良くなっている。,
,,□,窯業・土石製品製造業（総務担当）,受注量や販売量の動き,・原材料の値上げなども落ち着き、粛々と稼働している。,
,,□,金属製品製造業（経営者）,受注量や販売量の動き,・受注量が少ないことに変わりはない。,
,,□,電気機械器具製造業（経営者）,受注量や販売量の動き,・当社でメインに扱っている換気扇の受注量は、以前なら９月から12月までは大変忙しかったが、前年、今年とぱっとしない。売上も３年前から比べれば、３分の２くらいに落ちてしまって、少し厳しい状況である。,
,,□,輸送用機械器具製造業（経営者）,受注価格や販売価格の動き,・取引先の様子や受注価格等の動きは、余り変わらない。,
,,□,輸送業（営業担当）,取引先の様子,・季節の変わり目で、冬物家電、こたつ、電気カーペットや、ウォーキングシューズ、園芸用草刈り機、ハサミ等、前年並みの予想物量を確保している。ただし、燃料価格の高騰やドライバー不足もあり、依頼費用が高いために利益は薄くなっている。,
,,□,経営コンサルタント,それ以外,・企業の生産や販売は、業種により好不調が混在しており、業績はまちまちである。全国の経済活動が調整過程にある。企業活動は、引き続き受注が増えた一部企業で設備投資が活発なところがある一方、販売が一段落したところもある。,
,,□,社会保険労務士,取引先の様子,・受注件数に大きな変化はないものの、価格転嫁しきれていない事業所では利益率が落ちている。,
,,□,その他サービス業［情報サービス］（経営者）,取引先の様子,・引き合いや商談、受注件数共に増加傾向にあるが、伸び率が鈍化している。取引先の一部業界では、コスト増加で情報化投資を抑える傾向がみられる。,
,,▲,一般機械器具製造業（経営者）,受注量や販売量の動き,・７月頃、急に内示情報に対する大幅な減産情報が入り、現在も減産対応を続けている。また、価格交渉月間である９月に、取引先数社から以前と同様の定期的なコストダウン要請が届いており、対応に苦慮している。,
,,▲,不動産業（管理担当）,受注量や販売量の動き,・前月末でビルのテナントが退去し空室となったが、他の空室に入居がなかったため、家賃と保守管理の収入が減少している。また、暑さが長引いたために、空調の電気代も余計に掛かり、経費が増加している。,
,,×,一般機械器具製造業（経営者）,受注量や販売量の動き,・５月から８月までの今期売上が、過去10年間で最低という衝撃の事実が判明した。先行きの見通しもはっきりとしない状況である。,
,,×,建設業（開発担当）,受注量や販売量の動き,・公共工事主体で売上の95％を占めているが、今期の公共工事発注は前年比6.4％増加ではあるものの、前々年比14.8％減少であり、全体的には厳しい数字である。,
"雇用
関連

(北関東)",,◎,－,－,－,
,,○,学校［専門学校］（副校長）,求人数の動き,・求人数が前年比1.4倍となっており、企業業績が順調に推移していることがうかがえる。,
,,□,人材派遣会社（経営者）,求人数の動き,・空き家が増えているようで、解体や改築等の工事関係の需要がみられる。ただし、ガソリン価格や諸材料の価格上昇で、動きには活発さがみられない。依然として、ガソリン価格は波があり、今はピーク時よりも10円ほど下がったが、なかなか厳しいところである。全体的にはまだ厳しい。,
,,□,人材派遣会社（社員）,求職者数の動き,・求人数に対して、条件に合う求職者数が不足している。,
,,□,人材派遣会社（管理担当）,求人数の動き,・派遣求人数がサービス業は増加しているものの、製造業は減少しているため、増加しない。平均すると状況は変わらない。,
,,□,人材派遣会社（従業員）,周辺企業の様子,・人材の依頼がない。,
,,□,職業安定所（職員）,求人数の動き,・新規求人数は前年同月比での増加傾向が続いていたが、今月は減少に転じている。,
,,▲,＊,＊,＊,
,,×,－,－,－,
,,,,,,
　４．南関東（地域別調査機関：株式会社日本経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(南関東)",東京都,◎,その他飲食［給食・レストラン］（役員）,単価の動き,・食事単価の引上げと、新型コロナウイルス感染症発生前の喫食数への戻りの相乗効果で、収益が改善している（東京都）。,
,東京都,◎,タクシー運転手,それ以外,・最近、バス、トラック、タクシーの運転手不足で、運行に支障が出ていると報道されている。タクシーの場合、ライドシェアが話題になっているが、東京では実際のところ一時的に空車が足りないときもあるが、問題にするほどの状態ではなく、報道がオーバー過ぎると感じている。タクシーの景気は、猛暑だったことも含めて９月も忙しかった（東京都）。,
,東京都,◎,通信会社（社員）,それ以外,・インバウンドの好調が観光業、飲食業に大きな影響を与えている。円安と外国人旅行者の旺盛な購入意欲の影響で、販売店も売上を伸ばしている（東京都）。,
,,○,一般小売店［家電］（経理担当）,来客数の動き,・通常、９月は売上が落ちるが、今年は暑かったせいもあり、９月に入ってもエアコンなどの問合せが多くなっている。,
,東京都,○,一般小売店［家具］（経営者）,販売量の動き,・４～６月は本当に来店客が少なかったが、最近は幾らか増え、販売も若干だが成約できるようになっている（東京都）。,
,,○,一般小売店［祭用品］（経営者）,来客数の動き,・祭事が戻り、秋の行事も久しぶりに開催される。,
,東京都,○,一般小売店［文房具］（経営者）,販売量の動き,・この数か月、売上が前年度より15～20％前後増加している。また、通常より単価の高い商材の動きも良く、客単価も上昇傾向にある。インバウンドもコンスタントに来店しており、売上の２割程度を占めている（東京都）。,
,,○,一般小売店［文具］（販売企画担当）,それ以外,・外商部において、新型コロナウイルス感染症の影響等で遅れていた大口案件が、この先10～11月に全部集中しているため、今月はそのはざ間である。店頭部も、暑さのためか、客の出足が良くなかったが、涼しくなってからは徐々に来客数が増えてきている。そのようなことから、９月は余り良くなかったが、徐々に良くなっている。,
,東京都,○,百貨店（広報担当）,お客様の様子,・高付加価値消費の底堅さが継続している。また、４年ぶりに海外から職人やパティシエなどを呼んだ対面でのプロモーションイベントが支持を集めている（東京都）。,
,東京都,○,百貨店（営業担当）,販売量の動き,・新型コロナウイルス感染症の５類移行後、初の夏休みや帰省シーズンで財布のひもが緩んだ反動に加え､ガソリン価格急騰など物価高への懸念により、購買は慎重で、７～８月と比べると伸びは小さくなっている（東京都）。,
,東京都,○,百貨店（財務担当）,販売量の動き,・インバウンドの伸長が景気を押し上げている（東京都）。,
,,○,コンビニ（従業員）,単価の動き,・来客数というより、販売単価が上がってきている印象がある。来店客が買物の際に１品、２品多く買うなど、ちょっとしたことかもしれないが、それだけで単価は変わってくる。景気が悪ければ、無駄な物は極力買わずに必要な物だけを買うことになる。そもそもコンビニの商材は値段が少し高く、少しでも安さを求めるのであれば、スーパーやドラッグストアなどを利用する方が良い。単価が上がってきているということは、そうした多少の価格差を余り気にせずに買物できる余裕が生まれてきているからではないか。,
,,○,乗用車販売店（総務担当）,販売量の動き,・期末で新車、サービス需要が伸長している。,
,,○,その他小売［ショッピングセンター］（統括）,販売量の動き,・前年秋に行った改装が功を奏している。ただし、その効果は薄れてきている。,
,東京都,○,高級レストラン（営業担当）,来客数の動き,・９月単体の売上は、2019年比で85.4％である。今年の３月から９月の累計売上は2019年比で85.1％となっている（東京都）。,
,東京都,○,高級レストラン（役員）,お客様の様子,・新型コロナウイルス感染症と共存しながらも、活動自粛はないため、来店や予約が多い。これからイベントが増え、気候の良い本格的な秋に向かうので、より期待できる（東京都）。,
,東京都,○,高級レストラン（仕入担当）,来客数の動き,・利用客の伸びがみられる。価格高騰が続くなかでも、当店においては景気後退の気配は見受けられない（東京都）。,
,東京都,○,一般レストラン（経営者）,単価の動き,・外食業界的には、アルバイトの採用ができずに、営業できない会社もある。当社においては、時給アップ等の対応を早めに行ったことで、人手不足にはなっていないが、今後景気が上向いたとしても、人手不足は解消されず、ますます厳しい環境になっていく（東京都）。,
,東京都,○,その他飲食［居酒屋］（経営者）,それ以外,・行楽客や旅行客が増えて、交通機関や高速道路は渋滞している様子がうかがえる。ただし、客が行楽に出費を回すため、居酒屋的には少し厳しい（東京都）。,
,東京都,○,その他飲食［カフェ］（経営者）,来客数の動き,・少しずつ新型コロナウイルス感染症発生前に戻ってきているように感じるが、もう少し時間が掛かる（東京都）。,
,,○,都市型ホテル（経営者）,来客数の動き,・９月になってインフルエンザや新型コロナウイルスの新規感染者数がやや増えてきているという情報があり心配していたが、宿泊、宴会共に一定の回復は進んでいる。特に、宿泊については、近隣の大型コンベンション施設での大規模イベントがかなり戻ってきたので、非常に良くなっている。,
,,○,都市型ホテル（スタッフ）,販売量の動き,・新型コロナウイルス感染症の５類移行後、新規感染者数が増えているものの会食の予約は入ってきている。様子見で宴会を自粛していた学校、病院や官公庁などの引き合いも増えて、ようやく動き始めている。宿泊も、夏休み以降、安定的に予約が入るようになり、景気はやや良くなっている。,
,,○,旅行代理店（経営者）,来客数の動き,・来客数が徐々に増えてきているため、大分良くなっている。,
,東京都,○,旅行代理店（従業員）,販売量の動き,・８月は前年比176％で推移している（東京都）。,
,,○,旅行代理店（従業員）,お客様の様子,・新型コロナウイルス感染症の影響で止まっていた親睦旅行の再開企画が出てきている。５類への移行で、心理的にも旅行に行きやすい環境が整っている。,
,,○,旅行代理店（営業担当）,来客数の動き,・年配者の海外旅行の問合せが増えている。,
,,○,タクシー運転手,お客様の様子,・朝から夕方までの仕事のつながりは良い。夜は飲み屋の客入りが良いようで、店からのオーダーが増えている。平日深夜は利用が少ないが、金曜日、土曜日は終電後までタクシー乗り場に客が並んでいる。,
,東京都,○,タクシー運転手,来客数の動き,・新型コロナウイルス感染症発生前と同様に、９月になると夏休みの影響が出て、来客数がやや減るような動きになるため、前月と比べると少し良くない。ただし、全体的には来客数は多い（東京都）。,
,東京都,○,タクシー運転手,お客様の様子,・最近、時間帯によっては客が道路にあふれている。天候が良くてもそうだが、雨が降ったりすると、どうにもならない状態になっている（東京都）。,
,,○,通信会社（営業担当）,お客様の様子,・天候の影響で家で過ごす時間が増えており、より高価格帯の高速インターネットプランを選択する客が増加している。,
,東京都,○,通信会社（経営企画担当）,お客様の様子,・今月は案件の動きが少し多くなっている。今後の回復を期待したい（東京都）。,
,,○,通信会社（局長）,お客様の様子,・以前と比べて、人の動きも含めて、前向きになっている状況がうかがえる。,
,東京都,○,通信会社（管理担当）,お客様の様子,・法整備に伴う電子化需要が堅調である（東京都）。,
,,○,ゴルフ場（経営者）,来客数の動き,・３か月前の６月の来場者数と比較すると5.1％伸びている。９月は連休の影響で来場者数が増えたほか、台風の接近が少なく、比較的天候が良かったことも追い風となっている。,
,東京都,○,その他レジャー施設［ボウリング場］（支配人）,お客様の様子,・大人数の予約、コンペが入ってきている（東京都）。,
,,○,設計事務所（経営者）,競争相手の様子,・周囲の環境からいうと、非常に業況が悪い。全般的な景気も悪くなっている。しかし、当事務所は前々月よりも各営業をグレードアップして一所懸命営業活動をしたところ、大変大きな仕事を受注することができたため、当社の実績としては非常に大きなプラスとなっている。,
,,□,商店街（代表者）,販売量の動き,・当店の商売では、今は七五三の予約が入ってきているが、新型コロナウイルス感染症の影響により、客が来店をちゅうちょしている様子があり、なかなか思うようには販売が成立していない。,
,,□,一般小売店［印章］（経営者）,来客数の動き,・同業他社が今月一杯で閉店してしまうことから、地域の信用金庫から仕事の依頼があった。今は電子化が進んでいるため、ゴム印やスタンプ認印などの注文は非常に少なくなっているが、新しい需要としては少し上向いている。,
,,□,一般小売店［酒類］（経営者）,来客数の動き,・猛暑の影響か、来店頻度が減っている。,
,,□,一般小売店［眼鏡］（経営者）,来客数の動き,・天候が良いと外出する人が多くなるからか、当店の入っているショッピングセンターへの来客数が今月はやや少ない。売上は前月と余り変わらないが、雨が降ればどこかへ外出しなくなるため、降雨を期待している。,
,,□,一般小売店［傘］（店長）,販売量の動き,・暑さ対策の日傘需要が一段落し、秋雨や台風に向けて雨傘にシフトしている。商材の内容が変わるだけで、販売量に変化はない。,
,東京都,□,一般小売店［生花］（店員）,来客数の動き,・９月はお彼岸があり花が売れる時期のため、ある程度は売れている。ただし、花が非常に高く、品物も少ないので、販売する花を集めるのに四苦八苦している。また、同時に、暑過ぎて花は枯れてしまうし、鉢物も水やりが大変だということで、客から敬遠されていたような気がする（東京都）。,
,東京都,□,一般小売店［茶］（営業担当）,販売量の動き,・相変わらず販売数は頭打ちで、新規の受注もなかなか取れない。現状を維持するのがやっとである。イベントでの販売も継続してはいるが、客の懐事情も以前ほどではないため、来客数はあるものの、売上につながっていない。近隣県でのイベント販売量も以前より落ちている。今週の都内大型コンベンション施設でのイベントに期待をしているが、どうなるだろうか（東京都）。,
,東京都,□,一般小売店［書店］（営業担当）,販売量の動き,・秋学期の販売量は増加しているものの、円安の影響が続き、輸入品の価格上昇から販売量が抑えられている（東京都）。,
,東京都,□,百貨店（売場主任）,お客様の様子,・年末に向けて、忘年会の参加記念品や、ゴルフコンペなど人が大規模に集まるイベントの景品受注が、前年より多く入り始めている。人流が回復し、人が集まることも当たり前になりつつあり、期間限定の秋物の動きも活発化している（東京都）。,
,東京都,□,百貨店（総務担当）,販売量の動き,・７～８月に続き今月も２けたの伸びを示しているが、伸び率は若干鈍化している。物価上昇による影響も考えられるが、主に国内外の旅行客増加により売上が伸びているものとみている。なお、食料品に比べ、服飾雑貨の動きが良くなっている（東京都）。,
,東京都,□,百貨店（総務担当）,お客様の様子,・一般的な客の消費行動は、衣料品、雑貨、日用品、食料品を含め、安定している。それに加え、訪日外国人による売上の増加が、全体としてはプラスに作用している（東京都）。,
,東京都,□,百貨店（営業担当）,販売量の動き,・郊外店においては、この20か月ほど伸び続けた売上が、９月は横ばいになっている。都内集客エリアでは、引き続き来街者数も多く、右肩上がりの状況にある（東京都）。,
,東京都,□,百貨店（営業担当）,来客数の動き,・インバウンドは着実に伸長しているものの、国内客の需要鈍化の傾向は変わらない（東京都）。,
,東京都,□,百貨店（営業担当）,販売量の動き,・人流は戻りつつあるが、特にファッションの購買数、実績は新型コロナウイルス感染症発生前の80％程度で厳しい。インバウンドの実績も鈍化している（東京都）。,
,東京都,□,百貨店（販売促進担当）,来客数の動き,・前月に引き続きインバウンドが好調に推移している。特に、団体旅行解禁後、中国からの訪日観光客の売上が2018年の同月を上回る勢いで推移している（東京都）。,
,東京都,□,百貨店（管理担当）,販売量の動き,・暑さが長引き、夏物はセールで売れていたが、秋物への切替えは進んでいない（東京都）。,
,,□,百貨店（店長）,お客様の様子,・来客数、売上は伸長しているものの、販売点数は落ちており、必要な物だけを購入している印象を受ける。,
,,□,スーパー（経営者）,単価の動き,・７～９月にかけては天候が良かったことと、暑さで夏物が非常に売れたため、売上が大幅に良くなっている。来客数はそれほどでもないが、単価が上がっている分、売上を押し上げている。,
,,□,スーパー（店長）,それ以外,・残暑の影響で飲料等の夏物商材の売行きが良かったが、安価な商材がよく売れており、客単価への影響がある。,
,東京都,□,スーパー（店長）,販売量の動き,・値上げの影響で単価が上昇し、売上は前年を超えているものの、買上点数の前年割れが続いている（東京都）。,
,,□,スーパー（総務担当）,お客様の様子,・一般的に賃金が上がっているはずなのに、安い物、見切り品ばかりが売れている。,
,東京都,□,スーパー（営業担当）,単価の動き,・相変わらず１品当たりの単価は上がっているが、来客数並びに販売量は落ち込み、相殺されている（東京都）。,
,,□,スーパー（仕入担当）,来客数の動き,・新型コロナウイルスの新規感染者数は増加しているものの、人の動きは以前に戻り、イベントも増えている。値上げの影響で来店頻度や買上点数は減っている。,
,,□,スーパー（販売担当）,来客数の動き,・毎月決まったお買い得日への集中が以前より高まっている反面、前後の日は大きく売上を落とすなど、生活防衛意識の高まりを感じる。生活必需品や日持ちする食品をまとめて購入するなど、よりお得な買い方を考える客が増えている。,
,東京都,□,スーパー（食品担当）,来客数の動き,・販売額は横ばいだが、特売商品や特売日のまとめ買いが目立ち、プロパー商材の動きは鈍い（東京都）。,
,,□,コンビニ（経営者）,販売量の動き,・来客数の減少が大きく響いている。,
,,□,コンビニ（経営者）,販売量の動き,・商品単価の上昇により、買上点数が減っている。,
,,□,コンビニ（経営者）,販売量の動き,・来客数自体が少なくなっている。,
,東京都,□,コンビニ（エリア担当）,販売量の動き,・残暑が続いたことにより、飲料等の売行きは好調なものの、前年からの伸びは鈍化している（東京都）。,
,東京都,□,コンビニ（商品開発担当）,単価の動き,・前年と比べると、原料高に伴いかなり値上げをしているが、販売量は落ちておらず、当然、売上は増えている（東京都）。,
,東京都,□,衣料品専門店（店長）,販売量の動き,・残暑の影響もあり、秋冬物の立ち上がりが遅く、苦戦している。今後については、前年の1.7倍であった浴衣の購入客にクリーニング等での再来店を促し、新作商材を提案する機会を増やしていく。また、着る場の提案として、10月初旬にイベントを開催する。ゲストに人気俳優を迎え、マスコミ、ＳＮＳ等に情報発信を行っていく予定である（東京都）。,
,,□,衣料品専門店（統括）,来客数の動き,・気温の上昇により夏物需要がそのまま継続し、秋物需要と重なって来客数が増えたことが要因である。,
,,□,家電量販店（店長）,来客数の動き,・前月から大きな変化はない。決算期であるが、来客数は特に多くない。,
,,□,家電量販店（店員）,それ以外,・県独自の省エネ家電購入キャンペーンの影響がある。,
,,□,乗用車販売店（経営者）,販売量の動き,・自動車の整備は順調に入っているが、販売が余り芳しくない。客の来店はあるものの、なかなか契約に結び付いていない。,
,,□,乗用車販売店（経営者）,販売量の動き,・新車販売の売上は前年より減少しているが、サービス部門の売上は増加している。,
,東京都,□,乗用車販売店（販売担当）,お客様の様子,・燃料や食品等の価格が高騰しているため、車検費用については「コロナ禍で余り走行していないので、できる限り安くしてほしい」という要望があると聞いている。やはり、物価高でありながら収入が上がらないため、車に関する費用を少しでも抑えたいという客の気持ちが表れている（東京都）。,
,東京都,□,乗用車販売店（営業担当）,お客様の様子,・自動車販売業は大手中古車販売店の不正問題などで風当たりが強く、来店客に影響が出ている（東京都）。,
,,□,その他専門店［ドラッグストア］（経営者）,販売量の動き,・９月初旬までは県独自のキャッシュレス決済キャンペーンがあったため、かなりの売上があったが、終了後は売上が非常に悪くなっている。,
,,□,その他専門店［ドラッグストア］（経営者）,販売量の動き,・販売量は前月と変わらない。景気は良いようにみえて、まだ回復していないのではないか。,
,東京都,□,その他専門店［貴金属］（統括）,販売量の動き,・数か月前と比べるとやや良くなっていると思うが、販売量をみる限り、上向きとも下向きともいえない（東京都）。,
,東京都,□,その他専門店［ガソリンスタンド］（団体役員）,来客数の動き,・いまだに原油価格が上昇しており、国は12月終了予定の燃料油価格激変緩和対策事業の新制度を発表した。高い在庫を抱えて販売をしていないが、販売価格が下がることによって来客数が増えることを期待する（東京都）。,
,東京都,□,その他小売［ショッピングセンター］（統括）,お客様の様子,・物価高による支出増加で、可処分所得は１年以上低迷が続いている。一般家庭はそろそろ限界に近づいているのではないか（東京都）。,
,東京都,□,その他小売［生鮮魚介卸売］（営業）,お客様の様子,・処理水の問題などもあるが、国内需要に関しては余り影響していない気がする（東京都）。,
,東京都,□,高級レストラン（経理担当）,販売量の動き,・猛暑などの季節要因はあるものの、宴会やレストランの販売量はおおむね横ばいとなっている（東京都）。,
,,□,一般レストラン（経営者）,来客数の動き,・今月初旬から少しずつケータリングが増えてきて、大分忙しくはなっているが、店の売上はそれほどでもなく、少し落ち着いた状態である。ケータリングと店の売上は大体同じくらいで余り変わらない。もう少し客が動いて活気が出てくれば、店の売上も伸びる。今のところ、店は落ち着いたままだが、ケータリングは少しずつ忙しくなっている。,
