,,▲,＊,＊,＊,
,,×,＊,＊,＊,
,,,,,,
　４．南関東（地域別調査機関：株式会社日本経済研究所）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(南関東)",東京都,◎,商店街（代表者）,来客数の動き,・新型コロナウイルス感染症の５類への移行以来、明らかに潮目が変わり、飲食業が一気に活気付いている。さすがに夜中までとはならないが、若い世代の団体は結構にぎわっている。イベントのレスポンスもとても良く、早めの盆踊り大会を開催したが、過去最高の人出であった（東京都）。,
,,◎,百貨店（企画宣伝担当）,お客様の様子,・富裕層の消費は底堅く、売上全体を押し上げている。,
,,◎,スーパー（ネット宅配担当）,販売量の動き,・値上げによる単価上昇が更に進んでいることに加え、販売点数の落ち込みもなくなり、売上が増加している。,
,東京都,◎,コンビニ（エリア担当）,販売量の動き,・新型コロナウイルス感染症の５類への分類移行後、販売量は新型コロナウイルス感染症発生前の水準で推移している。直近では猛暑の影響もあり、飲料やアイスクリームを中心に売上が伸長している。３連休も天候に恵まれ、売上が大幅に伸びている（東京都）。,
,東京都,◎,家電量販店（店長）,来客数の動き,・前月、前々月の同時期と比較して、訪日客による免税品購入数が上昇している（東京都）。,
,東京都,◎,旅行代理店（従業員）,販売量の動き,・単月の取扱高が前年比200％を超えている（東京都）。,
,東京都,◎,タクシー運転手,それ以外,・景気は完全に戻っている。月末の金曜日などは、車が足りなくて空車の奪い合いが発生するほどである。運転手不足でタクシー会社の休車が多く、忙しかった。景気は良い（東京都）。,
,東京都,◎,タクシー運転手,来客数の動き,・前月と同様、新型コロナウイルス感染症の影響で辞めた乗務員がいるため乗務員不足で大分忙しい。稼働している台数が少ないことが大きな理由である。それに加えて、今月は暑い日が続いており、利用率が高くなっている（東京都）。,
,,○,一般小売店［家電］（経理担当）,販売量の動き,・例年、今の時期はエアコン工事で忙しいが、今年は低価格帯のエアコンの動きも悪く、売上が伸び悩んでいる。それでも容量の大きいエアコンの買換え需要があり、例年より多く売れている。,
,,○,一般小売店［家電］（経理担当）,販売量の動き,・この暑さのためエアコンが動いている。省エネ対策の補助金もあり、高額機種が動いている。催事も行えるようになってきたので、イベントや祭り関係の電気工事依頼も増えている。,
,,○,一般小売店［祭用品］（経営者）,来客数の動き,・来客数が増えている。需要も高まりつつある。,
,東京都,○,一般小売店［文房具］（経営者）,販売量の動き,・外国人旅行客の来店がコンスタントにあり、文房具のまとめ買いが多いため、客単価を押し上げ、売上増加につながっている。３か月前の４月の新学期シーズンと比較すると売上は落ちるものの、景気としては大分上向いている（東京都）。,
,,○,一般小売店［酒類］（経営者）,お客様の様子,・行動が活発になり、客の笑顔から明るさを感じる。,
,,○,一般小売店［眼鏡］（経営者）,来客数の動き,・新型コロナウイルス感染症の分類が５類に移行してから、来客数が増えてきて、売上も上がっている。,
,,○,一般小売店［傘］（店長）,来客数の動き,・旅行や外出の機会が増えて、日傘の買換え需要が高まっているため、全般的に来客数が増えている。,
,,○,百貨店（総務担当）,販売量の動き,・改装があるため、来客数が増加し、想定を上回ってはいるものの、目標には届いていない。,
,東京都,○,百貨店（総務担当）,お客様の様子,・前年と比較すると行動制限の解除も浸透し、客の購買行動は、通常に戻りつつある。新型コロナウイルス感染症への対応に追われていた時期のように食料品などの日用品の売上に偏ることはなく、ファッション関連を中心とした、紳士、婦人衣料雑貨の動きが良い（東京都）。,
,東京都,○,百貨店（広報担当）,お客様の様子,・高付加価値の物を求める消費者の購買意欲は底堅く、都心店舗を中心に前年プラスで推移している。またアフターコロナで、人々の外出や対面機会の増加を背景とした関連消費も伸長している。特に、気温上昇を受けたＵＶ関連のファッションニーズや、食品ギフトのニーズが高まっている（東京都）。,
,東京都,○,百貨店（営業担当）,販売量の動き,・今月は４年ぶりの大規模なセール実施により来客数が増加し、比例して売上も拡大している。加えて、訪日外国人旅行客の来店も伸長しており、大きくプラスとなっている（東京都）。,
,,○,百貨店（販売促進担当）,お客様の様子,・来客数の増加が継続し、売上も３か月前との比較でも前年比でも増加している。外出機会の増加に伴い、カジュアル衣料、雑貨、化粧品等が前年比でプラスとなっている。,
,東京都,○,百貨店（販売促進担当）,来客数の動き,・高額品が好調である（東京都）。,
,東京都,○,百貨店（財務担当）,販売量の動き,・国内消費については大きな変化はないが、インバウンドが増大し、全体を押し上げている（東京都）。,
,東京都,○,百貨店（管理担当）,販売量の動き,・クリアランスセールに対する客の反応が良く、衣料品が売れている（東京都）。,
,,○,百貨店（店長）,お客様の様子,・物価上昇の影響を受けているカテゴリーもあるが、スポーツジムやゴルフスクールなど趣味関連の入会は増えており、生活必需品以外への関心も高い。,
,東京都,○,スーパー（食品担当）,単価の動き,・人の動きが活発になり、衣料品、レジャー関連の動向が良い。食品は値上げにより全体の単価が上がっている（東京都）。,
,東京都,○,コンビニ（経営者）,来客数の動き,・前月頃から来客数が増えてきている（東京都）。,
,,○,コンビニ（経営者）,来客数の動き,・近隣のプールがオープンし、前年の入場規制が緩和されたことにより来客数が増えている。,
,,○,コンビニ（経営者）,来客数の動き,・天候が良く、気温も高くなったことで、客が夜遅くまで結構出ており、来客数が４％くらい増加している。,
,東京都,○,コンビニ（商品開発担当）,販売量の動き,・来店頻度はそこまで増えていないが、買上点数と客単価は増えてきている。休日需要が見込めれば、更なる売上の増加が期待できる（東京都）。,
,東京都,○,衣料品専門店（経営者）,販売量の動き,・街のイベントも大変な盛り上がりで、旅行などの準備品も活発に動いている（東京都）。,
,東京都,○,家電量販店（経営企画担当）,販売量の動き,・７月に入り、関東でも梅雨が明けたが、長梅雨となった。猛暑が来襲し、新型コロナウイルス感染症の分類が５類に移行後初の夏休みとなり、我々の業界的にはエアコン等の需要が真っ盛りとなる。季節家電は水ものと呼ばれるが、これからが本番である（東京都）。,
,,○,乗用車販売店（総務担当）,販売量の動き,・７月は需要月であり、新車、サービスが堅調に推移している。ただし、依然として中古車市況の回復にめどが立っていない。,
,東京都,○,その他専門店［貴金属］（統括）,来客数の動き,・全体的に来客数、特に海外からの客が増加してきている。また、以前のインバウンド需要では少なかった欧米系の客が増加している（東京都）。,
,,○,その他小売［ショッピングセンター］（統括）,販売量の動き,・全般的に商材が動いている。,
,東京都,○,高級レストラン（営業担当）,来客数の動き,・2019年と比べると、７月は売上81.7％、来客数69.7％、客単価117.3％となっている（東京都）。,
,東京都,○,高級レストラン（役員）,お客様の様子,・予約状況などの問合せが徐々に増えており、秋のイベントシーズンについては大口案件やイベント案件もある（東京都）。,
,,○,一般レストラン（経営者）,来客数の動き,・新型コロナウイルス感染症が収束してから、店も落ち着いて通常営業できるようになっている。ケータリングも徐々に増えてきており、売上がやや良くなっている。,
,東京都,○,一般レストラン（経営者）,それ以外,・新型コロナウイルス感染症に伴う制限解除後、同業者３軒の新規出店があった（東京都）。,
,東京都,○,一般レストラン（経営者）,来客数の動き,・インバウンドの影響で来客数の外国人比率が上がっている店舗が増えてきている。今後もインバウンド需要に対応できれば、景気は良くなっていく（東京都）。,
,東京都,○,その他飲食［居酒屋］（経営者）,単価の動き,・以前と違って、遅い時間の来客数が増えてきている。また、客単価も上がっている（東京都）。,
,東京都,○,その他飲食［カフェ］（経営者）,来客数の動き,・関東近郊の避暑地と都内に店舗がある。新型コロナウイルス感染症が収束し、避暑地は観光地のため、大きく伸びている。逆に、都内店舗は暑さのため伸び悩んでいる。新型コロナウイルス感染症収束後の戻りは観光地の方が早いようである（東京都）。,
,東京都,○,その他飲食［給食・レストラン］（役員）,単価の動き,・取引先との交渉により、約４割の店舗で委託料の引上げが実施されたため、今年度の４月から収益が改善している。引き続き残りの取引先とも交渉を継続しており、更に収益改善を図れるものとみている（東京都）。,
,,○,都市型ホテル（経営者）,来客数の動き,・全国旅行支援は６月で終了したが、新型コロナウイルス感染症の分類が５類に移行し、夏休みに入るということで、引き続き来客数は増えている。また、宴会等についても、６月は株主総会の多い月であり、７月も前半までは回復している。やや持ち直している状況のまま、夏休みに入るのではないか。,
,,○,都市型ホテル（スタッフ）,販売量の動き,・新型コロナウイルス感染症の５類への移行以来、人の動きが活発になり、３か月前と比べれば宿泊、食堂、宴会いずれも販売量自体は増えている。景気が上向いている実感はあるが、人手不足による休業が売上目標達成の足かせになっている。,
,,○,都市型ホテル（スタッフ）,来客数の動き,・新型コロナウイルス感染症の発生前の状況に近づきつつあり、稼働は高くなっている。,
,,○,旅行代理店（経営者）,来客数の動き,・来客数が大分増えてきている。単価に関しては余り動きはないが、いろいろな客が来て問合せもあるので、大分景気が良くなっているのではないか。,
,,○,旅行代理店（従業員）,お客様の様子,・新型コロナウイルス感染症の５類移行後、時間がたつにつれて旅行マインドも元に戻りつつある。３年ぶり、４年ぶりの旅行案件も増加している。,
,東京都,○,旅行代理店（営業担当）,競争相手の様子,・他社との競合が非常に多くなっている（東京都）。,
,,○,タクシー運転手,お客様の様子,・これから夏本番を迎えるため、例年だと少しでも暑さを避け、タクシーを使って出掛けるはずだが、今年は大変な暑さが続いているためか、昼間は少し利用が少ない。ピーク時間帯がずれているようで、朝方と夕方以降に利用が集中している。全体の利用回数、金額は以前より良くなっているため、期待できる。,
,東京都,○,タクシー運転手,お客様の様子,・今年の猛暑と、新型コロナウイルス感染症の影響が和らいだことで、タクシーの利用者がやや極端に増えている（東京都）。,
,,○,タクシー（経営者）,来客数の動き,・記録的な猛暑の影響がある。,
,,○,タクシー（団体役員）,競争相手の様子,・タクシー業界は、人手不足により全体の稼働率が低下している。乗務回数の増加によって、何とかしのいでいる。,
,東京都,○,通信会社（社員）,お客様の様子,・夏のイベント復活や告知ＣＭの引き合いが増加している（東京都）。,
,東京都,○,通信会社（社員）,販売量の動き,・加入件数の純増が続いている。解約は一定数で横ばいが続くものの、新規契約数が伸びている。ライフライン系商品以外のオプション契約も伸びており、し好品や娯楽への消費が活発化している（東京都）。,
,,○,通信会社（営業担当）,販売量の動き,・人の動きや建物着工数は新型コロナウイルス感染症発生前までは戻っていないものの、回復傾向にあり、それに伴い契約数も回復傾向にある。,
,東京都,○,通信会社（管理担当）,お客様の様子,・電子化の法整備が進み、方向性として後押しがあるが、為替相場等に加え、物価上昇による利益への影響など、設備投資等に対してブレーキとなる要素がある（東京都）。,
,,○,パチンコ店（経営者）,来客数の動き,・新型コロナウイルス感染症の５類への分類移行から３か月がたち、人々の動きも活発になっている。依然として、原材料を始めとした諸物価の上昇に伴う収益力の低下は否めない状況だが、売上はやや増加方向に進んでいる。,
,,○,競輪場（職員）,来客数の動き,・キャンペーンを実施すると、100人単位だが増加傾向がみられる。,
,東京都,○,その他レジャー施設［ボウリング場］（従業員）,お客様の様子,・来場者数が増加し、企業懇親会の件数も増えてきている。飲食を含め客単価も上昇傾向にある（東京都）。,
,東京都,○,その他レジャー施設［複合文化施設］（財務担当）,お客様の様子,・来客数がやや良くなっている（東京都）。,
,東京都,○,その他レジャー施設［総合］（経営企画担当）,来客数の動き,・３か月前は新型コロナウイルス感染症の５類への分類移行前だったので、それに比べると５類移行後は明らかに来客数が増えている。特に、インバウンドの回復は著しく、売上の増加につながっている（東京都）。,
,,○,設計事務所（経営者）,販売量の動き,・当事務所においては行政からの仕事がたくさん取れ、こなし切れないほどの忙しさになっているため非常に良くなっているが、地域全体の景気としては、やはり不景気である。,
,,□,商店街（代表者）,販売量の動き,・大分回復しつつあったが、やはり猛暑の影響で客足が減ってしまっている。販売量も少し回復してきていたが、ここに来てまた鈍ってしまっている。,
,東京都,□,一般小売店［家具］（経営者）,販売量の動き,・販売数は悪いものの、催事を行ったときの客の反応が以前より少し良くなってきた。幾らか成約も出てきており、悪いながらも、変わらない（東京都）。,
,,□,一般小売店［文具］（販売企画担当）,来客数の動き,・今月は、以前からの案件等の刈取りができたので、その分少し良くはなっている。ただし、暑さのせいか、来客数が若干減っているようである。店舗を移転して、まだ認知度が低いことを考慮しても、この暑さで、雰囲気的に良くない。,
,東京都,□,一般小売店［茶］（営業担当）,販売量の動き,・身の回りでは何も変わらず、どちらかというと悪くなっている。会社の販売数も上がらず、現状維持が精一杯である。営業に回っても売れるわけもない。イベントでも今までのようには売れない（東京都）。,
,東京都,□,一般小売店［書店］（営業担当）,販売量の動き,・新型コロナウイルス感染症発生前の購入量が戻ってきているが、まだ勢いがあるとはいえない（東京都）。,
,東京都,□,百貨店（売場主任）,販売量の動き,・クリアランスセールがスタートし、全館の来客数は多くなっている。食品は生鮮、輸入品共に価格改定による値上げが多く、買上点数の伸びはみられない（東京都）。,
,東京都,□,百貨店（総務担当）,販売量の動き,・外国人観光客の増加に伴い、免税実績は今年に入っても堅調に推移している。サマーギフトについては、近年縮小傾向が続いていたが、今年は前年と比べて若干プラスになっている。食料品を軸に化粧品、雑貨なども前年比で２けたの伸びを示している。新型コロナウイルスの新規感染者数が増加しているとの報道があるものの、購買意欲には大きな影響はないようである（東京都）。,
,東京都,□,百貨店（営業担当）,販売量の動き,・全体的な売上は好調に推移している。しかし、中身としては、インバウンド消費が新型コロナウイルス感染症発生前の2019年実績を上回る金額で推移し始めた一方、足元の国内客の消費が鈍化しており、底堅いとはいえない。価格高騰の影響は今後も続くとみられ、楽観視はできない（東京都）。,
,東京都,□,百貨店（販売促進担当）,来客数の動き,・クリアランスセール、お中元のピークに合わせて、来客数が大幅に増加している。売上もラグジュアリーブランドを中心に好調に推移している。お中元商戦はギフトセンター、ＥＣ共に前年を上回っている（東京都）。,
,,□,スーパー（経営者）,来客数の動き,・今月は、天候に恵まれ、新型コロナウイルス感染症の分類が５類に移行し、外出機会がやや多くなり、来客数が増えている。ただし、ここに来て猛暑続きで、日中は客が出てこない。プラスマイナスを考慮して、今月に関してはやや良い状態である。,
,東京都,□,スーパー（経営者）,来客数の動き,・新型コロナウイルス感染症に伴う規制緩和後、外に出掛けることが多くなったものの、思ったほど来客数が増加していない（東京都）。,
,,□,スーパー（店長）,販売量の動き,・猛暑の影響により飲料を中心とした夏物商材の動きが良いが、値上げの影響により１品単価は上がっても、買上点数が若干落ちてきているため、大きな伸びにはつながっていない。,
,東京都,□,スーパー（店長）,販売量の動き,・値上げの影響が大きく、販売数量の前年割れが続いている（東京都）。,
,東京都,□,スーパー（店員）,来客数の動き,・夏休みに入り、前年と大きく違うところは、イベント、旅行等に消費が回っているため、小売は横ばいになっていることである（東京都）。,
,,□,スーパー（総務担当）,お客様の様子,・商材に続いてサービスも値上げになり、戸惑っている。,
,東京都,□,スーパー（営業担当）,単価の動き,・１品当たりの単価の上昇は今なお継続しているが、販売量並びに来客数については相反する状況になっており、互いに相殺している（東京都）。,
,,□,スーパー（仕入担当）,単価の動き,・毎月の値上げが続いていることから１品単価が前年比107％と大幅に上がっており、売上はクリアしているものの、来客数は前年と変わっていない。,
,,□,コンビニ（経営者）,販売量の動き,・売上は新型コロナウイルス感染症発生前の水準のほぼ100％まで回復したが、従業員が集まらず、やむなく時給を大幅にアップしたため、結果的に利益が減少している。,
,,□,コンビニ（従業員）,来客数の動き,・来客数の動きからは特別景気が良くなっている様子は見受けられない。決して悪いわけではなく、平均的なところで落ち着いているといった感じである。,
,,□,衣料品専門店（経営者）,販売量の動き,・天候に恵まれ、暑さ対策グッズが好調である。おしゃれ着は低価格商材を中心に売れている。,
,東京都,□,衣料品専門店（店長）,販売量の動き,・着物事業は、花火大会等、各種イベントの再開により、浴衣の売上が２割増しで推移している。特に、ＳＮＳ効果で、20代の客が増えている。一方、催事による売上は集客が厳しく、計画の８割で終了している。もう一方の主力事業であるドレス事業は、猛暑の影響によりセレモニー商材であるサマーブラックが好調に推移している。ただし、主力のパーティードレスは、計画の15％減少で終わっている（東京都）。,
,,□,衣料品専門店（統括）,来客数の動き,・前年同月は新型コロナウイルス感染拡大第７波の影響で行動が抑制され、来客数が減少していた時期で、それに対して、今年は行動制限のない状態で来客数が伸びている。,
,,□,衣料品専門店（役員）,販売量の動き,・衣料品は必要のあるふだん使いのものがほとんどで、帰省や旅行用の需要はほとんどない。,
,,□,衣料品専門店（従業員）,来客数の動き,・今月は暇な日と忙しい日の差が余りにも激しい。天候の影響も大きかったため、売上が余り伸びず、落ち込んでしまっている。,
,,□,家電量販店（店長）,来客数の動き,・繁忙期になっても来客数が余り増えない。物価高に合わせて商品単価も上昇しているが、来客数と販売点数は減少傾向である。,
,,□,家電量販店（店長）,来客数の動き,・来客数に大きな変化はなく、買い控えは感じないが、状況も変わっていない。,
,,□,乗用車販売店（経営者）,販売量の動き,・自動車の整備は順調に入っているが、販売が前年比で２割減少している。,
,,□,乗用車販売店（経営者）,販売量の動き,・新車の販売量は前年よりやや減少しているものの、その分サービス部門の売上が増加し、前年並みとなっている。,
,,□,乗用車販売店（営業担当）,販売量の動き,・個人単位でみると分からないが、法人全体では販売量の前年割れが続いている。,
,東京都,□,乗用車販売店（販売担当）,お客様の様子,・車の半導体不足については徐々に改善されて、新車の納期も正常化しつつあるようなので、そこそこ売れているが、やはり物価高、石油高のなか、新車から中古車に移る客も増えてきている。全体的な流れでいえば、新車より値頃感のある中古車に集中し、中古車の価格は少し上がっているが、利益については相当落ち込んでいる（東京都）。,
,東京都,□,乗用車販売店（営業担当）,お客様の様子,・車両本体価格が値上がりした上、金利が上がっているため、買い控えが発生している（東京都）。,
,,□,その他専門店［ドラッグストア］（経営者）,来客数の動き,・なかなか景気の回復が遅いように感じている。,
,東京都,□,その他専門店［ガソリンスタンド］（団体役員）,単価の動き,・国の燃料油価格激変緩和対策事業の９月末での終了予定に向けて、６月以降、補助額が大幅に減額されていくなかで、価格転嫁が難しい（東京都）。,
,東京都,□,その他小売［ショッピングセンター］（統括）,お客様の様子,・客の活動は活発化しているが、購買意欲は比例していない（東京都）。,
,東京都,□,その他小売［生鮮魚介卸売］（営業）,お客様の様子,・このところの猛暑で、生鮮品の売行きが落ちている。食材の値上げも影響している（東京都）。,
,東京都,□,高級レストラン（仕入担当）,来客数の動き,・春から変わらず来客数は2019年比で良い結果を示している（東京都）。,
,東京都,□,高級レストラン（経理担当）,販売量の動き,・３か月前には既に新型コロナウイルス感染症発生前の売上に回復しており、足元でもこの状況は変わらない（東京都）。,
,,□,一般レストラン（経営者）,お客様の様子,・３か月前と比べて客の雰囲気も変わってきてはいるが、コロナ禍でたまっていた分、外に出るようになっている。外食も多少するようになっているものの、景気が良くなったかというと、そうは感じられない。,
,東京都,□,一般レストラン（経営者）,販売量の動き,・３か月前の４月１日から30日までの前年比は、売上126.8％、来客数107.5％である。今月７月１日から30日までの前年比は、売上144.8％、来客数125.5％である。前年は、１店舗が新型コロナウイルス感染症の影響と人手不足で休業していた（東京都）。,
,,□,一般レストラン（経営者）,来客数の動き,・一時期はランチ時間帯に４人とか６人で来店する客が増えたのだが、今はまた１人～２人の客が主になっている。,
,東京都,□,一般レストラン（経営者）,来客数の動き,・今月も、前月、前々月と同じように、来客数の良い状態が続いている。暑気払いでの来客数も増えている（東京都）。,
,東京都,□,旅行代理店（従業員）,販売量の動き,・業界全体では需要過多、供給不足の傾向にある。インバウンドや早期予約で航空座席は既に夏場の供給がなく、間際予約が取れず、販売チャンスを逃す傾向にある。今後も需要過多の傾向のため、早期予約を促すなどして対策をしなければならない（東京都）。,
,東京都,□,通信会社（経営者）,販売量の動き,・前月同様、今月も商談案件はあるが、受注の増加には至っていない（東京都）。,
,,□,通信会社（営業担当）,お客様の様子,・新規サービスの契約数は増加してきているが、支出を必要最小限に抑えたいという客が多く見受けられる。,
,東京都,□,通信会社（局長）,単価の動き,・通信サービスの契約数は伸長しているものの、ユーザー平均単価が下がっているため、結果的に売上は今までと変わらず横ばいとなっている（東京都）。,
,東京都,□,通信会社（経営企画担当）,お客様の様子,・前月と比較しても商談における動きに余り変化はみられない。動きが鈍い状況が続いている（東京都）。,
,,□,通信会社（経理担当）,単価の動き,・客単価が月10円程度下がる傾向が続いている。,
,東京都,□,通信会社（経営企画担当）,販売量の動き,・加入件数が増えている反面、解約件数も増えており、プラスマイナスゼロである（東京都）。,
,東京都,□,通信会社（管理担当）,販売量の動き,・戸建て住宅の販売は前年比135％だが、成約に至らないケースが増加している。また、集合住宅の提供は前年比69％と低調であり、状況が好転している感触はない（東京都）。,
,,□,その他サービス［保険代理店］（経営者）,販売量の動き,・当初見込んでいたほどの販売量の増加がみられない。新型コロナウイルス感染症の影響が減少し、大きく売上が増加するかに見えたが、やはりまだ影響があるようである。,
,,□,その他サービス［学習塾］（経営者）,お客様の様子,・季節講習の受講率が例年並みである。,
,,□,設計事務所（経営者）,お客様の様子,・新しい案件もなく、相談自体がない。,
,,□,設計事務所（経営者）,お客様の様子,・受注状況は横ばいのまま推移している。民間が低調な分を官庁案件でカバーしている状況は変わらない。,
,東京都,□,設計事務所（所長）,お客様の様子,・計画は同じような状態がずっと続いているが、なぜか話が前には進まない（東京都）。,
,,□,住宅販売会社（経営者）,単価の動き,・当社は不動産デベロッパー業と総合建設業である。都内及び関東近郊に所有しているホテルの稼働率は、インバウンドのお陰で上がってきているものの、客単価がまだ低く、新型コロナウイルス感染症発生前までには戻っていない。また、販売用のホテルも都内に５か所あるが、まだ売れていない。請負工事については、主に公共工事において、原価が上がっているにもかかわらず請負金額は上がっていない。,
,,□,住宅販売会社（従業員）,販売量の動き,・３か月前と比べて、販売が好調に推移している。客の新築アパートの購入意欲が強く、販売に結び付いている。富裕層の動きも良く、金融機関の融資も付きやすい。,
,,▲,一般小売店［和菓子］（経営者）,来客数の動き,・連日の猛暑続きで、来客数がかなり減っている。,
,東京都,▲,一般小売店［生花］（店員）,販売量の動き,・外に出している花には、１日に５回も６回も水をやっているが、それでも駄目になってしまう商材が出てくる。客もこの暑さで全く出て来ないため、大変な日々を送っている。切り花の方も、暑さのせいで墓参りの客などが少なくなっており、新型コロナウイルス感染症と猛暑のとダブルパンチで、本当に困っている（東京都）。,
,,▲,一般小売店［茶］（営業担当）,来客数の動き,・来客数が減少している。ギフトが少なく、売上も減少している。,
,東京都,▲,百貨店（営業担当）,販売量の動き,・３～４月に売上全体を底上げした免税実績動向も鈍化している。免税売上を除くファッション関連は、ワンピースやカットソーなどの盛夏対応商材に動きがあるものの、全体としては厳しい状況が継続している（東京都）。,
,,▲,スーパー（経営者）,来客数の動き,・値上げに対して、し好品類の買い控えが顕著になっている。,
,,▲,スーパー（販売担当）,来客数の動き,・引き続き来客数は戻っておらず、月末や給料日の前には特に顕著に落ち込む。今までは１人当たりの買上単価が前年を上回っていたが、最近では横ばいのため、トータルの売上が前年を割ってきている。ボーナス後も大きな変化はみられない。,
,,▲,コンビニ（経営者）,販売量の動き,・この夏場で気温が高過ぎるために、昼間の客が減少している。その分夜に来るかと思いきや、変わらない。全体的には良くない。,
,,▲,コンビニ（経営者）,販売量の動き,・酷暑となっているが、飲料の伸びが鈍化している。通常の商材でも、安価な商材の方が売れている。,
,,▲,乗用車販売店（経営者）,単価の動き,・仕入価格が上がっている。,
,,▲,住関連専門店（統括）,来客数の動き,・まだ新型コロナウイルス感染症発生前の来客数には届かない。したがって、販売量も減っている。,
,,▲,その他専門店［ドラッグストア］（経営者）,来客数の動き,・暑過ぎて、客が買物に出てこられない。,
,東京都,▲,旅行代理店（営業担当）,販売量の動き,・全国旅行支援の効果が頭打ちとなっている（東京都）。,
,東京都,▲,通信会社（営業担当）,販売量の動き,・買い控えているのか、新規客からの問合せが激減している（東京都）。,
,,▲,ゴルフ場（経営者）,来客数の動き,・連日続く猛暑の影響で、来場者数が３か月前と比べて13％近くも減っている。電気料金の値上げもあり、空調や照明で使用電力量も増えているため、経費面でも経営が圧迫されている。,
,,▲,美容室（経営者）,来客数の動き,・猛暑のため、客の来店頻度が鈍っているような気がする。,
,,▲,設計事務所（所長）,単価の動き,・仕事はあるようでないような感じである。人手不足ということもあるが、景気が非常に偏っていて、良くなるとは思えない。,
,,▲,住宅販売会社（従業員）,販売量の動き,・価格が上がり過ぎてしまっている。,
,東京都,▲,その他住宅［住宅資材］（営業）,販売量の動き,・一定の建材需要は見込んでいるが、例年より低水準で推移している（東京都）。,
,,×,一般小売店［食料雑貨］（経営者）,来客数の動き,・新型コロナウイルス感染症が収束し、前年よりは売上が増えているものの、経費の上昇分ほど利益は増えていない。,
,,×,一般小売店［印章］（経営者）,来客数の動き,・当店は路面店で、単独路面店のような感じなので、この１か月ほどは猛暑でほとんど客が歩いておらず、厳しい。,
,,×,ゴルフ場（経営者）,来客数の動き,・７月は猛暑の影響も大きく、日中に来場する客が通常の３分の２まで減っている。特にシニア層の減少が大きい。,
,,×,ゴルフ場（従業員）,来客数の動き,・都心に近いゴルフ場では、この夏の酷暑で来場者数が激減している。命に関わる暑さであれば、手の打ちようがない。,
,,×,ゴルフ場（経理担当）,来客数の動き,・７月後半は暑さ指数（ＷＢＧＴ）が熱中症危険水準の31に近い値で推移しており、ゴルフ競技中にプレーヤーが熱中症により死亡した報道もあって、高齢者層を中心に酷暑下のプレーを忌避する動きが目立ち、天候の影響による稼働率のボラティリティが高い状況にある。立地上、インバウンドの恩恵は全く享受できていない。,
,,×,住宅販売会社（従業員）,販売量の動き,・今月の販売量は目標数字の約64％となり、３か月前と比べても約30％落ちているため、景気は悪くなっている。付き合いのある不動産業者の話でも、建て売りの販売が進んでいないとのことである。,
"企業
動向
関連

(南関東)",,◎,出版・印刷・同関連産業（所長）,受注価格や販売価格の動き,・受注案件の値上げについてクライアントにも理解してもらえる環境ができ、スムーズに進行できている。,
,東京都,○,出版・印刷・同関連産業（営業担当）,受注量や販売量の動き,・印鑑、ゴム印の仕事をしている。今月は２件の特需があり、１件は公共交通機関の支社からのゴム印と浸透印のまとまった数の注文である。もう１件は通信販売部門への占い師の人からの注文で、ふだんは個人の実印だが、会社設立の印鑑３本の特需があった。石印材ということで、普通は石印材にしても４～５万円くらいだが、25万円の売上になっている（東京都）。,
,東京都,○,電気機械器具製造業（経営者）,受注量や販売量の動き,・受注量の動きを見ているとやや増加傾向にあり、前年同期と比べても増加している（東京都）。,
,,○,輸送用機械器具製造業（総務担当）,取引先の様子,・自動車メーカーでは部品調達不足も解消し、増産体制に入っているため、良くなっている。,
,,○,建設業（経営者）,競争相手の様子,・競合他社も大手企業、協力業者も忙しく、人手が足りない。ただし、潤っているかといわれると難しい。,
,,○,建設業（経営者）,受注量や販売量の動き,・計画の止まっていた案件が動き出している。見積案件も徐々に増えつつある。,
,東京都,○,輸送業（経営者）,受注量や販売量の動き,・各イベントが復活して輸送需要が増えている（東京都）。,
,東京都,○,通信業（広報担当）,受注量や販売量の動き,・前月は若干悪化したが、今月はこれまでの回復傾向に戻っている（東京都）。,
,,○,金融業（従業員）,受注量や販売量の動き,・夏季休暇においては観光、飲食関連の需要が更に増加する。,
,東京都,○,金融業（総務担当）,取引先の様子,・取引先の様子だが、サービス業や小売業の売上が増加しており、新型コロナウイルス感染症発生前と同等になっている。飲食業も人出が増えていることから、好調である。ただし、食品の値上げやガソリン価格高騰が家計を圧迫しており、いつまで続くかは不透明である。現状では景気は良い方向に進んでいるが、本調子とはいえない（東京都）。,
,,○,金融業（営業担当）,受注量や販売量の動き,・業種、職種によりムラはあるものの、受注実績、受注残高共に緩やかな増加傾向がみられる。売上増加は材料、労働単価の高騰による価格交渉、単価改善による部分も大きく、必ずしも売上の増加率のみで判断できる状況ではないが、取引先の回答からも中長期的な回復の動きがみられる。,
,東京都,○,不動産業（従業員）,受注価格や販売価格の動き,・ホテル部門の宿泊予約は順調で、価格も上昇基調である（東京都）。,
,東京都,○,不動産業（総務担当）,取引先の様子,・コロナ禍が終息し、出社率が高まったこともあり、既存テナントからの増床ニーズが高まっている。新型コロナウイルス感染症発生前から空いていた店舗区画も埋まり、景気は良くなっている（東京都）。,
